FSC-A,FSC-H,FSC-W,SSC-A,SSC-H,SSC-W,585/15 YG E-A,530/30 Blue B-A,Time
7.380664062500000000e+04,4.388500000000000000e+04,1.102197031250000000e+05,1.035646796875000000e+05,7.926400000000000000e+04,8.562796875000000000e+04,7.654860351562500000e+03,3.434000000000000000e+04,2.357300048828124872e+01
1.104462265625000000e+05,8.641700000000000000e+04,8.375903125000000000e+04,4.342548046875000000e+04,4.096500000000000000e+04,6.947228906250000000e+04,3.897520019531250000e+03,1.187279980468750000e+04,2.359699951171874943e+01
8.463195312500000000e+04,6.050500000000000000e+04,9.166911718750000000e+04,4.938635937500000000e+04,4.454800000000000000e+04,7.265386718750000000e+04,6.862800292968750000e+03,1.135395996093750000e+04,2.359800048828125085e+01
7.515419531250000000e+04,5.233400000000000000e+04,9.411292187500000000e+04,6.373980078125000000e+04,5.155500000000000000e+04,8.102515625000000000e+04,2.893040039062500000e+03,1.122000000000000000e+04,2.360699951171875099e+01
9.731636718750000000e+04,6.368300000000000000e+04,1.001480000000000000e+05,5.125364062500000000e+04,4.359500000000000000e+04,7.704917187500000000e+04,8.865740234375000000e+03,1.502867968750000000e+04,2.362199951171875156e+01
9.162109375000000000e+04,5.987200000000000000e+04,1.002886171875000000e+05,6.619664062500000000e+04,5.180400000000000000e+04,8.374379687500000000e+04,1.068378027343750000e+04,1.878772070312500000e+04,2.365800048828124957e+01
9.824561718750000000e+04,6.267900000000000000e+04,1.027237968750000000e+05,4.090335937500000000e+04,3.461900000000000000e+04,7.743270312500000000e+04,7.889640136718750000e+03,1.266704003906250000e+04,2.368100097656250114e+01
8.642260937500000000e+04,5.832900000000000000e+04,9.710079687500000000e+04,4.235380078125000000e+04,3.806800000000000000e+04,7.291422656250000000e+04,2.021000000000000000e+03,6.934640136718750000e+03,2.369600097656250171e+01
8.141645312500000000e+04,5.151700000000000000e+04,1.035718046875000000e+05,4.198251953125000000e+04,3.697300000000000000e+04,7.441555468750000000e+04,3.151040039062500000e+03,3.410199951171875000e+03,2.370800048828125028e+01
1.079983125000000000e+05,6.530100000000000000e+04,1.083869765625000000e+05,6.031803906250000000e+04,5.052500000000000000e+04,7.823855468750000000e+04,4.339560058593750000e+03,6.708879882812500000e+03,2.371000000000000085e+01
1.316679375000000000e+05,8.325700000000000000e+04,1.036428281250000000e+05,4.949380078125000000e+04,4.262800000000000000e+04,7.609144531250000000e+04,6.338200195312500000e+03,1.086436035156250000e+04,2.372100097656250028e+01
1.120923281250000000e+05,7.381700000000000000e+04,9.951750000000000000e+04,5.723764062500000000e+04,5.104400000000000000e+04,7.348808593750000000e+04,3.477840087890625000e+03,5.812640136718750000e+03,2.372100097656250028e+01
1.110757578125000000e+05,7.570400000000000000e+04,9.615688281250000000e+04,6.033844140625000000e+04,5.336100000000000000e+04,7.410542968750000000e+04,6.337340332031250000e+03,8.479599609375000000e+03,2.372100097656250028e+01
9.362060937500000000e+04,5.868500000000000000e+04,1.045500625000000000e+05,5.097144140625000000e+04,4.142400000000000000e+04,8.064080468750000000e+04,1.072506054687500000e+04,1.695308007812500000e+04,2.373699951171875000e+01
7.452230468750000000e+04,4.704500000000000000e+04,1.038132500000000000e+05,4.727155859375000000e+04,4.278100000000000000e+04,7.241506250000000000e+04,5.574520019531250000e+03,1.317771972656250000e+04,2.376600097656250199e+01
1.011879453125000000e+05,5.980500000000000000e+04,1.108845937500000000e+05,5.184796093750000000e+04,4.111300000000000000e+04,8.264802343750000000e+04,3.938800048828125000e+02,1.672800048828125000e+03,2.376800048828124901e+01
1.212296562500000000e+05,8.954300000000000000e+04,8.872728906250000000e+04,7.515632031250000000e+04,6.337500000000000000e+04,7.771904687500000000e+04,6.959979980468750000e+03,3.512539843750000000e+04,2.376800048828124901e+01
1.415757968750000000e+05,8.558500000000000000e+04,1.084104843750000000e+05,6.096608203125000000e+04,5.183300000000000000e+04,7.708357812500000000e+04,3.156199951171875000e+03,9.143959960937500000e+03,2.376999999999999957e+01
1.454957656250000000e+05,9.390300000000000000e+04,1.015432031250000000e+05,7.849716406250000000e+04,7.067400000000000000e+04,7.279042187500000000e+04,2.175800048828125000e+03,6.524600097656250000e+03,2.377899902343749972e+01
1.076130468750000000e+05,7.059000000000000000e+04,9.990832031250000000e+04,4.992560156250000000e+04,4.264700000000000000e+04,7.672109375000000000e+04,6.144700195312500000e+03,1.544483984375000000e+04,2.378699951171875071e+01
1.112704531250000000e+05,7.220100000000000000e+04,1.009988828125000000e+05,4.528187890625000000e+04,3.874000000000000000e+04,7.660282031250000000e+04,2.957540039062500000e+03,6.921040039062500000e+03,2.379199951171874972e+01
1.064778828125000000e+05,7.278500000000000000e+04,9.587325781250000000e+04,5.792240234375000000e+04,4.844500000000000000e+04,7.835695312500000000e+04,7.539620117187500000e+03,1.054883984375000000e+04,2.380199951171875128e+01
1.252109765625000000e+05,8.549700000000000000e+04,9.597794531250000000e+04,1.243522812500000000e+05,1.078600000000000000e+05,7.555675781250000000e+04,6.689939941406250000e+03,1.434528027343750000e+04,2.380300048828124915e+01
9.989230468750000000e+04,6.612900000000000000e+04,9.899654687500000000e+04,3.384767968750000000e+04,2.924500000000000000e+04,7.585028125000000000e+04,6.331320312500000000e+03,9.866799804687500000e+03,2.382100097656250171e+01
1.085523281250000000e+05,8.038200000000000000e+04,8.850346093750000000e+04,4.205255859375000000e+04,3.811500000000000000e+04,7.230635156250000000e+04,6.916979980468750000e+03,1.135260058593750000e+04,2.382499999999999929e+01
1.440060156250000000e+05,8.075700000000000000e+04,1.168638984375000000e+05,1.166349609375000000e+05,7.601700000000000000e+04,1.005536796875000000e+05,2.200482031250000000e+04,3.406867968750000000e+04,2.382600097656250071e+01
1.231648515625000000e+05,7.346900000000000000e+04,1.098658359375000000e+05,8.130080468750000000e+04,6.130500000000000000e+04,8.691182812500000000e+04,1.170116015625000000e+04,1.974856054687500000e+04,2.383199951171874886e+01
1.813329531250000000e+05,1.064480000000000000e+05,1.116398359375000000e+05,1.275883984375000000e+05,9.338800000000000000e+04,8.953649218750000000e+04,2.031922070312500000e+04,3.271751953125000000e+04,2.384800048828125085e+01
6.562510937500000000e+04,3.937300000000000000e+04,1.092323906250000000e+05,6.975848437500000000e+04,5.152000000000000000e+04,8.873626562500000000e+04,2.900780029296875000e+03,6.404240234375000000e+03,2.385199951171875199e+01
7.090207031250000000e+04,5.687500000000000000e+04,8.169913281250000000e+04,3.373003906250000000e+04,3.250200000000000000e+04,6.801217968750000000e+04,2.174080078125000000e+03,2.681239990234375000e+03,2.385300048828124986e+01
1.029308046875000000e+05,6.924100000000000000e+04,9.742310156250000000e+04,4.824328125000000000e+04,4.234000000000000000e+04,7.467340625000000000e+04,5.759419921875000000e+03,8.970560546875000000e+03,2.385899902343750156e+01
8.262595312500000000e+04,5.578900000000000000e+04,9.706168750000000000e+04,5.772792187500000000e+04,5.236800000000000000e+04,7.224368750000000000e+04,6.875700195312500000e+03,1.001912011718750000e+04,2.386100097656250085e+01
1.164477031250000000e+05,7.471300000000000000e+04,1.021444375000000000e+05,6.821420312500000000e+04,6.072400000000000000e+04,7.361975781250000000e+04,7.054580078125000000e+03,1.455200000000000000e+04,2.386699951171874901e+01
1.207375937500000000e+05,7.610900000000000000e+04,1.039648359375000000e+05,4.882944140625000000e+04,4.060800000000000000e+04,7.880432812500000000e+04,7.248939941406250000e+03,7.793479980468750000e+03,2.389499999999999957e+01
9.150958593750000000e+04,5.848400000000000000e+04,1.025438125000000000e+05,4.045660156250000000e+04,3.572000000000000000e+04,7.422631250000000000e+04,2.219660156250000000e+03,6.711600097656250000e+03,2.389699951171875014e+01
1.217795312500000000e+05,8.026400000000000000e+04,9.943366406250000000e+04,4.525060156250000000e+04,3.847200000000000000e+04,7.708316406250000000e+04,4.980260253906250000e+03,8.820959960937500000e+03,2.392199951171875227e+01
7.957860937500000000e+04,5.411600000000000000e+04,9.637192968750000000e+04,3.884771875000000000e+04,3.442000000000000000e+04,7.396642187500000000e+04,2.478520019531250000e+03,2.425560058593750000e+03,2.393899902343749986e+01
1.182908671875000000e+05,7.558800000000000000e+04,1.025600703125000000e+05,4.466035937500000000e+04,3.839200000000000000e+04,7.623622656250000000e+04,6.668439941406250000e+03,9.474440429687500000e+03,2.395300048828125128e+01
1.016540468750000000e+05,6.819100000000000000e+04,9.769617187500000000e+04,4.002887890625000000e+04,3.569800000000000000e+04,7.348682812500000000e+04,3.753040039062500000e+03,4.681120117187500000e+03,2.396199951171875142e+01
1.275196406250000000e+05,7.878200000000000000e+04,1.060791484375000000e+05,4.993512109375000000e+04,4.272700000000000000e+04,7.659204687500000000e+04,6.322720214843750000e+03,9.968120117187500000e+03,2.396499999999999986e+01
8.681790625000000000e+04,5.787500000000000000e+04,9.831012500000000000e+04,6.498487890625000000e+04,5.551900000000000000e+04,7.670976562500000000e+04,3.777120117187500000e+03,6.476319824218750000e+03,2.398100097656250185e+01
8.088545312500000000e+04,5.339600000000000000e+04,9.927539843750000000e+04,4.183971875000000000e+04,3.684400000000000000e+04,7.442210156250000000e+04,5.847140136718750000e+03,1.125128027343750000e+04,2.398800048828125142e+01
1.787446250000000000e+05,1.066930000000000000e+05,1.097936015625000000e+05,9.245892187500000000e+04,7.164100000000000000e+04,8.457989062500000000e+04,1.206580078125000000e+03,4.182680175781250000e+03,2.400000000000000000e+01
1.825572031250000000e+05,1.033300000000000000e+05,1.157850468750000000e+05,1.113146406250000000e+05,7.481000000000000000e+04,9.751526562500000000e+04,1.879874023437500000e+04,3.458819921875000000e+04,2.400600097656250043e+01
8.554232812500000000e+04,5.816800000000000000e+04,9.637776562500000000e+04,4.319971875000000000e+04,3.384800000000000000e+04,8.364265625000000000e+04,6.053540039062500000e+03,7.292320312500000000e+03,2.400899902343750014e+01
1.025183984375000000e+05,6.303600000000000000e+04,1.065842656250000000e+05,8.426967968750000000e+04,7.467700000000000000e+04,7.395446875000000000e+04,3.833880126953125000e+03,1.506812011718750000e+04,2.401800048828124901e+01
1.133201171875000000e+05,7.630900000000000000e+04,9.732203906250000000e+04,5.203564062500000000e+04,4.114900000000000000e+04,8.287462500000000000e+04,2.686640136718750000e+03,9.203120117187500000e+03,2.401899902343750171e+01
1.030611953125000000e+05,6.769200000000000000e+04,9.977867968750000000e+04,3.897896093750000000e+04,3.449200000000000000e+04,7.406138281250000000e+04,5.039600097656250000e+03,8.756360351562500000e+03,2.403500000000000014e+01
1.381555781250000000e+05,8.538700000000000000e+04,1.060367890625000000e+05,7.740643750000000000e+04,6.428000000000000000e+04,7.891892187500000000e+04,1.220082031250000000e+04,2.399651953125000000e+04,2.403800048828125213e+01
9.482302343750000000e+04,5.882200000000000000e+04,1.056462109375000000e+05,3.599783984375000000e+04,3.165800000000000000e+04,7.452001562500000000e+04,3.949120117187500000e+03,5.034720214843750000e+03,2.404899902343749929e+01
1.078809062500000000e+05,7.871600000000000000e+04,8.981760937500000000e+04,4.038655859375000000e+04,3.778400000000000000e+04,7.005011718750000000e+04,1.636580078125000000e+03,1.725160034179687500e+03,2.408600097656250227e+01
8.603733593750000000e+04,5.968400000000000000e+04,9.447328125000000000e+04,4.070548046875000000e+04,3.815200000000000000e+04,6.992227343750000000e+04,4.202820312500000000e+03,7.627560058593750000e+03,2.409899902343750000e+01
1.179209375000000000e+05,7.479700000000000000e+04,1.033205468750000000e+05,6.277012109375000000e+04,5.356800000000000000e+04,7.679403125000000000e+04,6.837000000000000000e+03,9.377200195312500000e+03,2.411199951171875000e+01
8.795896875000000000e+04,5.996800000000000000e+04,9.612592187500000000e+04,3.391296093750000000e+04,3.076000000000000000e+04,7.225357031250000000e+04,6.042359863281250000e+03,9.341160156250000000e+03,2.412000000000000099e+01
9.008237500000000000e+04,6.244400000000000000e+04,9.454292187500000000e+04,3.932032031250000000e+04,3.536500000000000000e+04,7.286573437500000000e+04,2.581719970703125000e+03,7.094439941406250000e+03,2.414399902343750171e+01
1.022180859375000000e+05,6.477600000000000000e+04,1.034173828125000000e+05,5.042880078125000000e+04,4.523300000000000000e+04,7.306395312500000000e+04,1.899739990234375000e+03,9.071200195312500000e+03,2.418600097656250014e+01
1.432071562500000000e+05,9.084400000000000000e+04,1.033114375000000000e+05,5.424087890625000000e+04,4.688100000000000000e+04,7.582453125000000000e+04,3.212959960937500000e+03,6.823800292968750000e+03,2.418800048828125071e+01
9.201167968750000000e+04,6.516800000000000000e+04,9.253126562500000000e+04,4.388244140625000000e+04,3.809200000000000000e+04,7.549826562500000000e+04,5.221060058593750000e+03,1.104116015625000000e+04,2.421199951171875142e+01
1.347896250000000000e+05,8.778500000000000000e+04,1.006273593750000000e+05,4.344587890625000000e+04,3.799700000000000000e+04,7.493404687500000000e+04,4.586379882812500000e+03,6.135640136718750000e+03,2.421800048828125185e+01
8.804805468750000000e+04,5.882000000000000000e+04,9.810128125000000000e+04,3.914964062500000000e+04,3.430400000000000000e+04,7.479334375000000000e+04,6.557500000000000000e+03,9.259560546875000000e+03,2.422100097656250028e+01
1.175710625000000000e+05,7.233700000000000000e+04,1.065172265625000000e+05,6.560164062500000000e+04,5.521300000000000000e+04,7.786696875000000000e+04,5.402520019531250000e+03,7.258320312500000000e+03,2.423100097656250185e+01
9.837010937500000000e+04,5.672000000000000000e+04,1.136597890625000000e+05,8.586496093750000000e+04,6.652000000000000000e+04,8.459479687500000000e+04,5.335439941406250000e+03,7.702359863281250000e+03,2.424800048828124943e+01
1.340515312500000000e+05,8.268500000000000000e+04,1.062490234375000000e+05,7.247643750000000000e+04,6.212800000000000000e+04,7.645209375000000000e+04,6.542020019531250000e+03,1.106632031250000000e+04,2.425499999999999901e+01
9.109835937500000000e+04,6.392100000000000000e+04,9.340000781250000000e+04,3.617735937500000000e+04,3.328100000000000000e+04,7.123943750000000000e+04,1.304619995117187500e+03,4.097680175781250000e+03,2.428300048828124957e+01
9.474573437500000000e+04,6.351600000000000000e+04,9.775893750000000000e+04,4.345744140625000000e+04,3.930800000000000000e+04,7.245412500000000000e+04,4.046300048828125000e+03,6.139040039062500000e+03,2.429300048828125114e+01
7.963701562500000000e+04,6.250000000000000000e+04,8.350546093750000000e+04,2.886464062500000000e+04,2.796000000000000000e+04,6.765640625000000000e+04,3.305840087890625000e+03,5.573280273437500000e+03,2.429500000000000171e+01
1.262948046875000000e+05,8.459400000000000000e+04,9.784212500000000000e+04,5.740016015625000000e+04,5.138600000000000000e+04,7.320625781250000000e+04,2.996239990234375000e+03,3.421080078125000000e+03,2.431500000000000128e+01
1.116209140625000000e+05,7.155800000000000000e+04,1.022273906250000000e+05,4.564296093750000000e+04,3.747000000000000000e+04,7.983071875000000000e+04,5.631280273437500000e+03,7.656800292968750000e+03,2.432300048828125227e+01
8.270560937500000000e+04,5.682000000000000000e+04,9.539238281250000000e+04,3.988471875000000000e+04,3.668000000000000000e+04,7.126185937500000000e+04,4.326660156250000000e+03,5.982640136718750000e+03,2.432600097656250071e+01
1.444390781250000000e+05,8.867600000000000000e+04,1.067477031250000000e+05,6.880920312500000000e+04,5.458400000000000000e+04,8.261542187500000000e+04,2.057979980468750000e+03,8.276959960937500000e+03,2.435800048828124886e+01
1.515485781250000000e+05,9.723600000000000000e+04,1.021420937500000000e+05,8.929692187500000000e+04,7.209200000000000000e+04,8.117632031250000000e+04,1.052210058593750000e+04,1.859527929687500000e+04,2.438300048828125099e+01
1.025909687500000000e+05,6.910800000000000000e+04,9.728832812500000000e+04,3.577548046875000000e+04,3.214000000000000000e+04,7.294903906250000000e+04,1.836099975585937500e+03,9.053520507812500000e+03,2.439000000000000057e+01
1.083629375000000000e+05,6.613700000000000000e+04,1.073782265625000000e+05,8.072280468750000000e+04,5.594000000000000000e+04,9.457007031250000000e+04,8.389299804687500000e+03,1.544824023437500000e+04,2.439199951171875114e+01
1.331128437500000000e+05,8.556900000000000000e+04,1.019491171875000000e+05,9.313416406250000000e+04,5.923300000000000000e+04,1.030445937500000000e+05,3.544920166015625000e+03,9.314639648437500000e+03,2.439600097656250099e+01
7.339127343750000000e+04,4.560800000000000000e+04,1.054589296875000000e+05,4.460664062500000000e+04,3.981300000000000000e+04,7.342678906250000000e+04,2.344360107421875000e+03,2.450040039062500000e+03,2.440600097656249901e+01
8.750171875000000000e+04,5.892100000000000000e+04,9.732545312500000000e+04,5.663787890625000000e+04,4.950800000000000000e+04,7.497415625000000000e+04,6.730360351562500000e+03,1.328379980468750000e+04,2.440899902343750227e+01
1.211913046875000000e+05,7.644500000000000000e+04,1.038968281250000000e+05,5.573416015625000000e+04,4.844100000000000000e+04,7.540293750000000000e+04,2.724479980468750000e+03,8.445599609375000000e+03,2.442800048828124915e+01
8.763623437500000000e+04,6.233700000000000000e+04,9.213353906250000000e+04,1.059786796875000000e+05,8.553700000000000000e+04,8.119783593750000000e+04,7.012439941406250000e+03,1.010616015625000000e+04,2.444600097656250171e+01
1.162872265625000000e+05,7.558400000000000000e+04,1.008282109375000000e+05,4.774551953125000000e+04,3.913200000000000000e+04,7.996142187500000000e+04,6.837860351562500000e+03,1.376591992187500000e+04,2.445500000000000185e+01
1.520683593750000000e+05,8.558200000000000000e+04,1.164491640625000000e+05,9.846467968750000000e+04,6.392700000000000000e+04,1.009429687500000000e+05,1.198495996093750000e+04,2.017627929687500000e+04,2.447199951171874943e+01
9.811345312500000000e+04,6.210200000000000000e+04,1.035387500000000000e+05,4.690844140625000000e+04,4.121400000000000000e+04,7.459096093750000000e+04,4.370520019531250000e+03,6.347800292968750000e+03,2.447399902343750000e+01
1.336220156250000000e+05,7.904800000000000000e+04,1.107814609375000000e+05,7.081656250000000000e+04,6.083700000000000000e+04,7.628638281250000000e+04,8.323940429687500000e+03,1.081744042968750000e+04,2.448399902343750156e+01
1.203417031250000000e+05,7.660400000000000000e+04,1.029543281250000000e+05,4.804064062500000000e+04,4.132900000000000000e+04,7.617874218750000000e+04,4.807399902343750000e+03,7.146800292968750000e+03,2.449800048828124943e+01
9.067001562500000000e+04,6.396800000000000000e+04,9.289253906250000000e+04,3.693964062500000000e+04,3.482400000000000000e+04,6.951747656250000000e+04,3.589640136718750000e+03,4.756600097656250000e+03,2.449800048828124943e+01
9.611984375000000000e+04,6.295700000000000000e+04,1.000573437500000000e+05,5.312908203125000000e+04,4.664000000000000000e+04,7.465410937500000000e+04,3.576739990234375000e+03,5.977879882812500000e+03,2.453399902343750227e+01
8.306786718750000000e+04,5.537600000000000000e+04,9.830857812500000000e+04,3.470380078125000000e+04,3.233200000000000000e+04,7.034357812500000000e+04,5.082600097656250000e+03,5.969720214843750000e+03,2.454100097656250057e+01
1.026517343750000000e+05,6.384900000000000000e+04,1.053639687500000000e+05,6.809248437500000000e+04,5.178000000000000000e+04,8.618209375000000000e+04,1.253191992187500000e+04,2.021367968750000000e+04,2.454500000000000171e+01
1.212390937500000000e+05,8.569200000000000000e+04,9.272189843750000000e+04,5.249464062500000000e+04,4.551200000000000000e+04,7.559082031250000000e+04,4.975959960937500000e+03,8.827080078125000000e+03,2.455899902343750085e+01
1.590044062500000000e+05,1.036390000000000000e+05,1.005462500000000000e+05,1.105986015625000000e+05,7.998300000000000000e+04,9.062162500000000000e+04,5.599459960937500000e+03,1.964248046875000000e+04,2.457100097656250171e+01
1.370097968750000000e+05,7.687700000000000000e+04,1.167979296875000000e+05,8.804571875000000000e+04,5.972800000000000000e+04,9.660735937500000000e+04,5.573660156250000000e+03,2.704904101562500000e+04,2.457800048828125128e+01
1.347583593750000000e+05,9.103300000000000000e+04,9.701453906250000000e+04,5.374651953125000000e+04,4.762000000000000000e+04,7.396749218750000000e+04,5.475620117187500000e+03,7.446000000000000000e+03,2.458100097656249972e+01
1.287031875000000000e+05,8.400000000000000000e+04,1.004130078125000000e+05,6.867456250000000000e+04,5.868000000000000000e+04,7.669829687500000000e+04,2.292760009765625000e+03,5.838479980468750000e+03,2.459600097656250028e+01
1.273538515625000000e+05,8.159900000000000000e+04,1.022838750000000000e+05,5.750012109375000000e+04,4.785800000000000000e+04,7.873976562500000000e+04,4.171000000000000000e+03,1.206591992187500000e+04,2.463399902343750014e+01
1.686715468750000000e+05,9.977800000000000000e+04,1.107865312500000000e+05,7.432603906250000000e+04,5.895400000000000000e+04,8.262427343750000000e+04,3.605979980468750000e+03,2.061488085937500000e+04,2.463500000000000156e+01
6.011863671875000000e+04,3.682800000000000000e+04,1.069820625000000000e+05,5.032340234375000000e+04,4.376500000000000000e+04,7.535689843750000000e+04,2.953239990234375000e+03,1.427795996093750000e+04,2.464100097656250199e+01
1.322780000000000000e+05,8.352900000000000000e+04,1.037839765625000000e+05,6.415800000000000000e+04,5.645200000000000000e+04,7.448202343750000000e+04,5.718140136718750000e+03,9.631520507812500000e+03,2.464199951171875114e+01
8.457944531250000000e+04,5.528900000000000000e+04,1.002550000000000000e+05,5.386892187500000000e+04,4.504400000000000000e+04,7.837566406250000000e+04,5.209879882812500000e+03,6.700720214843750000e+03,2.466000000000000014e+01
9.428966406250000000e+04,5.870800000000000000e+04,1.052559687500000000e+05,4.459303906250000000e+04,3.930400000000000000e+04,7.435500781250000000e+04,2.905939941406250000e+03,1.182995996093750000e+04,2.466899902343750028e+01
1.318992187500000000e+05,8.168900000000000000e+04,1.058177656250000000e+05,7.587575781250000000e+04,6.090000000000000000e+04,8.165178906250000000e+04,3.616300048828125000e+03,1.404200000000000000e+04,2.468500000000000227e+01
1.118285937500000000e+05,7.224900000000000000e+04,1.014380625000000000e+05,1.209373203125000000e+05,1.027400000000000000e+05,7.714375000000000000e+04,4.206260253906250000e+03,6.719760253906250000e+03,2.468899902343749986e+01
1.247749609375000000e+05,7.839300000000000000e+04,1.043109921875000000e+05,8.048071875000000000e+04,6.676500000000000000e+04,7.899925000000000000e+04,5.701800292968750000e+03,9.757320312500000000e+03,2.470300048828125128e+01
1.275143359375000000e+05,7.279800000000000000e+04,1.147940937500000000e+05,7.496864062500000000e+04,4.515500000000000000e+04,1.088062187500000000e+05,6.757020019531250000e+03,9.825320312500000000e+03,2.470899902343749943e+01
9.949641406250000000e+04,6.357600000000000000e+04,1.025638203125000000e+05,4.509760156250000000e+04,3.681700000000000000e+04,8.027585937500000000e+04,6.051820312500000000e+03,1.287920019531250000e+04,2.471800048828125185e+01
1.450166875000000000e+05,8.273200000000000000e+04,1.148747031250000000e+05,1.044391640625000000e+05,7.350900000000000000e+04,9.311139843750000000e+04,1.684998046875000000e+04,2.898635937500000000e+04,2.472399902343750000e+01
1.116687031250000000e+05,7.547500000000000000e+04,9.696350000000000000e+04,6.623743750000000000e+04,5.791500000000000000e+04,7.495358593750000000e+04,5.344040039062500000e+03,1.863064062500000000e+04,2.473199951171875099e+01
1.193841328125000000e+05,8.302700000000000000e+04,9.423389843750000000e+04,4.261355859375000000e+04,3.879900000000000000e+04,7.197922656250000000e+04,2.201600097656250000e+03,5.886760253906250000e+03,2.473899902343750057e+01
1.444243281250000000e+05,9.093600000000000000e+04,1.040841093750000000e+05,5.927151953125000000e+04,5.094900000000000000e+04,7.624130468750000000e+04,1.028474023437500000e+04,5.441359863281250000e+03,2.475000000000000000e+01
9.777066406250000000e+04,6.306400000000000000e+04,1.016031015625000000e+05,4.518055859375000000e+04,4.130800000000000000e+04,7.167989062500000000e+04,2.880140136718750000e+03,1.053591992187500000e+04,2.475100097656250142e+01
7.352225781250000000e+04,4.589300000000000000e+04,1.049910625000000000e+05,4.237012109375000000e+04,3.577300000000000000e+04,7.762189843750000000e+04,6.011399902343750000e+03,1.140291992187500000e+04,2.476699951171875114e+01
1.122061953125000000e+05,7.714300000000000000e+04,9.532356250000000000e+04,5.300667968750000000e+04,4.849500000000000000e+04,7.163307031250000000e+04,5.901320312500000000e+03,6.880240234375000000e+03,2.477600097656250000e+01
9.295744531250000000e+04,6.181700000000000000e+04,9.854990625000000000e+04,6.884592187500000000e+04,5.585300000000000000e+04,8.078145312500000000e+04,2.612679931640625000e+03,1.351432031250000000e+04,2.477800048828125057e+01
1.175433359375000000e+05,8.258100000000000000e+04,9.328200000000000000e+04,3.793040234375000000e+04,3.464500000000000000e+04,7.175081250000000000e+04,4.895979980468750000e+03,9.008639648437500000e+03,2.478399902343750227e+01
6.187978906250000000e+04,4.826900000000000000e+04,8.401569531250000000e+04,8.485652343750000000e+04,6.216000000000000000e+04,8.946520312500000000e+04,6.644360351562500000e+03,9.639679687500000000e+03,2.479199951171874972e+01
9.257984375000000000e+04,6.436100000000000000e+04,9.427002343750000000e+04,2.935764062500000000e+04,2.722900000000000000e+04,7.065931250000000000e+04,2.791560058593750000e+03,3.474120117187500000e+03,2.481399902343749986e+01
1.315688125000000000e+05,8.046900000000000000e+04,1.071529843750000000e+05,5.726756250000000000e+04,4.344500000000000000e+04,8.638709375000000000e+04,8.255140625000000000e+03,1.309340039062500000e+04,2.483699951171875142e+01
9.720485937500000000e+04,6.049200000000000000e+04,1.053100937500000000e+05,5.810260156250000000e+04,4.721700000000000000e+04,8.064494531250000000e+04,2.643640136718750000e+03,2.605080078125000000e+03,2.484199951171875043e+01
1.039945781250000000e+05,7.094300000000000000e+04,9.606850781250000000e+04,4.089519921875000000e+04,3.597000000000000000e+04,7.450953125000000000e+04,4.362780273437500000e+03,6.766000000000000000e+03,2.486300048828125142e+01
8.772414843750000000e+04,6.266400000000000000e+04,9.174470312500000000e+04,3.520428125000000000e+04,3.210100000000000000e+04,7.187153125000000000e+04,4.894260253906250000e+03,8.911400390625000000e+03,2.487699951171875057e+01
1.105671718750000000e+05,8.354800000000000000e+04,8.673015625000000000e+04,7.904116406250000000e+04,6.424100000000000000e+04,8.063450781250000000e+04,5.772320312500000000e+03,1.055632031250000000e+04,2.487999999999999901e+01
8.619368750000000000e+04,5.656500000000000000e+04,9.986369531250000000e+04,3.867432031250000000e+04,3.447300000000000000e+04,7.352305468750000000e+04,5.077439941406250000e+03,7.962120117187500000e+03,2.488300048828125099e+01
1.458302968750000000e+05,8.891300000000000000e+04,1.074886171875000000e+05,6.626260156250000000e+04,5.560500000000000000e+04,7.809703906250000000e+04,7.164660156250000000e+03,1.275136035156250000e+04,2.489000000000000057e+01
8.792356250000000000e+04,5.931600000000000000e+04,9.714340625000000000e+04,7.262875781250000000e+04,6.228400000000000000e+04,7.642089062500000000e+04,2.545600097656250000e+03,3.397280029296875000e+03,2.489300048828124901e+01
1.479914687500000000e+05,9.148800000000000000e+04,1.060113828125000000e+05,7.202356250000000000e+04,5.990000000000000000e+04,7.880027343750000000e+04,3.178560058593750000e+03,1.861500000000000000e+04,2.490699951171875171e+01
1.068932421875000000e+05,6.803400000000000000e+04,1.029684453125000000e+05,4.701044140625000000e+04,3.983800000000000000e+04,7.733511718750000000e+04,8.304160156250000000e+03,1.195712011718750000e+04,2.492899902343750185e+01
9.759661718750000000e+04,6.237300000000000000e+04,1.025458437500000000e+05,8.678635937500000000e+04,7.137300000000000000e+04,7.968882812500000000e+04,5.913359863281250000e+03,1.078887988281250000e+04,2.492899902343750185e+01
1.343571562500000000e+05,7.533400000000000000e+04,1.168825546875000000e+05,9.314639843750000000e+04,5.849000000000000000e+04,1.043672890625000000e+05,1.561932031250000000e+04,2.542451953125000000e+04,2.494199951171875185e+01
9.197804687500000000e+04,6.212400000000000000e+04,9.702970312500000000e+04,4.523767968750000000e+04,3.859300000000000000e+04,7.681953906250000000e+04,3.774540039062500000e+03,6.398120117187500000e+03,2.494500000000000028e+01
9.954833593750000000e+04,6.549700000000000000e+04,9.960761718750000000e+04,5.427012109375000000e+04,4.416400000000000000e+04,8.053271093750000000e+04,7.062320312500000000e+03,9.473080078125000000e+03,2.495199951171874986e+01
1.003796484375000000e+05,5.752600000000000000e+04,1.143566562500000000e+05,7.100764062500000000e+04,5.649000000000000000e+04,8.237841406250000000e+04,6.883439941406250000e+03,1.071883984375000000e+04,2.495699951171874886e+01
