"FSC-A","FSC-H","FSC-W","SSC-A","SSC-H","SSC-W","530_30 Blue B-A","585_15 YG E-A","Time"
179590,152212,77323.8,48571.7,42374,75121.4,22377.2,33815.2,3.596
92018.9,84261,71569.9,30431.1,28935,68924.6,10105,20567.7,3.6
143378,124555,75440.1,58192.6,50196,75976.4,20994.9,37311.7,3.604
142743,125824,74348.1,60340,53298,74195,23994,38265.2,3.605
101247,83784,79195.9,41123.6,34234,78725.1,12251,29460.8,3.605
90652.7,75237,78964,38073.8,34871,71555.2,7589.09,19663.7,3.606
148231,132979,73052.6,60092.8,53417,73726.4,23193.1,41940.1,3.614
120485,111522,70802.9,55670.6,48496,75231.5,19487.1,62610.4,3.616
113067,98680,75090.5,37974.6,35486,70132,19473,50667.9,3.619
81443.5,68936,77426.6,53230.8,44730,77990.9,28286.9,48040.5,3.621
104956,91816,74914.9,54940.6,48766,73834,25617.3,37510.1,3.623
94455.9,81740,75731.2,59547.6,52282,74643.5,13617.8,21411.6,3.624
128232,113205,74235.3,43941.2,39495,72913.9,8198.21,14522,3.631
90372.5,80457,73612.7,44211,39935,72553.2,23830.4,33314,3.632
119445,106608,73427.7,45882.3,41682,72140.1,16524.3,22852.3,3.64
97562.8,86869,73603.6,44119.4,39699,72833.2,33326.3,46786.9,3.645
119247,108797,71830.9,38646.7,35551,71242.7,27122.3,41572.1,3.645
116006,102794,73959.6,46669.1,41299,74057.7,21551.8,43398.2,3.648
123494,107016,75627.2,43754.6,38666,74160.9,24374.7,43746.2,3.652
103664,91274,74432,45817,39413,76184.6,29501.4,43849.7,3.653
150715,129848,76068,57547.7,51098,73808.1,22739.1,37497,3.654
134329,111372,79045,88956.4,73146,79701.5,53420.2,91586.6,3.654
145057,126849,74943.3,55110.8,49079,73590.4,10335.8,20817.4,3.657
155192,139526,72894.6,46748.6,42462,72151.9,25412.9,60433.7,3.658
112693,100769,73290.6,31031.8,28567,71190.4,7203.22,16055.8,3.658
157277,137325,75057.6,56425.9,51439,71889.5,29124.5,43495.6,3.659
112699,103153,71600.9,32785.3,30231,71073.4,6814.06,18269.1,3.662
108912,90764,78640,35579.9,30670,76027.6,12189,29968,3.662
104814,95517,71915,32032.4,29211,71865.9,7345.63,19057.3,3.665
114736,96314,78071.1,43411.6,37297,76280.1,11909.3,28840.5,3.666
91541.4,76128,78804.9,34386.1,29462,76489.4,21974.8,47701.2,3.668
165763,138749,78295.8,74398.6,64511,75580.8,18188.1,53063,3.671
135398,117926,75246,46517.8,42808,71215.4,13381.4,31360.9,3.672
104230,88458,77221.4,53800.9,47253,74617.4,15232.7,36901.9,3.674
141667,130082,71372.4,53224.7,46952,74291.5,19755.5,31163.4,3.675
104439,89926,76112.6,57217.8,46968,79837.9,11100,35284.6,3.675
117656,105920,72797.8,45162.3,41446,71412.4,13778,36177.2,3.678
137167,122257,73528.5,49034.2,43847,73289,19472.1,28500.3,3.681
129464,112597,75353.2,41951.3,35187,78134.5,13435,16459.5,3.682
156678,135572,75738.9,55347.2,48946,74106.9,23252.8,35802.2,3.682
148655,123387,78956.9,67376.9,57412,76910.9,22380.5,49958.9,3.684
173036,149189,76011.5,75277.1,63683,77467.4,36447.1,56136.8,3.684
126767,111368,74597.6,49260.7,44138,73142.2,23708.7,35639.6,3.684
181730,149355,79742.1,70341.1,60340,76398.4,37157.3,73153.1,3.688
159132,138561,75265.6,85784.9,73671,76312.2,33292.4,56128.9,3.689
108374,97844,72588.8,31792.7,29414,70835.8,10183.5,24306.9,3.692
89485.2,79126,74116,43452.9,40124,70973.2,7540.21,22307.7,3.694
113742,98563,75628.7,45615.9,41289,72403.8,15978.1,26538.5,3.697
101252,88700,74810.4,33557.1,29994,73321.2,8461.88,12604.6,3.698
105299,92553,74561.1,63129.5,54507,75903.1,27232.3,52798.6,3.7
116287,102469,74373.3,43136.1,38211,73983.1,14908.4,19433.2,3.704
112209,96642,76092.6,49803.1,45955,71023.7,6512.32,22262.4,3.705
140088,123001,74640.3,49458.6,44619,72644.3,30053.7,60726.9,3.709
136772,118730,75494.9,77227.6,68273,74131.6,28384.2,42720.5,3.71
158885,139004,74909.2,66746.1,58430,74863.5,10214,15038.8,3.71
121591,108352,73543.4,49909.8,43558,75092.7,17679.1,37367.4,3.713
100164,91193,71983.1,69606.5,60879,74931.1,28850.5,58497.9,3.714
148028,131049,74027,71855.5,60479,77863.7,21610.6,26646.4,3.715
127734,115516,72467.8,59225.2,53086,73115,29548,70229,3.717
128547,110641,76142,68445.2,61875,72494.9,12502,32043.8,3.717
103452,91905,73770.1,51234.2,43507,77175.8,17663.5,22177.2,3.72
126153,107585,76846.6,59957.4,48611,80832.9,19265.3,36314.7,3.722
122590,104133,77152.2,74776.5,64551,75917.6,36566.5,57747.1,3.723
100602,88425,74560.6,39438.6,36811,70214.1,15149.5,30680.6,3.725
158646,136853,75972.1,57561.4,49495,76216.6,19246,30590.1,3.728
128770,112392,75086.1,51780.4,44894,75588.7,22869.3,29937.6,3.73
127228,110438,75499.6,70388.1,59420,77633.1,26698.3,37548.3,3.731
122024,112442,71120.7,40418.1,37829,70021.5,10200.4,39031.7,3.731
96497.9,88149,71743.1,33244,31399,69387,20836.5,51071.6,3.732
129932,112096,75963.4,45529.8,40834,73072.5,16435.4,24883.7,3.734
109271,101277,70709,38036.6,35247,70722.9,13084.8,20376.3,3.738
125069,103484,79205.7,52811.1,45694,75743.6,19640.8,42937.1,3.738
122193,113201,70742.1,59369,54771,71037.7,5695.93,16733.6,3.743
166122,145193,74982.8,66005.9,53327,81117.6,20522.1,34740,3.744
144083,126526,74629.7,56102,49747,73908,20821.9,55080.6,3.745
107999,88485,79989.1,82344.9,69511,77636,8939.87,100891,3.745
128528,113460,74239.3,53253.8,47458,73539.6,23814.4,30355.2,3.75
104035,90364,75450.8,53815,47790,73798.3,24890.7,60324.1,3.75
99782.3,88966,73503.7,38996.8,36492,70034.4,13064.6,19912.6,3.75
115192,101855,74117.5,47479.4,42368,73442.5,9593.17,21053.1,3.751
105894,92598,74946.1,33726.7,30472,72535.9,9578.6,18002,3.752
82170.7,73549,73218.4,33148.2,31451,69072.5,13757.8,23714.5,3.756
124953,113532,72128.5,49720.8,44826,72692.3,17485.4,39779.9,3.756
121272,109038,72889.2,39881.4,36595,71421.4,15557.5,19982.2,3.757
95493.7,86375,72454.7,33845.2,31849,69643.5,9579.54,16470.8,3.758
86303.8,72295,78235.1,52535.2,48249,71357.9,22235.2,48262.4,3.759
165348,140977,76865.3,85406,72435,77271.6,47744.5,67338,3.761
124437,109224,74664,44927.3,40426,72833.2,23811.1,33686.4,3.762
140003,118249,77592.7,69020.9,60971,74188.6,26364.7,31760.2,3.765
96819,84196,75361.4,40464.6,36230,73196,16017.6,43266.8,3.769
137639,115593,78035.3,101847,81999,81399.2,50473.8,68580.4,3.771
110556,101644,71282.1,53653.3,46842,75065.6,26622.7,45430.5,3.772
177338,157339,73866.1,65574.4,55620,77265.1,12579.5,34175.3,3.773
141737,128852,72089.5,77171.2,67698,74706.6,31945,90596.6,3.773
117219,100508,76432.1,51147.3,46042,72802.8,22356.5,36804.5,3.778
103891,92520,73590.3,31731.1,29422,70679.4,16055.2,21396.8,3.78
165755,148961,72924.4,57130.4,50275,74472.3,41679.1,77410.9,3.782
122215,107733,74345.7,49786.6,44167,73874.5,18869.1,44704.1,3.783
100658,89180,73970.6,33843.8,31098,71322.4,9540.53,14998.8,3.786
95836.4,82217,76392.2,51586.3,44491,75987.4,10818.9,25351.8,3.786
181027,158335,74928.2,64291.8,53270,79095.7,48342.8,75785.7,3.788
186620,158572,77127.8,59933.5,52766,74438.1,26248.1,46190.9,3.788
115715,104826,72343.9,41814.5,38129,71870.6,20122.6,30866.7,3.791
107985,97014,72947.2,36647.3,32460,73990.1,16236.6,28315,3.793
92266.3,80788,74847.3,48505.9,42406,74963,26532,42515.2,3.795
125680,109348,75324.2,86962.7,73750,77277.1,12541.5,20975.7,3.801
103264,91240,74172.3,47139.1,40734,75841.1,29994,39640.7,3.808
148879,124701,78242.6,74372.8,65263,74683.9,19546.8,29994.1,3.812
129090,110801,76353.4,47119.4,43127,71602.8,19816.1,45828.1,3.813
85771.1,73268,76719.7,37996.7,33270,74846.7,11399.4,21579.5,3.815
86923.4,76052,74904.2,38434.2,34086,73896.2,11057.2,20692.9,3.816
137343,116790,77069,59552.3,54088,72156.8,29020.2,76402.5,3.818
123947,112008,72521.2,60223.4,53790,73374.3,21521.3,31235.6,3.818
99995.7,89544,73185.5,40799.3,37882,70582.9,15415.1,40505.5,3.818
147555,132784,72826.3,51896,46598,72987.2,26234.9,45314.8,3.818
137986,120062,75319.7,50809.4,46033,72336,24378,44153.4,3.821
86764.3,76600,74232.2,30744.6,28522,70642.9,5541.3,10420,3.822
127460,102705,81332.5,63667.6,54519,76533.3,37337.7,64522.7,3.825
156147,138478,73898.2,54364.4,49205,72407.8,17153.6,32732.9,3.826
151053,135074,73288.8,48065,43612,72227.6,9964.47,15364.2,3.828
155621,132749,76827.6,54884.2,48223,74588.8,23789.1,48505.1,3.83
134172,113812,77260,73083.1,60854,78706,22209.8,45944.7,3.831
112758,97088,76113.8,56939.1,51058,73084.7,14180.8,35088,3.832
102094,90217,74163.6,28593.4,26443,70865.5,12216.7,20131.8,3.837
131028,121897,70445.3,82370.8,71055,75972.9,31878.2,52397.5,3.839
118071,103857,74505.3,48541.6,43175,73682,21698,29917.6,3.839
120944,105162,75371,49957.2,44367,73793.5,16992.8,24365.2,3.84
93018.4,79885,76310.4,56457.3,48475,76327.8,21236.5,41986.2,3.841
119443,106490,73507.6,52194.4,45429,75295.8,23707.3,43734,3.843
103164,88753,76177.4,47893.9,43347,72410.5,20754.7,26796,3.846
137563,120012,75120,68665.1,59950,75063.2,23135.3,63305.6,3.847
105068,96161,71606.4,37611.3,34215,72041.3,19343.8,29994.1,3.847
151092,137425,72053.4,60442,53043,74677.7,39381.3,67841.7,3.848
140156,119490,76870.6,85227.5,69688,80149.6,35501,58917.3,3.849
117703,102118,75537.9,50423.5,45596,72474.6,17509.4,50262.5,3.849
122917,107629,74845,65397.7,54539,78584.2,28766.8,48425.1,3.851
134316,121958,72176.7,40300.6,37416,70588.6,9606.8,25314.4,3.852
104148,95107,71766,58030.4,52285,72737.5,15292.9,24805.4,3.856
95758.7,85281,73587.8,43196.3,39251,72123.3,23140.4,37685.8,3.856
120484,107548,73418.8,47592.2,43710,71356.7,15485.6,32332.7,3.856
143950,129786,72688.2,45837.2,41893,71706.2,4880.95,10064.2,3.857
124461,113644,71774.1,45444.8,41002,72637.2,22084.8,34573.8,3.857
106212,96101,72431,73597.8,60963,79118.5,17304,48319.8,3.859
119448,106292,73647.4,43723.6,39926,71769.6,11482.6,19832.5,3.862
125367,107336,76545.2,52209,46590,73440,16254,31750.7,3.863
115344,102343,73861,36576.3,33151,72307.5,22634.7,39054.3,3.864
109043,97738,73116,56794.8,48961,76021.8,26546.5,51898.1,3.865
97117.5,85473,74464.4,40755.1,37107,71979.1,34036.9,45866.4,3.867
115511,104033,72766.4,40008.8,36739,71368.7,12401,28084.5,3.875
139362,113009,80818.4,74593.7,61491,79500.6,19519.6,31158.2,3.876
130295,119072,71712.8,60911.5,53878,74091.4,22973.1,43052.8,3.877
158627,137749,75468.9,55621.2,48695,74857.6,19405.8,47379.3,3.877
125518,113609,72406,42010,38751,71047.7,14513.1,27236.2,3.878
83660.7,73147,74955.7,43942.6,39844,72277.5,25466,39154.4,3.879
88739.5,73104,79552.9,31354.6,29170,70444.2,6274.03,9647.43,3.879
131824,119142,72511.7,44478.4,39164,74429.1,21891.7,36398.2,3.883
120130,101634,77462.6,86028.8,73628,76573.9,14752.4,33115.7,3.888
115193,103081,73236.6,57874.9,52991,71576.1,20864.2,37548.3,3.889
116114,101899,74678.1,33980.5,31412,70894.8,9493.53,17288.6,3.891
153644,128267,78502.1,68734.7,59044,76292.2,29010.3,51457.9,3.892
140895,124148,74376.4,59237.4,53202,72970.6,27060.7,44874.6,3.892
118181,103043,75164.1,46112.6,41437,72930.9,17608.6,48113.6,3.893
85560,73477,76313.1,61404.1,53671,74978.6,27053.7,38042.5,3.895
92150,82124,73536.8,44752.9,41902,69994.9,9160.3,19019.1,3.896
98853.1,89556,72339.5,47178.1,41634,74263,10826,26972.6,3.898
138996,123396,73821.2,67242.9,60518,72818.5,24056,32287.4,3.898
136739,119576,74942.4,52571.9,46122,74700.8,24442.3,49549.1,3.9
97550.4,89001,71831.3,59369,51275,75881.1,20844,44369.1,3.9
108651,97267,73206,30998.4,29053,69924.3,13461.3,21281.1,3.9
138690,124073,73256.8,59444.2,49947,77997.4,32244.8,55141.5,3.903
135904,117320,75917.3,62007.6,54574,74462.7,27898.7,71088.6,3.905
136540,124781,71712.1,49442.1,43675,74189.8,18107.7,35027.1,3.907
84717.7,71023,78172.7,55419.6,49088,73989.1,14817.7,32986.9,3.91
112467,102032,72238.6,37666.7,34678,71184.3,18221.9,26519.3,3.912
100094,88214,74361.7,48676.5,42236,75529.5,13097.5,61859.6,3.913
110078,100265,71949.7,48502.6,42431,74913.8,18634.6,23836.3,3.914
155714,132268,77152.8,68488.4,58650,76529.5,19401.1,37804.1,3.915
174656,157156,72833.5,52775.8,47526,72775.3,16323.1,36591.3,3.918
170854,145113,77161.2,48217.3,45131,70017.7,11081.7,37872,3.919
137168,117259,76663,71271.3,63428,73639.9,26106.6,54342.8,3.92
174900,142438,80471.8,60192.9,54044,72992.4,19789.3,28742.2,3.92
107020,93984,74626.1,45729.6,39206,76440.7,14657.9,28870.1,3.924
115153,103910,72626.8,37568,34584,71190.7,18255.7,29698.3,3.927
134361,115571,76191.3,42007.7,37693,73037.8,13063.7,29118,3.927
104410,91837,74508.1,42370.5,38043,72990.9,19654,26267,3.927
147273,130077,74199.6,45274.2,41371,71719,12659.5,31839.4,3.932
114022,99631,75001.9,52933.8,47424,73150,20849.2,48753.1,3.935
75449.7,72796,67925,40574.6,37114,71646.8,9578.6,25440.5,3.935
110309,98865,73122.3,39988.5,35367,74099.8,14946.5,21423.8,3.937
113739,93556,79674,77663.3,64918,78402.6,30765.7,58278.7,3.938
140697,126488,72898.2,50798.1,45914,72507.3,20874.1,43031.1,3.938
154428,132496,76384.1,48220.1,42946,73584.4,18876.6,44555.3,3.938
93766.4,88333,69567.1,39774.7,37355,69781.1,17609.5,27736.5,3.939
142049,119167,78119.9,91260.8,74448,80336.2,70905.6,132000,3.945
93986.3,85383,72139.5,40731.6,37817,70587,16425.1,35631.7,3.945
136115,121588,73366,60931.3,50950,78374.7,37673.8,51314.3,3.946
134805,111348,79342,35977.6,32290,73020.3,23930.1,32007.3,3.947
123830,105636,76823.6,64656.5,53286,79520.5,14116,27084,3.949
115342,100721,75049.6,77722,66371,76744.2,33169.8,49145.4,3.95
158776,142095,73229.6,71124.2,63024,73959,20867.1,34399.8,3.953
130202,117652,72526.5,41375,38402,70609.7,17359.4,29674.8,3.953
113605,101967,73016.1,47276.8,42336,73184.4,10175.5,23929.3,3.954
114914,103239,72947.6,33982.4,31485,70734.4,8068.02,18454.4,3.956
111780,100260,73065.9,50038.1,45042,72805.3,18629.9,30169,3.958
167837,149637,73507,53469.6,48419,72372,8866.55,20782.6,3.96
117874,106053,72840.6,54383.2,49299,72294.8,23872.2,42746.6,3.962
113127,97574,75982.2,47345,39432,78687.4,17735.9,46096.9,3.963
96677.7,84728,74779,30776.1,28622,70468.2,15000,27557.2,3.965
138242,119139,76044.2,70420.1,60285,76553.9,17674.3,65420.5,3.965
108101,94621,74872.7,49590.6,45579,71304.2,22288.8,37495.3,3.966
127256,111953,74494.1,57368.2,50147,74973.2,29574.3,31433.1,3.968
118012,104648,73905,54513.4,46446,76919.2,38430.5,48936.6,3.976
143943,122250,77165.1,98194.3,77361,83184.8,28015.3,44240.4,3.98
142548,120320,77642.9,54942.1,47746,75413.3,18785,33381,3.982
168118,145145,75908.6,71953.2,63119,74708.5,31997.1,60028.3,3.984
159148,126285,82590.4,81232.9,70207,75828.4,22662,42222.8,3.989
124395,111094,73382.2,45326.3,42108,70544.9,15787.8,32676.3,3.989
116646,101916,75007.9,46449.6,41726,72955.1,21759.1,39972.1,3.991
132977,114362,76203.6,57053.3,50293,74345.2,14237.2,36874.1,3.997
131980,114565,75498.4,42662.8,38195,73202,12660.9,33994.4,4
121302,103668,76684,49357.5,44566,72582.1,17698.8,38886.4,4.001
73229.2,62263,77078.7,41326.2,33913,79861.7,15926.4,20035.2,4.004
84379.2,74184,74542.7,54788.8,49434,72635.1,24518.5,37862.4,4.005
105658,96001,72128.4,35119.3,32167,71551,15041.9,22834.9,4.006
116960,102132,75050.9,36960.8,32950,73513.3,17448.8,35555.2,4.007
107065,94291,74414.8,34867.4,31533,72466,10598.5,18451.8,4.009
116432,104745,72847.9,62057.9,51707,78655.2,32651.4,67117,4.012
128869,106514,79290.9,80838.1,68472,77371.9,19381.9,38896.8,4.013
165459,149936,72321.1,55689.4,49602,73578.8,25916.3,42903.2,4.015
119771,107252,73185.5,39970.2,34854,75156,29825.3,59039.9,4.015
128100,114976,73016.6,35770.3,32438,72268.4,14481.2,21294.1,4.019
135544,120712,73588.3,50754.4,45722,72749.2,27791.1,48661.7,4.019
102273,89994,74478,50264.6,46193,71312.6,22166.6,38147.8,4.019
152703,130769,76528.4,67213.8,58387,75443.5,23849.2,39664.2,4.02
156242,135832,75383.5,66970.8,59898,73274.5,49749.5,65032.5,4.021
116424,104913,72726.4,41805.6,37811,72459.6,18402.8,28763.1,4.022
98121.2,87785,73252.5,40225.4,35595,74061.3,19179.3,39946.1,4.027
98255.1,86714,74258.4,42480.5,38907,71555.3,21922.2,48487.7,4.028
91607.6,78719,76266.2,28342.9,26457,70207.5,7380.41,13740.8,4.03
106266,96242,72362.1,34911.6,33016,69298.7,9597.87,32191.7,4.034
140340,122853,74864.5,53441.4,47735,73370.3,22670.4,44222.1,4.034
146275,130332,73552.7,96366.9,84026,75161.3,59424,83668.8,4.036
75331.4,63393,77878,42887,38535,72937.4,15317.8,25176.1,4.037
141287,124756,74219.8,54377.6,48070,74135.4,16905.4,28024.4,4.039
142217,123841,75260.4,57398.3,51047,73690,21812.7,26704.7,4.04
120744,108246,73102.8,57602.3,50680,74487.4,18094.1,41655.6,4.042
99563.8,86008,75865.2,71495,59386,78899,30479,38382.7,4.044
93505.6,81005,75649.4,45513.4,40507,73635.8,18881.3,29828.8,4.045
124755,111924,73048.9,52815.3,47814,72391,32554.6,38835.1,4.045
178915,151669,77308.8,67990.2,59331,75100.8,38544.7,63597.9,4.045
127311,111740,74668.2,58181.8,48698,78298.9,14541.8,29633.9,4.048
139478,117108,78054.9,61088.7,53894,74284.9,25376.2,40061.8,4.051
127066,104341,79809.6,84086.3,66759,82545.9,44858.7,57269.5,4.06
98045.3,82212,78157.7,63482.9,54098,76905.2,40569,62967.1,4.062
99133.2,86254,75321.7,47901,43781,71703.2,27312.6,39605,4.062
92734.2,84544,71884.8,53798.6,47446,74310.6,5953.96,11516.2,4.064
162273,133368,79739.8,71686.8,59642,78771.1,24505.3,29540.8,4.064
123342,106461,75927.5,65748.3,55759,77276.9,37609.9,56975.4,4.07
106947,95451,73429.2,57158.1,47908,78189.7,27307,57514,4.07
89771.3,79580,73928.8,42081.9,37966,72640.8,16654,37127.2,4.071
126642,114441,72522.9,40781,37215,71815.7,13026,20221.4,4.08
110078,99491,72509.8,33189.5,31309,69472.3,10112,23325.6,4.083
180841,154674,76623.1,63985.3,52060,80548.3,23338.3,39040.4,4.085
154669,126808,79934.9,65965.9,54718,79007.7,24371.8,48322.4,4.086
149558,128000,76573.9,60927.5,54626,73096.1,14179,19412.3,4.086
137527,121819,73986.6,51126.1,46089,72698.5,33849.9,41098.8,4.09
154406,141396,71566,66288.3,57682,75314.2,29751.5,55966.2,4.093
126960,111921,74342.2,64636.3,56131,75466.4,7484.28,16081.1,4.095
144941,121997,77861.3,61139,53055,75521.8,23365.6,40587.2,4.101
131448,118446,72729.9,50753.9,46661,71284.5,19541.2,41304.1,4.102
176609,149321,77512.6,72012.5,61179,77141,36393,103969,4.103
102577,91277,73649.5,41035.2,37135,72419.1,14545.1,34057,4.103
83708.5,73428,74711.6,52471.3,45730,75197,13175.5,34789.6,4.106
130056,111436,76486.7,57412.9,48266,77955.7,35493.9,54353.2,4.108
166434,143806,75848.4,60357.9,52184,75801.3,19684.5,38352.2,4.109
124585,105756,77204.5,59915.1,48078,81671.4,28429.4,55077.1,4.11
152806,132302,75692.7,60813.8,52117,76472,32325.7,41615.6,4.11
97930.8,86801,73939.1,38018.3,33815,73682.3,19637.1,31410.5,4.113
112126,95637,76835.5,53315.4,45447,76882.5,20565.8,27363.2,4.113
120217,106193,74191,40323.2,36083,73237.2,15313.5,24853.3,4.115
146342,131073,73170.3,54624.8,46967,76221.4,20542.3,32924.3,4.115
116029,103223,73666.2,35687.6,33325,70182.2,15448.9,23096.8,4.116
119041,105472,73967.3,43597.7,40342,70824.9,9702.68,26869.9,4.117
141205,130373,70981,50533.5,45555,72698.1,17492,47709.1,4.118
119108,105277,74145.8,43531.4,39483,72255.8,22144.1,39621.5,4.119
117524,99257,77597.1,51926.1,43679,77909.9,28434.5,47549,4.119
120717,107692,73462.6,48068.8,43662,72150.5,9987.5,24598.4,4.12
155570,128877,79109.9,65633.6,58175,73938.4,10402.5,19707.2,4.123
127062,105048,79269.9,68900.1,59470,75928,14066.2,21356.8,4.126
131817,118014,73201.2,46471.2,41381,73597.5,26765.6,45953.4,4.127
79113.6,71385,72631.3,34855.7,32923,69383.1,9264.17,21812.6,4.128
111126,100957,72137.4,40679.4,37183,71698.6,8543.66,24685.4,4.131
98170.9,86953,73990.9,42777.5,38831,72196.6,11185.5,18544.9,4.131
109693,93045,77262.3,52095.7,45507,75024.6,14686.6,23907.6,4.132
149019,135605,72018.7,42066.4,38979,70726.9,16621.1,29932.3,4.133
91046.4,78716,75801.9,64524.4,55834,75736.5,8142.75,22834.9,4.14
80377.6,69846,75417.8,39031.6,34924,73244.1,8009.74,25129.9,4.14
126247,113007,73214,43544.6,39552,72151.5,19462.7,29957.6,4.141
97724.2,79245,80818.4,55683.2,46111,79140.7,17892.9,43101.5,4.142
135631,119548,74352.4,41889.7,37806,72615,11188.3,32557.1,4.142
84691.5,73701,75308.9,31612.2,29572,70057.4,11758.9,24602.7,4.147
155662,133993,76134.4,53729,48047,73286.2,14488.2,41968.8,4.15
120102,104570,75270.1,41926.8,38915,70608.1,22005.9,28658.7,4.151
102033,91327,73218.6,39688.7,36160,71931.3,9577.19,26956.9,4.151
128399,113724,73992.7,47443.2,42938,72412.3,23329.9,41688.7,4.153
124907,107269,76312,60758.3,52131,76381.7,15261.4,29394.7,4.154
92153.2,82625,73093.5,29898.6,28643,68408.8,35860.1,-230.55,4.154
90248.3,81710,72384.2,49206.6,44081,73156.4,14399.9,46171.8,4.154
88658.6,74960,77512.4,59989.4,48550,80977.6,32284.3,44867.6,4.159
143149,126782,73996.3,41973.4,37681,73001.4,17232.1,26872.6,4.162
140856,125076,73804.3,51813.3,46994,72256.8,27219.6,35128,4.168
118449,107496,72213.4,39377.1,35822,72040,12119.9,17605.3,4.169
172236,143992,78391.1,60521,54910,72232.8,16012.4,41434.6,4.173
116274,106960,71243,43920.6,38486,74790.3,23095.8,48820.1,4.173
127863,113601,73763.4,79312,67715,76759.9,37975.5,62258.9,4.174
110974,99134,73363.3,28225.8,26613,69507.7,11304.4,19287.9,4.175
178268,159808,73106.5,63656.8,56466,73881.9,17159.2,42205.4,4.176
99333.8,90581,71868.7,50370.8,43187,76437.4,16642.7,29302.5,4.176
122522,109934,73040.4,56435.7,51013,72502.5,7168.91,14787.4,4.177
114563,103276,72698.1,40769.7,37166,71890.5,12712.6,33284.5,4.18
97021.4,81673,77851.8,60713.2,51855,76731.3,26218.5,47059.2,4.181
98874.2,89292,72568.9,40783.3,35674,74922.2,15362.4,24307.8,4.181
128843,112353,75154.6,49127.2,44147,72929.1,17069.5,30029.8,4.185
135355,123589,71775.2,42894.6,39319,71495.6,18811.3,41906.2,4.188
93304.1,83025,73649.8,40978.8,35392,75881.2,10831.2,29049.3,4.192
109932,100420,71743.5,44548.5,39794,73366.1,20579.9,27024.8,4.193
142100,123916,75153.3,103766,85342,79683.9,6104.36,10541.8,4.194
139257,116542,78309.6,66615.9,56241,77625.6,25338.2,35345.5,4.196
100645,90849,72602.8,37256,35267,69232.1,16079.2,25531,4.197
146073,128365,74577,66467.4,59039,73781.9,20169.1,38813.3,4.2
77831.5,65048,78415.4,40411.5,37278,71044.9,4837.24,7586.4,4.201
149241,132444,73847.3,61668.7,53630,75359.3,25052.9,31847.2,4.202
112432,102244,72066.5,58183.2,50978,74798.8,35052.1,36862.8,4.205
125359,103554,79335.8,71665.6,60446,77700.4,49091.5,87770,4.206
118447,95650,81155.9,53549.4,44856,78237.4,15831,37457.9,4.209
101197,85797,77299.5,63865.9,54067,77413.6,29935.7,49459.5,4.219
144470,133840,70741.3,74213,62102,78316.7,34567.6,43725.3,4.22
139380,122385,74636.9,80871.5,68163,77754.7,33700.9,60220.5,4.221
116070,102213,74420.7,44642.5,39511,74047.5,22327.8,25796.4,4.221
99884.4,87857,74507.7,36209.3,33603,70619,13523.8,18846.8,4.224
106533,93675,74531.4,45502.1,41226,72333.6,12514.7,16737.1,4.228
147153,122388,78797.1,50298.9,42578,77420,19033.6,27293.6,4.232
159867,139688,75003,70425.7,61162,75462.2,15358.7,35756.1,4.236
159922,142790,73398.9,49552.6,44556,72885.3,8112.67,22137.2,4.237
139175,115492,78975.1,52703.9,42662,80962.1,27472.9,32302.2,4.238
114387,101773,73658.9,35119.8,30971,74315.1,11140.9,17316.5,4.239
143106,120786,77646.4,51248.8,43068,77984.6,21040.5,37691,4.24
115729,105701,71753.3,52574.2,47511,72520.1,19274.2,45567.1,4.24
128070,114104,73557.1,46228.3,41438,73112,19758.8,36539.1,4.243
121187,109298,72664.8,36736.1,33971,70870.4,13031.2,22727.9,4.244
110584,99020,73189.9,35327.6,32826,70530.3,10460.8,28783.9,4.246
155589,136133,74902.4,55393.7,50275,72208.5,28294,40867.4,4.248
108723,98841,72088.1,59317.8,53839,72205.1,23140.4,43802.8,4.248
144239,127628,74065.8,47497.7,43626,71352.2,26442.7,37024.6,4.251
145884,131177,72883.6,46644.2,43183,70788.9,9511.39,37279.5,4.253
98628.6,88122,73349.7,39691.5,36209,71839.1,29191.7,48012.7,4.253
140505,120661,76313.9,60806.2,52711,75600.9,31499.4,67960.9,4.259
130844,120340,71256.3,39244.1,36374,70707.1,18018.9,43610.5,4.266
112271,95081,77384.7,40814.8,35695,74936,21340.8,33706.4,4.266
137415,121357,74207.9,56813.6,48047,77493.6,26344,45531.4,4.266
105480,93762,73726.6,39644,36332,71510.3,12011.3,29336.4,4.268
134851,118160,74793.6,52843.5,47138,73468.4,25956.7,32787.7,4.269
137414,122333,73615.1,45844.7,42187,71218.2,15050.8,34042.2,4.272
102418,93276,71959.2,26505.7,24670,70412.4,11530.5,20885.2,4.273
104010,92569,73636,44119.4,40235,71863,13562.8,30876.3,4.273
84936.7,76736,72539.8,59267,53110,73133.5,8044.52,12642,4.277
149018,130876,74620.5,55810.1,50046,73084.2,25363.1,50857.6,4.279
100644,86060,76642.2,65325.3,55422,77246.6,30097.4,50747.1,4.28
170773,141969,78832.6,67360.9,58867,74992.1,25730.2,44423.1,4.28
96392.1,83869,75321.7,35252.4,31707,72864,22941.2,27836.5,4.28
103261,85836,78840.2,52993,45226,76790.9,13681.2,41928.8,4.283
92305,81161,74534.6,35800.8,33391,70265.8,15987,25531,4.283
109242,93228,76793.1,53712.1,47454,74178.7,31735.3,43448.7,4.285
