"FSC-A","FSC-H","FSC-W","SSC-A","SSC-H","SSC-W","530_30 Blue B-A","585_15 YG E-A","Time"
117646,103508,74487.7,40123,36610,71824.6,16635.2,217.5,2.882
96373.7,87153,72469.6,30376.6,28679,69415.2,11434.6,289.71,2.882
118506,106589,72862.9,35869.9,33387,70409.8,12805.6,381.93,2.884
124312,111097,73331.4,44030.5,40159,71854,30176.3,821.28,2.884
106904,95917,73043.3,42881.9,38959,72135,12741.2,206.19,2.889
120149,105935,74329.6,42367.2,38576,71976.8,11266.8,297.54,2.89
92891,85827,70930,41339.3,36674,73872.9,15489.8,117.45,2.893
92635.3,83324,72859.5,43479.7,36746,77545.5,21596,396.72,2.894
106640,90130,77540.8,75615.5,64152,77246.8,45560.9,539.4,2.897
140949,126224,73181.1,75765.9,66978,74134.7,7400.62,126.15,2.898
106332,91856,75864,66883.8,55234,79358.7,38715.3,965.7,2.898
179687,151548,77704.6,68418.4,59898,74858.4,25837.8,175.74,2.898
86435.8,76834,73726,46673.4,42106,72644.9,28704.3,559.41,2.899
119569,107440,72934.5,38628.8,35602,71107.8,23553.6,150.51,2.899
133913,117504,74687.8,50472.8,45110,73327.1,17676.7,574.2,2.905
87612.5,81527,70427.9,63096.1,54269,76195.7,32927.3,205.32,2.905
99333.3,84838,76733.4,57118.6,50824,73652.7,27348.4,335.82,2.908
99743.2,90924,71892.7,42532.6,38094,73172.1,25380.9,116.58,2.909
168630,151601,72897.7,69882.4,60419,75800.9,37855.2,535.05,2.909
91243.3,82201,72745.1,58899.5,52783,73130.3,33313.1,257.52,2.915
105334,97248,70985.5,29845.5,26790,73010.6,21468.2,506.34,2.916
99455.7,86455,75391,53087.4,46667,74552.4,25665.3,194.88,2.917
112780,102953,71791.2,35373.6,32735,70818.5,16452.8,286.23,2.919
154974,135523,74942.1,61843.5,53849,75265.6,57281.2,302.76,2.921
99558.3,84104,77578.4,58449.7,48282,79337.2,28097.5,208.8,2.921
117114,105728,72593.5,64320.4,57762,72977.1,19056.6,109.62,2.921
97816.7,89525,71605.9,57238.9,51795,72424.2,24441.4,265.35,2.921
79402.9,66391,78380.3,32914.6,29321,73568.1,18618.6,115.71,2.922
89177.9,79740,73292.7,25379.5,23578,70543.4,6651.91,247.08,2.923
120600,107371,73610.3,35114.6,32660,70461.5,8996.74,172.26,2.923
120214,102797,76639.6,64254.2,53212,79135.6,35604.9,435,2.925
124460,106932,76278.7,62489.8,52626,77819.5,38764.7,78.3,2.926
130606,121873,70231.8,55441.2,49399,73552,19704.3,622.05,2.927
76008.1,70816,70341,41112.3,36022,74797,16652.6,119.19,2.929
120054,101164,77773.3,74978.6,64046,76723,10637,179.22,2.931
115667,103829,73007.8,68621.9,60119,74805,45240.8,214.89,2.931
111082,101304,71861.7,53004.7,47130,73705,39259.1,495.9,2.936
80750.7,74153,71367,45127.1,41051,72043.2,30977.7,341.91,2.937
105198,93594,73661.5,47224.7,42769,72363.5,32644.3,892.62,2.94
112794,100538,73525.3,48901.6,44479,72052.4,34383.8,307.11,2.941
99564.7,87393,74663.6,61769.3,55703,72673.1,28548.7,450.66,2.942
97278.5,87041,73244.2,38606.3,35715,70841.4,27727.7,136.59,2.943
99151.2,90036,72170.8,39916.6,36550,71572.5,14915.9,148.77,2.943
152185,135100,73823.8,58968.6,52190,74048,58309.1,693.39,2.943
122108,107512,74433.2,48854.1,42890,74649.2,27047.1,247.95,2.945
147723,132013,73334.8,58680.9,52143,73753.2,26771.7,232.29,2.95
143698,123232,76420.3,66834.5,57862,75698.5,33207.4,798.66,2.95
162426,145638,73090.3,60111.6,49032,80344.9,29897.6,1099.68,2.951
85047.6,70308,79275.1,61427.1,50066,80407.6,19854.7,187.92,2.952
100733,89561,73711.1,54388.9,47807,74558.7,34377.7,327.99,2.956
129722,116045,73260.2,37610.8,33307,74004.3,7362.55,53.94,2.957
114356,101809,73612.4,32043.2,29587,70976.5,8282.81,120.93,2.958
84586.6,75804,73129,53920.8,49438,71478.4,18592.3,388.89,2.958
121226,107891,73636.1,45081,41385,71388.9,9622.78,166.17,2.959
125497,110825,74212.1,55804.5,51375,71186.5,19230.1,187.05,2.96
86752.3,78257,72650.4,49762.7,41927,77783.9,42356.9,931.77,2.962
152180,131823,75656.3,60338.1,51174,77272,27147.7,562.89,2.966
97267.9,87137,73155.5,48365.8,41488,76400.5,28476.8,191.4,2.967
130362,113327,75387.3,44897.7,40096,73384.3,17180.8,196.62,2.969
127236,110152,75700.3,58694.5,49546,77637,27385.5,713.4,2.97
161582,142220,74458.1,69558.6,57034,79927.6,33183.9,642.06,2.974
148853,129088,75570.5,51560.9,45830,73731,24627.5,232.29,2.974
129394,110172,76970.2,59258.5,50446,76984.7,18683.4,93.96,2.976
96267,83449,75602.5,39631.8,35467,73231.8,19982.1,80.04,2.978
132432,110633,78449.2,55286.1,48235,75116.2,32143.8,267.09,2.984
113371,90989,81657,69322.2,56559,80324.9,40872.6,552.45,2.985
143787,127716,73782.5,51244.1,46310,72518.5,20726.1,132.24,2.987
113569,102596,72545.3,44521.2,40690,71706.6,37173.7,497.64,2.987
73783.5,64000,75554.3,48528,44006,72270.4,47248.2,1164.93,2.988
91083.2,82949,71962.6,53197.4,45347,76881.5,26393.3,690.78,2.988
95479.9,84900,73702.8,65410.8,54102,79234.9,5442.6,104.4,2.99
154350,135665,74562.3,69904.5,63207,72480.3,17861.4,365.4,2.991
108274,98984,71686.7,49633.9,45326,71764.7,17419.1,267.09,2.992
158172,137394,75446.9,53259.5,46504,75056.2,31899.4,208.8,2.993
114287,100728,74358.1,48504.9,43450,73160.4,15640.7,71.34,2.995
100531,87208,75548.2,53926.4,45498,77676.4,19181.2,729.93,2.996
111304,98534,74029.4,52862.3,47428,73045.1,26173.8,232.29,3.003
155385,140316,72574.2,67312.5,60078,73427.7,42629.5,147.03,3.003
85151.5,72452,77023.3,42686.3,39046,71646.1,11945.5,109.62,3.005
80257.1,69808,75345.7,43870.7,39958,71953.4,32842.2,222.72,3.005
109437,89036,80552.6,67555.5,59470,74446.2,58713.3,66.12,3.007
118786,110748,70292.4,54783.2,46026,78005.3,61282.4,354.96,3.009
136983,120160,74711.6,73716.2,66082,73107.1,23688.5,250.56,3.01
112811,99106,74598.6,45645.9,41480,72117.9,29015.4,756.9,3.011
127943,113433,73918.9,67232.1,55675,79140,49131.9,371.49,3.012
128564,106343,79230.4,80011.9,68585,76454.9,52737.3,80.91,3.015
109953,99457,72452.1,53365.2,45463,76927.2,28107.4,127.02,3.015
138640,129441,70193.6,70493.4,62211,74261.1,30508.6,749.07,3.016
137718,126748,71208.1,51775.7,47310,71722.1,30206.9,274.92,3.017
96449.6,83161,76008.2,72727.3,64431,73974.6,13256.3,727.32,3.017
85378.8,75537,74074.7,49664.4,44147,73726.6,37317.5,322.77,3.02
118226,100257,77282,56565.4,49271,75238.4,30793.9,261,3.02
137022,119744,74992.3,41102.4,38098,70704.2,17728.4,384.54,3.022
153496,129028,77963.8,72991.9,65782,72719,20418.2,99.18,3.023
117399,105009,73268.8,44691.4,39635,73896.6,21111,511.56,3.024
134686,121173,72844.3,46435.5,42531,71552.5,8358.48,170.52,3.032
119641,108767,72087.9,41142.4,35776,75366.4,27535.4,391.5,3.032
123065,110408,73049.1,68759.6,61950,72739.8,27866.8,233.16,3.033
127389,113453,73586,53576.2,48139,72938.2,21995.1,515.04,3.035
126835,112430,73932.7,62365.2,55889,73130.1,30976.8,461.97,3.036
101131,90331,73371.5,38684.8,35124,72179.8,30300.4,268.83,3.038
133475,117185,74646.5,50152.3,45367,72448.7,26817.3,110.49,3.038
127610,108157,77323.2,70619.9,58859,78631,66469.8,394.11,3.039
91604.9,80181,74873.3,45371.4,40679,73095.8,21918.9,66.99,3.039
99675.1,88993,73402.5,44917.9,40563,72572,14236.3,101.79,3.041
132347,119132,72805.8,56186.6,50158,73412.9,27448.9,114.84,3.041
137302,119259,75451.2,46519.2,41252,73903.9,17801.2,210.54,3.043
111021,101933,71379,28353.2,26747,69471.6,11566.2,153.99,3.05
95059,83181,74894.3,41596.9,37419,72853.2,13445.8,118.32,3.051
93079.2,83103,73403.3,54985.8,51088,70536.1,14162,155.73,3.053
97853,87390,73382.5,29304,25861,74261.2,12822.1,322.77,3.057
110128,94816,76119.3,51046.7,43638,76662.5,37193.4,158.34,3.057
78465,68370,75212.5,50235.9,40588,81114.2,7891.3,989.19,3.061
124917,106256,77045.7,66255.9,57702,75251.2,29368.4,249.69,3.062
105356,86164,80133.1,59252.9,50374,77087.3,23580.8,194.01,3.062
120799,108653,72861.9,82429.1,72815,74189,20477.9,164.43,3.063
101943,92928,71893.6,38506.2,34658,72812.6,15431,139.2,3.063
126230,109869,75295.2,85859.1,73675,76374.1,2583.12,60.03,3.064
120568,107229,73688.7,59127.4,46815,82772.1,30007.2,281.01,3.069
139718,127408,71867.8,40617.4,36658,72614.5,19523.8,165.3,3.078
105630,98549,70244.8,28628.2,27399,68476.1,13184.4,160.08,3.078
134755,122124,72314.3,50819.2,46030,72354.7,34066.5,290.58,3.078
89446.5,79896,73370,54673.2,50282,71259.4,24614.4,202.71,3.079
178304,143173,81616.8,67742.5,54659,81223.1,43728.8,338.43,3.08
115615,105693,71688.2,49625.4,40975,79371.6,32412.1,202.71,3.084
100958,87688,75453.7,50136.8,45102,72851.8,5407.82,136.59,3.086
135587,117277,75768,50106.7,41771,78614.2,36632.3,359.31,3.087
103781,95572,71164.8,73872.2,60674,79791.9,29113.7,313.2,3.089
99711.4,89731,72825.3,32297.5,29897,70798,20101.4,166.17,3.089
116368,91465,83379.1,84825.6,67503,82353.8,37840.2,244.47,3.09
108692,99981,71246.2,36865.4,33503,72113.2,34317.1,508.95,3.09
119533,110409,70952,37679.9,34443,71695,11191.2,163.56,3.092
168862,146365,75609.3,65140.6,57403,74369.9,24996.5,226.2,3.093
122660,104412,76989.6,68701.8,57641,78111.8,33891.7,214.89,3.093
123467,112276,72068.1,55056.7,46246,78021.9,46927.1,1263.24,3.094
123084,104968,76846.9,91463.9,79050,75827.7,12416,519.39,3.097
127838,115113,72780.4,72195.3,62235,76024.6,41153.7,295.8,3.097
122065,108259,73893.7,32971.9,30109,71767.5,10743.7,217.5,3.099
122331,110307,72679.5,54209.8,49503,71767.2,30953.7,395.85,3.102
113804,102191,72983.2,46379.1,43184,70384.9,31613.1,19.14,3.106
101217,88752,74740.7,60799.2,50770,78482.1,26469.5,92.22,3.108
109106,97516,73325.4,36017,32970,71592.7,19822.2,380.19,3.111
113871,101428,73575.9,43042.6,39590,71251.3,21998.3,117.45,3.111
88660.9,76085,76368.2,57661.9,48423,78040.1,32177.1,247.95,3.114
137033,118272,75931.8,53615.2,47414,74107.4,5469.86,253.17,3.115
121399,107517,73997.4,55879.2,46719,78385.7,52776.3,1494.66,3.116
97576.1,90456,70694.6,29273,27630,69433.1,13554.8,187.05,3.116
142818,132656,70556.6,46110.8,41558,72715.6,47243,1045.74,3.116
104899,95060,72319.1,26116,24630,69490,7799.18,220.98,3.117
113552,95388,78015.8,64429,52446,80509.9,25127.1,284.49,3.118
137026,128017,70148.1,78486.7,67815,75849.1,40280.9,187.92,3.12
166915,146131,74857,51390.7,45481,74051.7,31639,647.28,3.12
95112.4,84785,73518.7,36039.6,33443,70624.4,9429.61,103.53,3.122
158221,138203,75028.6,66653,58564,74588,44049.8,344.52,3.122
101076,90917,72859.1,39441,35543,72723.3,6893.49,69.6,3.124
127305,115269,72379,76509,68275,73439.6,5572.32,108.75,3.126
166019,137648,79043.6,69908.7,59894,76494.1,64657,254.91,3.129
105368,95349,72422.1,45913.4,42275,71176.3,18076.2,267.96,3.13
146123,121636,78729.4,96548.3,82646,76560.2,64385.8,908.28,3.131
127941,109613,76494.1,67629.7,56651,78236.6,46389,177.48,3.133
116337,106845,71358.3,40968.5,36875,72811.1,27836.7,339.3,3.134
103734,89754,75743.6,65800.5,52767,81723.4,39795.8,140.07,3.135
123326,106976,75552.1,60136.5,53126,74184.1,37610.8,738.63,3.136
149842,130071,75497.7,69717.9,61385,74432.4,33505.8,209.67,3.138
101688,89334,74598.7,54466.9,46712,76416,34341,783.87,3.141
150551,126489,78003,54411.4,46683,76385.6,10459.8,128.76,3.141
111188,101002,72145,71086.6,55953,83261.5,54301.9,493.29,3.144
109816,93338,77106,48692.9,40405,78978.9,19098.9,441.09,3.146
176078,151133,76353.1,60065.5,51483,76461.2,16309.9,401.07,3.151
112210,97111,75725.7,49242.4,41929,76967,27297.1,421.08,3.151
92158.7,82656,73070.5,30595.1,27714,72349.1,6823.46,155.73,3.151
123347,107408,75261.4,49403.1,44642,72525.5,16792.6,355.83,3.151
118863,103985,74912.5,84292.6,67971,81272.9,28005.4,353.22,3.153
122299,110857,72300.4,44776.9,40587,72301.4,10214.5,96.57,3.154
91206,78712,75938.6,45579.2,39310,75987.7,31772.5,366.27,3.155
112546,103039,71583,48211.7,43968,71861.3,45319.8,1118.82,3.156
97074.7,84897,74936.6,57787,48931,77397.3,35815.9,308.85,3.158
121792,105029,75995.7,56282.5,48503,76047.5,34641.4,870.87,3.163
158498,144569,71850.1,54110.6,48783,72693.2,26710.6,360.18,3.163
136533,123396,72513.1,53352.1,48482,72119.1,3940.01,57.42,3.163
109509,97927,73287.1,40715.2,37225,71680.6,20038.4,102.66,3.164
109700,97219,73949.5,34389.9,31621,71274.7,7905.4,44.37,3.165
89313.1,80452,72754.3,25390.8,24262,68585.1,8612.75,288.84,3.166
117637,100657,76591.5,58922.5,51479,75012,18374.7,403.68,3.167
112092,101557,72334.6,43789.9,40151,71475.6,23371.7,244.47,3.169
96479.5,87089,72602.5,48936.9,44023,72851.2,25910.2,0,3.175
126591,112642,73651.7,50808.4,45672,72906.4,25090,132.24,3.182
112846,101381,72947.2,45556.6,41203,72460.7,29822,547.23,3.183
115489,105096,72016.9,25338.6,22830,72737.3,8443.55,203.58,3.189
122360,108007,74245,86597,72767,77991.7,53634.1,323.64,3.19
176202,151839,76051.5,59986.1,52752,74523.2,17093,122.67,3.191
113138,101841,72805.7,42308,38855,71360.1,9400.47,380.19,3.195
106052,92647,75018.1,44937.2,40365,72959.3,25953.9,369.75,3.197
105889,97681,71042.8,40932.8,37095,72316.2,20924.9,200.1,3.2
101010,90800,72905.5,45161.4,39634,74675.7,16454.7,812.58,3.201
99617.6,91425,71408.7,55398,50643,71689.3,24292.4,173.13,3.205
109109,94777,75446.4,73157.4,64459,74379.7,23122.6,236.64,3.205
125626,114907,71649.2,68500.1,60466,74243.8,21695.7,178.35,3.215
139718,114101,80249.4,64193.5,51671,81418.7,43044,125.28,3.216
130393,115305,74111.6,54834.4,46383,77477.3,63826.5,410.64,3.224
155507,136660,74574,67669.7,58933,75251.5,50329.5,872.61,3.229
119431,106540,73465.8,41456.8,37982,71531.6,8371.64,76.56,3.229
134998,120725,73283.9,51611.2,46983,71991.8,27988.5,564.63,3.23
114808,104033,72323.9,37264.4,34291,71218.7,25426.5,331.47,3.231
122598,107873,74482,71092.7,58307,79906.9,21766.6,131.37,3.231
101414,93697,70933.6,38397.1,34023,73961.6,18786.4,384.54,3.232
106401,94353,73904.5,44386.3,39811,73067.8,13433.1,353.22,3.233
112170,100937,72829.1,48428.8,43147,73558.5,22739.1,503.73,3.236
84303.7,75339,73334.3,27545.3,25890,69726.1,10939.7,73.95,3.239
118691,105434,73776.4,37313.3,30949,79012.7,10477.2,83.52,3.24
98723.8,90669,71358.1,42978.7,36667,76817,46293.1,555.93,3.242
147060,126902,75946,70367.5,61987,74396.3,31007.8,126.15,3.249
103494,90333,75084.2,54287.8,42987,82764.7,38200.2,220.98,3.251
73906.4,65065,74441.4,41607.2,37343,73019.6,20662.6,160.08,3.261
114917,103148,73013.7,62158.9,56014,72725.5,30747.4,166.17,3.262
118811,108389,71837.3,33642.1,31347,70334.3,9321.98,282.75,3.267
113026,100884,73423.8,35089.7,31794,72329.4,23599.6,143.55,3.269
93884.6,82700,74399.3,45371.9,39290,75680.7,7527.05,182.7,3.271
140686,117461,78494.1,80676.4,66375,79656.7,43247.5,374.1,3.276
144994,125548,75687,75693,67342,73663.1,4587.67,132.24,3.276
109070,100320,71252.2,31489.5,29890,69043.1,11143.7,499.38,3.284
86014,77885,72376.1,62038.6,54111,75137.4,33917.6,265.35,3.287
121379,109024,72963,58335.5,50578,75587.7,33503.9,293.19,3.287
112233,100141,73449.2,71664.7,61051,76929.4,24876.6,89.61,3.288
78022,66964,76358.2,45043.9,39814,74144.6,12091.7,480.24,3.288
136549,122153,73259.6,65303.7,57675,74204.5,16984.4,437.61,3.291
103802,93357,72868.2,41015,38043,70655.8,13066.5,169.65,3.294
129523,119593,70977.6,52125.8,46303,73777.5,33967.8,611.61,3.295
97384.3,87178,73208.6,43367.4,39269,72375.8,22290.7,197.49,3.299
103285,88920,76123.5,45343.2,40206,73909.7,37158.2,219.24,3.3
162598,137546,77472.2,56172.1,50181,73360.3,17576.1,307.11,3.302
99332.9,77786,83689.6,51119.6,42421,78974.4,27391.6,24.36,3.302
110062,101219,71261.8,47544.7,43193,72138.8,19021.4,113.1,3.305
100524,86233,76397.2,72535.6,63035,75413.5,43373,215.76,3.306
111899,92425,79344.6,69338.2,58011,78332.5,31833.1,260.13,3.306
115067,103169,73093.8,38657,35223,71925.4,22661.1,267.96,3.307
152994,131880,76028.4,66943.5,59354,73916,55731.7,261,3.308
114766,105528,71273.3,40518.7,37950,69971.9,24742.7,130.5,3.312
130174,114638,74417.3,59506.7,50769,76815.2,20911.7,208.8,3.314
111326,102010,71521,47992.6,43445,72396,17651.8,446.31,3.314
131514,114797,75079.2,51825.5,46783,72599.8,8128.65,349.74,3.315
114501,107420,69856,86543.5,75981,74646.5,14188.8,1264.98,3.322
105269,94861,72726.3,39227.1,34267,75022.3,15098.3,101.79,3.328
160531,137369,76586.3,79908,64527,81157.5,58952.1,210.54,3.331
130940,114716,74804.5,92689.2,77050,78838.1,34532.8,488.94,3.331
97066.9,87997,72290.8,43275.7,38011,74613.1,25370.1,155.73,3.332
95729.7,85613,73280.2,44405.6,40331,72157,20830.4,307.98,3.332
115802,104837,72390.6,53300.4,48227,72430.2,34742.4,195.75,3.336
117984,104629,73900.8,57181.6,50947,73555.9,16962.8,313.2,3.338
123078,105741,76281.1,46963.8,42591,72264.6,21996,715.14,3.339
143870,130828,72069.2,68085.6,60862,73314.4,18976.7,50.46,3.339
90352.3,79825,74178.9,34169,31255,71646.1,14827.6,526.35,3.339
113344,99679,74520,42537.8,40064,69582.6,21197,538.53,3.339
129809,110245,77166.1,46146.9,39491,76581.7,15881.3,126.15,3.34
80475.6,70284,75039.1,35111.8,31642,72722.6,25286.5,187.05,3.344
137882,116721,77417.3,71506.3,61459,76249.8,17355.2,131.37,3.345
114182,95488,78366,78533.7,62642,82161.9,39506.8,220.98,3.345
176113,146621,78718.1,58500.9,52447,73100.8,48419.9,325.38,3.346
117261,105292,72986,50190.8,45834,71765.6,15351.1,11.31,3.347
111597,101099,72341.1,39699,33188,78393.2,20196.8,169.65,3.349
89160.9,73296,79721.2,59127.4,49490,78298.1,44733.2,876.96,3.35
70023.5,58878,77941.8,42087.1,37559,73437,7662.41,47.85,3.35
140153,122648,74889.6,83590,71262,76873.4,47588,189.66,3.351
152255,134415,74234.3,53553.7,48598,72218.9,9146.2,351.48,3.354
116817,104265,73425.9,71338,62395,74929.2,18550.4,185.31,3.355
164558,139433,77345.2,69989.1,58075,78980.7,30024.1,461.1,3.359
122972,110136,73173.9,66238.5,59022,73549,35507.6,1516.41,3.361
116236,101705,74899.1,61069,53903,74248.5,41741.2,215.76,3.363
87394.5,82213,69666.4,48912.9,42359,75675.9,23704.9,148.77,3.365
117288,107456,71532.2,35783,33590,69814.6,21796.7,250.56,3.365
100237,89708,73228.1,45212.1,40890,72463.2,16002.1,190.53,3.369
111836,95589,76674.8,60811.4,50359,79138.5,48395.4,301.89,3.371
119984,105738,74365.4,42363.4,36091,76925.9,21525.5,120.93,3.372
96332.7,87267,72344.2,26768.4,25421,69009.6,14377.8,479.37,3.372
101970,96163,69493.9,30107.7,27609,71467.3,7390.28,153.99,3.379
161058,138589,76161.4,72619.2,62475,76177.3,38096.8,758.64,3.381
95041.5,87046,71555.7,40839.2,36760,72808.5,29422,153.12,3.382
125916,113486,72714.2,47038.1,42673,72239.8,32722.3,199.23,3.385
151895,138005,72132.2,48140.2,43315,72836.6,14762.7,361.92,3.385
113200,102105,72657.6,39409.5,35355,73051.6,14419.1,512.43,3.386
111975,101601,72227.6,46443.1,40311,75505.2,26937.6,219.24,3.387
120574,107353,73606.9,43563.4,39087,73041.4,29629.7,174,3.39
102074,91610,73022.1,33473.9,30977,70818.5,14997.7,123.54,3.39
117091,102028,75211.6,76979.9,67018,75277.6,13461.3,213.15,3.396
174477,153449,74516.8,72513,60975,77937.1,38619,471.54,3.397
111404,100649,72539.1,35880.7,33119,71000.9,12854.5,180.09,3.399
98279.5,87660,73475.3,46103.2,42090,71784.8,4516.7,73.08,3.399
76206.8,68301,73121.8,41896.7,36395,75442.9,22916.3,450.66,3.401
109195,98849,72395.5,31772.9,29712,70081.8,13771.5,170.52,3.405
101610,89106,74732.7,68402.4,60504,74091.3,22662,183.57,3.406
114032,102899,72626.7,52129.6,45101,75749.2,17376.4,662.07,3.406
80613.2,70297,75153.5,44615.2,38987,74996.9,22116.3,275.79,3.407
110871,100138,72560,34592.5,32497,69761.9,5975.58,150.51,3.408
103763,92477,73533.8,45648.3,41791,71584.9,18955.6,231.42,3.408
131546,113840,75728.9,79564,66450,78469.6,37585.9,685.56,3.409
102357,91944,72958.1,35730.8,33466,69971.1,17062.9,113.97,3.411
172723,148728,76109.3,69188.7,61646,73554.7,39832,363.66,3.411
150308,127949,76988.2,65127.9,56895,75019.3,21942.9,632.49,3.412
108514,96580,73634.3,71430.1,58594,79892.9,19630,436.74,3.414
146493,128362,74792.6,90240,78389,75443.9,22711.8,799.53,3.416
89136.5,79832,73174.3,34881.1,31422,72750.5,6581.41,100.92,3.416
123262,111844,72226.5,48755.4,41378,77220.7,32632.6,475.02,3.42
133416,118703,73659.1,40024.7,36224,72412.2,19304.3,199.23,3.421
121894,110110,72549.7,47360.5,43397,71521.5,35000,653.37,3.421
101922,92165,72474.1,37972.2,35043,71014.1,20918.3,341.04,3.421
121814,104713,76238.9,44037.6,38655,74661.7,20887.3,418.47,3.422
104436,91943,74440.6,39890.3,36297,72023.9,18291.5,155.73,3.426
142434,121686,76710.1,100698,83923,78635.7,37519.6,313.2,3.427
147717,129510,74749.3,77762,64780,78669.5,46476.4,323.64,3.431
92557.1,81356,74559,38673,34494,73475.8,26407.4,169.65,3.433
122408,109402,73327,41167.3,37761,71447.8,18333.3,206.19,3.433
137081,119902,74925.9,34661.6,31669,71728.8,13569.8,137.46,3.435
90353.7,80889,73204.2,41130.2,36587,73673.9,23404.6,122.67,3.435
114398,102540,73115,36601.2,33614,71360.1,36385.5,700.35,3.437
119971,102989,76342.5,65925,56223,76845.1,37924.3,335.82,3.44
111563,105509,69296.3,52911.7,44819,77369.4,32363.3,842.16,3.441
124111,107904,75379.3,53347.4,47478,73637.7,24264.2,214.02,3.443
117491,102193,75346.8,68322,55191,81128.3,24507.2,348,3.445
91391.4,78846,75963.6,39058.9,36005,71094.7,35219,297.54,3.445
155961,128217,79717,87812.5,73643,78145.6,22662,193.14,3.447
146772,118513,81162.7,83505.8,70455,77675.7,30220.5,761.25,3.449
109508,98647,72751.2,36114.8,32253,73382.9,18094.5,208.8,3.449
129112,104020,81344.7,84436,68178,81163.9,64033.7,290.58,3.45
135205,121812,72741.3,56485.5,52278,70810.6,10081,120.06,3.453
117046,105316,72835.1,30695.7,29170,68963.8,4574.51,133.98,3.454
118837,103845,74997.3,54563.2,48791,73289.3,34061.4,147.9,3.456
147239,131960,73123.9,55986.9,51358,71442.7,20743.4,304.5,3.458
119770,103309,75978.5,57699.6,47375,79818.4,33532.1,584.64,3.458
135766,119151,74674.5,61139.9,53600,74755,57239.4,757.77,3.459
110279,99309,72775.3,58869.4,50031,77113.5,42398.2,36.54,3.46
145315,130790,72814.1,63708.5,55500,75228.8,31877.8,450.66,3.461
134286,118625,74187.9,59047,54291,71277.1,26618,174.87,3.464
113304,102196,72659.3,47259,42838,72299.5,23755.2,150.51,3.468
77264.8,65040,77854.1,47278.7,43154,71800,19685,145.29,3.468
132773,119860,72596.2,66834,58934,74321,43546,556.8,3.472
112685,101178,72989.6,44555.1,40545,72017.8,35718.6,239.25,3.474
128983,110961,76180,49174.2,42279,76224.2,25317,655.98,3.474
103656,94558,71841.9,52532.4,47393,72642.8,53496.8,224.46,3.478
96233.4,85737,73559.3,50103.4,44159,74358.1,21080,469.8,3.48
171083,144349,77673.6,72556.2,62731,75800.6,70876,462.84,3.481
103670,94070,72223.9,30097.4,28234,69861.3,6689.98,104.4,3.482
119896,102336,76781.6,46609.4,41794,73086.9,19647.9,180.09,3.486
87107,77696,73474.1,39651.6,36646,70911,5660.68,361.05,3.486
154250,138290,73099.7,60487.6,50024,79244.3,51522.8,997.02,3.486
122009,109846,72793,44935.3,40088,73460.4,22662,113.97,3.488
120115,107663,73115.8,51362.1,46448,72469.5,42786,1122.3,3.489
82711.2,72253,75022,54700,48779,73491,38596.9,202.71,3.491
149719,130878,74970.7,67596.8,57075,77617.6,16860.3,392.37,3.492
88895,78971,73771.7,64459.1,56820,74346.9,46136.1,581.16,3.499
103613,91212,74446.3,44689.5,38926,75239.4,30860.2,823.02,3.503
109649,93384,76950.8,76087.8,64042,77862.8,35117.9,186.18,3.508
112391,102940,71553.1,52263.5,47470,72153.8,13913.9,266.22,3.508
94264.1,83401,74072.2,48555.2,42703,74517.4,38266.5,267.09,3.509
74335.1,65112,74819.1,47243,41706,74236.7,16181.2,144.42,3.509
113152,99597,74455.2,53851.7,48799,72321.6,38967.2,444.57,3.512
141291,130469,70971.9,49264.9,45559,70866.9,7238.47,95.7,3.515
109520,99772,71938.8,39394,36218,71282.9,23488.7,215.76,3.517
98256.5,87217,73831.2,47213.9,42451,72888.9,7135.07,87.87,3.518
135556,117521,75593,75685,63031,78692.9,48951,439.35,3.518
143409,129281,72697.9,48920.9,44871,71451,14937.1,338.43,3.52
130010,118052,72174.3,40189.7,36930,71320.7,10818,468.93,3.523
117032,109134,70279,52781.5,48209,71751.9,22512.1,160.95,3.526
111431,99054,73724.8,51113,46181,72535,16826,576.81,3.526
88113.9,83593,69080.4,64170.5,59643,70510.9,8427.57,1189.29,3.532
114230,98380,76094.8,67074.2,54190,81117.8,46806.4,254.04,3.533
101314,90789,73133.5,42987.1,39447,71417.5,15070.5,270.57,3.533
141186,125429,73768.9,91333.7,77143,77591.5,44146.2,261,3.535
120796,106269,74494.5,59433.9,51035,76321.3,38333.7,551.58,3.535
82535.5,71235,75932.4,50324.8,41101,80243.4,45033.5,858.69,3.538
101343,88208,75295,46813.4,42086,72897.5,36575.9,493.29,3.539
114628,102229,73484.8,32192.7,29059,72603.2,12720.5,59.16,3.543
127957,115088,72864.3,48476.3,44550,71311.8,6885.97,261.87,3.55
89059.2,76863,75934.9,36923.7,33968,71238.5,19563.8,123.54,3.552
120708,109801,72046.1,53444.6,45051,77746.3,26895.3,225.33,3.553
143320,127757,73519.4,52352.4,47487,72250.6,43024.7,392.37,3.554
97546.7,82894,77120.4,70719,59429,77986.2,52672,1200.6,3.555
83383.3,76229,71686.7,29627.9,27635,70262,20183.7,492.42,3.555
124948,103884,78824.1,56065.8,49662,73986.8,27330.5,368.01,3.557
93103.5,82003,74407.4,45874.4,41401,72617.1,19178.8,294.06,3.557
90701.4,79716,74567.3,38817.3,31074,81866.9,16148.3,533.31,3.558
157050,144249,71351.6,62294.7,56031,72862.3,36704.2,578.55,3.559
