"FSC-A","FSC-H","FSC-W","SSC-A","SSC-H","SSC-W","530_30 Blue B-A","585_15 YG E-A","Time"
127554,114309,73129.6,38690.4,35399,71629.5,25908.8,452.4,8.989
165227,132356,81812.3,73804.1,60086,80498.4,34044.9,405.42,8.99
112665,104708,70516,52262.6,42454,80677.5,37490,382.8,8.995
94984,84327,73818.3,36133.1,33321,71066.9,24508.6,127.89,8.996
128184,115167,72943.4,49053,44896,71604,15302.3,454.14,8.999
129562,114184,74362.1,68649.6,59754,75292.4,55520.2,259.26,9.001
124745,112515,72659.6,48765.8,43407,73626.7,18732.8,170.52,9.001
94925.1,84441,73672.9,24950.4,23307,70157.1,9334.2,211.41,9.004
138044,121860,74239.8,78034.1,63894,80039.5,55478.3,228.81,9.011
120981,106100,74727.7,40004.1,36022,72780.7,22043.9,429.78,9.011
99579,86937,75065.9,42202.7,37855,73062.9,10263.4,207.93,9.012
113882,103469,72131.6,56355.4,48927,75486,48941.6,548.97,9.012
166373,144854,75271.7,58210.4,51032,74754.6,29002.3,372.36,9.014
108983,97500,73254.6,33032.5,29706,72874.9,10172.2,222.72,9.016
128286,113741,73916.7,56607.7,51951,71410.5,20319,162.69,9.017
130404,111655,76540.5,71915.6,60235,78244.6,27359.6,929.16,9.02
120583,107672,73394.8,40711.9,37130,71858.2,10294.4,261.87,9.021
136726,124729,71839.7,54497,48335,73890.8,7601.78,174,9.023
134059,118907,73886.9,51681.2,45396,74609.6,32964.9,351.48,9.023
136240,123009,72585.2,50259.9,42215,78025.2,52992.5,188.79,9.025
153590,133884,75182,57623.9,51146,73836.4,60893.2,334.95,9.026
78885.4,69006,74918.6,40286.1,35953,73434.4,41087.4,701.22,9.027
94073.2,84138,73274.6,38623.7,34945,72435,13781.3,90.48,9.028
117234,106687,72014.7,35137.2,32016,71925,16435,368.01,9.031
117773,104849,73614.4,53081.3,46823,74295.5,22098.5,353.22,9.032
102117,92124,72644.8,37807.7,34078,72708.7,23129.2,505.47,9.033
138877,121236,75072,81964.7,67890,79122.7,56202.6,328.86,9.033
106814,90214,77595,52345.3,45496,75402.3,28942.1,385.41,9.033
111711,99215,73790.5,49600.5,43408,74885.3,11087.3,173.13,9.035
121630,108441,73507,49584.5,44507,73012.6,17073.2,254.91,9.037
128231,114936,73116.8,36041.9,33198,71150.2,13345.7,269.7,9.037
137062,121304,74049.5,59333.3,53274,72989.9,38159.3,455.88,9.038
100586,90657,72713.9,38276.3,35523,70615.6,15107.7,198.36,9.042
134190,109290,80467.2,76769.3,61221,82180.2,43544.1,394.11,9.045
140917,122725,75250.8,53770.8,45159,78033.7,35858.2,451.53,9.045
167044,150170,72900,63200.9,55240,74980.7,51220.6,342.78,9.046
123201,99760,80935.2,65319.2,52690,81244.2,35375.5,466.32,9.05
153529,136984,73451.5,59156.1,51962,74609.4,49964.8,1583.4,9.052
160728,143704,73299.6,52341.6,46282,74116.4,39010.9,384.54,9.052
89118.1,81100,72015.3,60612.1,48942,81163,54719.3,363.66,9.052
153469,140304,71685.3,92092.3,76054,79356.2,28439.2,1077.93,9.053
107634,91639,76974.6,47831.4,43321,72359.4,2659.73,-9.57,9.053
90016,79298,74393.9,33685.8,31496,70092.6,8764.56,133.11,9.057
158832,138099,75374.8,69341,62255,72995.4,4671.33,69.6,9.057
124409,105260,77458.3,85638.7,76138,73713.8,26209.1,236.64,9.065
145791,127020,75220.7,91499.6,79898,75052.2,16963.7,509.82,9.07
150158,128107,76816.6,89739.9,78164,75241.8,32912.7,683.82,9.07
117865,100148,77129.8,63790.3,56774,73635.1,28613.6,318.42,9.071
134473,117921,74734.8,62487.9,55635,73608.5,38625.5,813.45,9.073
125011,115219,71105.9,57700.5,51743,73081.6,17283.8,109.62,9.075
109792,90048,79905.4,69959,56390,81305.8,28590.1,286.23,9.076
124754,111610,73254.2,77752.1,68197,74718.3,30148.6,954.39,9.077
143438,125204,75080.1,69695.8,60482,75519.8,20946.5,261,9.081
138518,125442,72367.6,54116.7,49180,72114.6,8319.94,192.27,9.087
168382,139827,78919.4,67604.8,58397,75869.4,33437.2,274.05,9.092
131352,119497,72037.5,55355.7,49515,73266.5,28168.5,307.98,9.095
129383,112740,75210.5,44528.3,38454,75888.2,46867,252.3,9.097
133506,120072,72868.2,73676.7,58506,82529.6,39074.9,648.15,9.098
152941,136097,73647.2,59416.9,53575,72682.2,42452.3,101.79,9.098
141825,126726,73344.6,55835.1,50092,73049.7,24631.3,219.24,9.099
146252,122100,78499.3,67841.7,57350,77525.2,49274.8,297.54,9.103
108799,96193,74124.3,42442.9,36599,76000.3,14082.1,413.25,9.105
151619,140623,70660.7,63968.9,56464,74246.7,17654.1,214.89,9.106
113258,100381,73943.3,57396.4,51023,73722.2,31999.5,185.31,9.106
111819,98481,74412.1,35514.6,32487,71643.6,17010.7,147.9,9.107
129018,115769,73036.2,51824.1,45131,75255.2,54014.8,292.32,9.108
92089.2,78857,76533,67329.4,59455,74215.8,26308.2,486.33,9.112
130749,118136,72533.1,37178.4,32842,74189.3,21915.6,301.02,9.114
129536,111781,75945.3,64598.7,55143,76773.8,51240.8,488.07,9.114
164575,141048,76467.3,68409.4,59454,75407.6,34258.3,977.01,9.118
108738,98237,72541.5,47796.6,43115,72652.2,11751.4,254.91,9.119
95852,83385,75334.4,50800.4,44955,74057.5,5322.28,285.36,9.121
115315,104888,72050.8,32271.6,29994,70512.5,4234.23,34.8,9.122
93699.7,81873,75002.8,45097,36483,81009.6,23626,102.66,9.122
160598,141475,74394.6,57067.9,48553,77029.2,58223.6,451.53,9.128
93708.9,78992,77745.9,44014.6,38914,74126,14263.6,102.66,9.129
136883,113758,78858.4,55572.8,48181,75590.4,33239.8,394.11,9.13
75848.9,66821,74390.3,39885.6,34163,76513.9,11061.5,200.97,9.131
106551,98987,70543.7,42057.5,38045,72447.9,25462.7,644.67,9.137
101315,87329,76032.1,77477.6,64323,78938.7,54280.3,879.57,9.138
134560,121249,72730.8,69517.7,61175,74473.4,47933.9,221.85,9.14
116508,106049,71999.4,44192.7,39959,72479.6,21189.5,86.13,9.14
105340,94253,73245.3,42466.9,38367,72539.1,12564,131.37,9.142
119304,108141,72301.2,46995.3,42763,72022.2,25543.1,836.07,9.143
109606,91524,78483.7,77206.9,61778,81903.5,29252.8,208.8,9.144
119760,105600,74323.8,34923.4,31734,72122.5,10422.2,299.28,9.145
108775,94521,75418.9,43716.6,39099,73275.8,32484.5,478.5,9.147
102333,93042,72080.3,51026,46124,72501.1,26695.5,90.48,9.148
164312,141733,75976.3,68801.9,60115,75006.2,23378.7,389.76,9.149
94689.6,83719,74123.9,43475.5,38525,73957.4,13819.4,91.35,9.149
115130,105397,71588.1,40210.9,37031,71163.6,12782.6,432.39,9.151
171040,151540,73969.1,52931.4,47350,73261.1,8354.72,346.26,9.152
97172.7,88061,72317,48796.8,42815,74692.2,15667.9,139.2,9.152
128390,112121,75045.2,45186.7,39787,74430.3,27531.7,142.68,9.155
90269.9,74772,79119.6,63683.1,54546,76514.1,27949,223.59,9.156
120330,108725,72530.9,60716,53507,74365.7,34285.1,174,9.156
127485,111584,74875,64949.3,55506,76685.7,63139.8,93.09,9.163
111019,94337,77125.1,56846,48199,77293.3,38625.5,172.26,9.163
129977,112008,76049.5,63008.7,53690,76910.7,37566.6,455.01,9.164
106712,95005,73611.8,41783.5,38523,71082.8,21772.8,664.68,9.164
127254,115004,72516.7,39287.3,35562,72401.2,38903.8,512.43,9.165
114513,104087,72100.7,68191.8,59065,75662.7,39469.7,408.03,9.166
136698,125573,71342,37544.1,34855,70592.1,8296.91,461.97,9.167
155961,138635,73726.3,54694.8,49412,72542.7,12649.6,136.59,9.178
126677,113618,73068.4,60188.7,51032,77295.1,31211.3,323.64,9.181
129894,113893,74743.4,46050.6,42611,70826.1,13388.9,213.15,9.183
100006,90619,72324.6,43350.4,37092,76593.8,21691,205.32,9.183
107398,94598,74403.3,46797.4,41548,73816.2,30446.1,675.99,9.183
149204,129007,75796.2,58254.6,51792,73713.6,14228.3,90.48,9.184
139610,110310,82943.4,99857.6,80168,81631.9,52245.2,334.08,9.187
95326.7,82455,75766.6,54974.5,48921,73645.4,45271.8,405.42,9.189
87095.5,78535,72679.6,29366.1,27357,70348.9,4966.96,37.41,9.19
96415.5,86521,73030.7,53925,48715,72545,24616.7,189.66,9.194
106356,94521,73741.9,44632.6,39935,73245.1,31347.1,260.13,9.195
89756.1,78025,75389.4,43907.4,40507,71037.5,4975.89,-6.09,9.197
97688.8,83149,76995.9,46598.1,41935,72823.6,20204.4,574.2,9.198
114707,100820,74562.7,66040.6,54486,79434,41407.9,295.8,9.198
98949.7,86705,74791.1,46661.6,39463,77490.7,19995.7,550.71,9.199
112631,98827,74690,47117.5,39364,78444.6,45628.5,729.06,9.202
174379,146472,78022.3,67200.6,58826,74865.9,4364.42,280.14,9.205
125126,110365,74301,65948.5,56763,76141.2,46007.4,343.65,9.207
138526,121329,74825.1,64608.1,56503,74936.8,43590.1,230.55,9.209
81696.9,68595,78053.6,55121.6,49833,72491.1,8732.13,215.76,9.21
88877.1,81370,71582.2,45910.1,41509,72484.6,27315,286.23,9.21
142516,129441,72156,47035.2,41255,74718.3,44146.2,962.22,9.211
117524,104856,73453.3,34639.5,31598,71844.2,13259.6,293.19,9.212
96244.9,84884,74307.3,51060.8,43970,76104.6,17255.6,153.12,9.212
115212,105166,71796.4,52344.8,46369,73982,21444.2,-11.31,9.212
123822,111340,72883,47098.7,41918,73635.7,3360.97,127.02,9.213
143675,128066,73523.7,59222.8,52312,74193.8,43486.3,1936.62,9.214
128111,114393,73395,81099.9,65695,80903.6,37374.9,247.95,9.214
160287,137494,76400.4,83181.1,70588,77227.8,27772.3,274.92,9.216
94001.9,79192,77792.1,38547.5,34142,73992.5,18733.3,244.47,9.224
133807,115357,76017.5,49719.9,43903,74219.1,3384,164.43,9.224
108376,92627,76678.8,61578.9,52303,77158.8,16281.7,153.99,9.224
100711,88605,74490.5,35715.8,33115,70683,6067.7,158.34,9.225
98705.9,87100,74268.5,30409.9,28222,70616.7,26857.2,143.55,9.225
117705,106126,72686.5,40229.6,34241,76998.1,21124.2,155.73,9.227
108523,94677,75120.1,49933.7,44919,72852.4,18531.2,166.17,9.232
133305,114938,76008.5,38450.7,34133,73826.1,13368.2,97.44,9.236
120898,105629,75009.5,45135.5,39403,75070.5,21123.7,631.62,9.237
170268,146680,76074.9,79383.5,68538,75906.4,2449.17,7.83,9.239
87058.7,74054,77044.8,50431,41752,79159,29402.7,111.36,9.241
79466.8,71312,73030.3,40578.9,36838,72191.1,21486.5,361.05,9.243
168712,147984,74715.7,62957.9,55030,74977.5,16322.2,595.08,9.246
134193,124425,70680.9,45994.2,41343,72909,16440.1,522,9.247
133283,112020,77975.5,58802.2,50838,75802.7,4755.46,99.18,9.248
105217,91517,75346.8,50495.9,41967,78854.7,22370.1,347.13,9.248
145277,129836,73330.1,66088.1,57022,75955.8,34401.2,322.77,9.248
120788,107514,73627.1,49264,41601,77607.9,40748.1,102.66,9.25
75597.3,67345,73566.6,44117.5,38615,74874.6,26383.4,207.06,9.251
137393,123153,73114,60206.1,53943,73145.1,15978.6,200.97,9.251
123017,107655,74888,67911.2,59350,74989.6,35852.5,286.23,9.252
127537,112273,74446.1,44505.2,40487,72040.3,22177.4,463.71,9.253
122943,114825,70169.2,86256.8,72079,78426.8,46337.3,508.08,9.254
128112,113900,73713.2,54794,49898,71966.4,12524.1,118.32,9.256
120554,105665,74770.3,31322.2,28471,72099.1,13668.5,106.14,9.257
112104,101069,72691.3,43080.2,39563,71362.2,15350.7,495.9,9.257
118262,105185,73683.6,63622.5,54307,76777.6,37750.9,197.49,9.258
119926,106087,74085.2,47837.5,43241,72502.5,19248.8,80.91,9.258
112309,97726,75315.2,60219.2,50977,77417.8,50184.2,196.62,9.258
110646,98229,73820.4,55993.9,47415,77393.6,18694.7,235.77,9.26
149791,135753,72312.8,44468.6,40779,71465.5,28681.3,180.09,9.261
129374,117692,72040.8,86452.7,73181,77421.3,66882.9,302.76,9.266
123035,108868,74064.4,52468.4,47810,71921.6,18127,80.91,9.268
121536,110220,72264.5,42328.2,37802,73382.9,24901.1,167.91,9.268
117979,104217,74190.1,48701.4,43791,72884.7,13398.8,72.21,9.268
117854,104864,73654.4,57047.7,51589,72470.4,8892.87,193.14,9.27
103517,91971,73763.7,45054.7,39897,74008.1,25999.9,445.44,9.27
156538,139944,73306.8,53433.8,47370,73925.3,18244.9,321.9,9.273
117514,105479,73013.8,43999.1,39017,73904.2,19699.1,642.93,9.274
115142,104628,72121.5,43960,39286,73333.1,18137.3,93.09,9.277
125837,112997,72982.8,37260.7,34871,70027.1,9955.07,282.75,9.286
154566,126053,80360.1,89185.8,74179,78794.3,43524.4,484.59,9.287
106864,93280,75080.1,35453.5,32326,71876.5,16372.9,90.48,9.294
108842,93353,76409.3,51296.3,45343,74140.5,21215.3,656.85,9.295
86264.7,74808,75572.7,55999.1,48202,76137,11098.6,93.09,9.298
142847,123965,75518.3,83862.1,69435,79153,39839.6,169.65,9.298
113215,101077,73406.1,48089,42963,73355.2,58400.8,267.09,9.299
121875,109817,72732,55390.9,49647,73118.2,19517.2,315.81,9.302
167737,143156,76789.1,64814.9,56294,75455.8,31335.4,289.71,9.303
129447,116216,72997.3,54825.5,49146,73109.6,21458.8,254.04,9.304
87285,78965,72441.1,44885,39667,74156.9,17531.9,221.85,9.306
113632,98336,75730.3,52145.1,46066,74184.4,28275.7,379.32,9.306
167923,149924,73404.1,62141.1,54850,74247.5,26793.3,211.41,9.308
76957.1,66859,75434.3,35555.5,32930,70761.2,20221.3,381.93,9.309
90734.1,84909,70032,53231.7,46123,75636.8,39988.1,825.63,9.313
114420,98836,75869.7,61810.2,53298,76002.7,43930.4,53.07,9.316
108522,97549,72907.8,43005.9,39535,71289.7,19721.2,420.21,9.322
138591,119480,76018.4,46684.6,42206,72490.3,14371.2,129.63,9.323
141756,123083,75478.7,69056.6,60212,75162.7,66626.3,1309.35,9.326
159941,136415,76838.3,65468.6,57600,74488.8,18841.8,1151.88,9.332
128532,114779,73388.5,63128.1,55652,74339.8,44535.3,769.95,9.334
150196,133605,73674.2,63752.2,56295,74217.3,9453.58,116.58,9.335
133835,119107,73639.8,48919.5,44329,72322.6,11581.7,91.35,9.342
119995,105565,74494.4,33504.4,30907,71043.6,21556.6,133.11,9.343
95065.9,84137,74048.7,33788.3,30603,72357.3,12060.7,66.12,9.345
117575,103429,74499.4,36927,33447,72354.6,24394.4,135.72,9.346
147775,129625,74712.3,71879.9,61775,76256.1,24698,972.66,9.348
141448,130652,70951.2,57486.2,50094,75206.9,27488.4,359.31,9.353
127746,115624,72406.6,77033.9,69466,72675.8,47084.6,264.48,9.354
118204,107324,72180,52350.9,47582,72104.4,47114.7,304.5,9.354
129565,115120,73759.3,37735.8,34950,70759.8,15899.2,200.1,9.355
155314,140677,72355,75193,65235,75539.9,49303,669.03,9.359
102658,90254,74543,36937.8,32869,73648.5,5440.25,208.8,9.36
105590,96118,71994.1,41689.9,37084,73675.8,27484.7,481.11,9.361
86425.3,77320,73253.6,39891.7,36734,71169.6,11804.5,384.54,9.365
83907.2,71985,76390.1,37115.4,32723,74332.9,6317.74,217.5,9.368
149516,134087,73077.1,45319.3,39471,75246.2,26176.7,664.68,9.368
171625,148952,75511.5,48050.9,41582,75731.4,23992.1,626.4,9.369
116089,98924,76907.5,74260,60590,80321.9,51674.6,329.73,9.37
128559,115925,72678.4,51397.3,46599,72284.3,27171.2,388.89,9.371
137112,123456,72785.3,46983.6,42246,72885.3,12225.2,334.08,9.372
96195.7,83881,75157.4,36351.7,32719,72812.2,12578.1,142.68,9.373
129756,106718,79683.9,97035.3,77157,82420.3,27026.4,757.77,9.375
157738,128541,80422,89212.6,74651,78319.6,92822.2,716.01,9.38
85025.9,73040,76290.5,42956.1,36998,76089.9,25364.5,177.48,9.382
102139,94453,70868.8,77367.6,64339,78807,32374.5,367.14,9.384
178445,155165,75368.6,57810.5,51067,74190.1,26001.8,625.53,9.385
180388,157772,74930.4,61194,48090,83393.8,39478.6,348,9.386
118473,105104,73872,41809.8,37362,73337.8,14607.1,176.61,9.387
140901,127317,72528.4,42370.5,37651,73750.9,19210.3,92.22,9.388
74524.1,65857,74160.9,48389.8,45155,70230.8,3922.62,46.98,9.389
144946,124976,76008.3,67105.7,57202,76882.6,42329.6,271.44,9.392
128055,112745,74435.2,45735.7,41247,72668,20662.6,121.8,9.394
102256,87805,76321.7,37067.5,34575,70260.4,15510.5,167.04,9.397
125210,111216,73782.3,45622.4,40626,73596,28473.1,560.28,9.4
137945,125126,72250,60890.4,52968,75338.2,22098,216.63,9.401
81890.6,73140,73376.8,33217.2,30674,70969.7,7430.7,174.87,9.402
94777,81966,75779.1,73687.5,63423,76142.5,38010.3,394.98,9.404
120884,105829,74859.2,54662.4,48471,73907.2,5414.87,69.6,9.404
114406,104763,71568.1,49434.1,44804,72308.6,7360.67,245.34,9.405
106662,95947,72855.2,41008.9,37028,72581.8,23646.2,160.08,9.408
134099,120601,72870.8,52536.6,47759,72091.9,33049.5,655.98,9.408
100752,91896,71852,45612.1,41818,71482,11951.6,318.42,9.409
96196.1,88552,71193.3,48020.4,42554,73954.6,44263.2,265.35,9.41
107917,90825,77868.9,56971.5,49967,74723,50359.1,543.75,9.411
95577.9,80233,78070,46627.8,40431,75580.5,11910.7,69.6,9.417
124206,113212,71900.4,54788.8,48254,74411.3,30178.2,204.45,9.42
161980,144457,73485.8,69140.3,56287,80501.3,37754.2,245.34,9.42
159992,141157,74280.5,54198.5,48631,73038.9,22605.6,526.35,9.421
160102,136917,76633.4,86623.8,72115,78721.2,66725,793.44,9.421
103322,95393,70983.3,58214.2,49011,77842.2,37257.4,401.07,9.423
146861,121572,79168.6,70353.8,59106,78007.5,52024.8,1317.18,9.424
102351,91381,73403.7,41019.2,37411,71856.9,24532.1,311.46,9.424
129551,115649,73413.8,34421.9,31984,70531.2,15475.2,258.39,9.428
146023,133149,71872.8,42561.3,39276,71017.9,15648.7,140.07,9.43
74408.7,65809,74100,47826.7,44035,71179.1,16119.1,240.99,9.431
162125,141595,75038,87614.6,72996,78660.6,47239.2,311.46,9.435
111923,96169,76271.6,65989.4,56895,76011.6,37292.6,601.17,9.435
115322,96955,77951.3,80235.6,68813,76414.6,34300.1,700.35,9.436
124156,106056,76720.6,60767.7,52122,76406.7,28023.3,278.4,9.437
126109,115664,71454.2,49580.3,45618,71228.3,32736,140.94,9.44
126346,106838,77502.4,40983.1,35064,76599,16009.1,53.07,9.442
118485,105036,73927.6,45455.1,41486,71806.1,43828.9,448.92,9.443
84581.1,73246,75678,42457.4,36245,76769,32119.8,384.54,9.443
105600,92832,74549.7,55805.9,48454,75479.8,42604.1,261.87,9.444
106574,94873,73618.9,40209,34747,75837.8,26867.6,633.36,9.447
138703,125684,72324.7,60990.5,56182,71145.1,43669.6,295.8,9.448
96151.5,89316,70551.6,39136.4,35506,72236.9,14726.5,138.33,9.449
129677,112599,75476,64103.8,56761,74013.9,32602.5,362.79,9.451
117300,100916,76176.3,66751.8,60342,72497.5,21407.6,174,9.453
102050,92197,72539.8,48493.7,44167,71956,26328.5,212.28,9.454
114674,93433,80435.1,80048.5,66223,79218.1,33825,206.19,9.454
159534,139916,74725,82739.7,67818,79955.6,50016.9,90.48,9.457
106780,94420,74115.1,49390.4,44738,72351.3,13195.2,106.14,9.461
108703,97396,73144,39487.1,34550,74900.8,14341.6,359.31,9.462
109259,94496,75774.4,70853.4,59542,77986.1,29922.6,206.19,9.463
83322.1,70071,77929.5,42204.1,37359,74035.4,8422.4,104.4,9.464
101185,91784,72248.4,54174.1,48030,73919.5,25793.6,270.57,9.465
122544,107224,74899.7,42293.4,39274,70574.5,18916.1,234.9,9.466
153905,134949,74741.9,71444.2,62167,75316,15113.3,191.4,9.469
124177,108760,74825.6,57400.2,51390,73200.6,39817.5,300.15,9.475
142713,121965,76684.5,46314.3,39835,76195.6,31972.2,831.72,9.475
107780,91588,77122.4,50365.2,43682,75562.8,24473.8,930.9,9.475
140583,110382,83466.9,76266.4,63077,79239.6,39254.9,477.63,9.479
124706,114937,71106.5,54107.3,48747,72742.5,25636.2,67.86,9.482
123781,107576,75408.2,47914.6,43562,72084.2,14925.8,61.77,9.484
127680,111925,74761,50359.1,45827,72017.2,53036.2,1126.65,9.487
108649,98909,71989.8,35203.9,31995,72108.9,23570.5,501.99,9.489
136873,121272,73967.1,57359.3,51454,73057.4,18449.8,180.09,9.49
142822,116677,80221.2,83090.8,70679,77044.7,35844.1,271.44,9.496
100533,90488,72811.4,40993.9,38522,69741.3,29414.9,624.66,9.501
99740.4,89324,73178.4,33035.4,29470,73464.7,26182.3,261.87,9.501
94138.1,79311,77787.9,37867,33981,73030.5,10099.4,228.81,9.506
135890,119758,74364,65205,53589,79741.6,30685.4,936.99,9.508
147455,120846,79966.5,85650.5,73829,76029.6,28183.1,688.17,9.513
96538.4,81171,77943.3,43015.3,34777,81060.9,30038.6,222.72,9.514
113575,104144,71471,46348.6,41782,72698.8,14348.6,298.41,9.517
112576,104538,70575,32180.9,29701,71008,13367.3,282.75,9.52
121213,101937,77928.8,47091.6,42599,72447.7,15402.4,108.75,9.521
92518,85951,70543.2,40199.6,36030,73120.2,15701.3,500.25,9.521
121128,108457,73192.4,57059.9,49195,76013.3,39270.4,965.7,9.523
102651,90596,74256.3,52952.6,48002,72294.9,15509.5,254.91,9.525
125646,110408,74581.1,34176.5,32138,69693,12040,87.87,9.526
169307,146636,75668.4,45438.2,41694,71421.2,5083.05,146.16,9.526
97640.5,87245,73344.8,37373.9,35067,69847.4,22007.3,203.58,9.528
106921,93228,75161.7,44542.8,40634,71840.3,22102.2,206.19,9.529
107324,95495,73654.3,47356.3,42118,73686.8,18578.2,175.74,9.532
97285.4,82557,77227.8,66823.2,55631,78720.9,24088.4,214.89,9.532
109279,95765,74784.2,45968.8,41223,73080.9,12536.3,139.2,9.532
116441,100965,75581.2,71467.7,61895,75671.8,17456.3,117.45,9.537
124544,110593,73803,73169.6,63712,75264.4,15012.7,174.87,9.539
121139,112397,70633.4,50313.5,44287,74454,33140.6,219.24,9.544
113482,99754,74554.7,39862.1,34773,75127.3,37906,174.87,9.544
128252,115729,72627.7,60284.1,53687,73589.1,25303.4,138.33,9.547
89882.6,75916,77593,61428.5,50554,79633.3,30693.8,151.38,9.549
139533,124497,73451.1,50915.1,44003,75830.6,31278,301.89,9.55
147751,129305,74884.9,50653.3,41723,79563.2,31132.8,74.82,9.554
113741,100629,74075.1,38969.1,33063,77242.8,16330.6,153.99,9.554
124670,111960,72975.9,49114.5,44990,71544.1,8302.55,361.92,9.555
105979,96989,71610.6,51424.1,47327,71209.5,7011.93,48.72,9.559
135134,122292,72418.1,43694,38642,74104.1,25383.3,627.27,9.563
134048,121076,72557.3,48832.5,43574,73444.9,20132,285.36,9.567
132698,120916,71921.8,52526.7,47266,72830.2,31890,261,9.567
125362,105714,77716.2,59467.7,49928,78057.9,11940.8,230.55,9.569
130357,116646,73239.4,53415.5,47308,73996.8,12180,245.34,9.571
101931,88607,75390.7,56856.8,50352,74002.4,12197.9,590.73,9.573
150203,135051,72889,53188,46164,75507.5,52907,93.09,9.575
151318,130921,75746.5,52524.9,46495,74035.2,15065.4,38.28,9.576
177029,151224,76719,69545,60442,75406.2,59337.5,700.35,9.578
87709.6,79411,72384.6,29997.3,27853,70581.3,22296.8,197.49,9.578
118610,104859,74130.3,83061.7,70916,76760.3,39698.1,178.35,9.578
111173,94649,76977.6,67805,60587,73343.6,4304.73,318.42,9.581
95121.6,83081,75033.8,41700.3,37179,73505.7,6470.96,80.04,9.585
131359,119137,72259.2,40146.9,36147,72788,24351.2,435,9.587
154975,133078,76319.4,69466.5,61000,74632,14654.6,209.67,9.59
102062,85081,78616.1,58262.6,51803,73708.1,15141,228.81,9.592
139355,121715,75033.9,74553.8,60253,81090.6,52238.6,181.83,9.593
124394,114383,71271.6,42408.1,38848,71541.8,23931.5,486.33,9.594
123453,111204,72755,69533.7,61586,73993.4,51191,284.49,9.597
124707,109279,74788.3,61981.2,51856,78332.4,38077.5,282.75,9.598
86108.3,74839,75404.5,43548.3,38665,73813.1,29705.9,160.08,9.604
117513,103545,74377,59294.7,52603,73873,40694,579.42,9.605
110683,97404,74470.7,41764.2,38666,70787.2,9522.67,447.18,9.612
104121,93448,73020.8,35052.1,32906,69810.3,4572.16,82.65,9.612
127052,110972,75032,46631.1,41774,73155.9,10316.5,138.33,9.614
98248.2,87847,73295.5,28435,26054,71525.1,13316,132.24,9.615
87683.4,78153,73527.8,45976.8,41243,73058.1,17476.9,76.56,9.616
122399,104047,77095.4,65994.1,58486,73949.2,8070.84,434.13,9.621
136939,119432,75142.5,64218.9,56074,75055.3,33070.1,691.65,9.622
125569,114433,71913.6,62380.3,54851,74532,20241,207.06,9.622
103418,91208,74309.4,43104.2,39310,71861.5,24005.2,561.15,9.626
115738,103924,72986,45287.8,40422,73424.9,24331.4,126.15,9.627
119251,100245,77961.2,56036.7,50407,72855.4,20422,200.97,9.63
142061,124179,74973.2,45710.3,40893,73256.3,12841.8,149.64,9.631
111943,100865,72733.7,35034.7,31763,72286.5,17300.7,293.19,9.632
99283.6,89980,72312.2,37843.5,33470,74099.5,33245,398.46,9.635
114006,101532,73587.6,55847.8,51406,71198.7,28241.8,218.37,9.635
147164,133609,72184.9,46431.3,41567,73205.2,31589.2,224.46,9.636
111411,100459,72680.8,53557.4,47460,73955.8,23116.9,224.46,9.636
95730.1,78964,79451,67136.7,53794,81791.1,39742.3,140.94,9.638
121238,109609,72488.8,44915.6,40927,71922.8,4952.86,-6.96,9.64
151427,128020,77518.7,68706,60834,74016.5,37645.1,66.12,9.646
105283,94348,73131.6,28321.7,27034,68657.7,11432.3,258.39,9.648
133867,118523,74020.3,67625.5,56420,78552,57450,269.7,9.652
112629,104402,70700.1,44414.1,40536,71805.8,21144.8,261,9.653
116225,98567,77276.6,72568.9,62246,76404.6,33805.2,1045.74,9.654
144253,129945,72752.2,59713.5,51839,75491.1,32117.9,896.1,9.656
128143,116211,72265,39178.3,35993,71335.7,11191.6,98.31,9.656
102690,92446,72798.4,51254,44411,75634,33223.8,644.67,9.658
90875.8,80404,74071.4,49878.3,43202,75663.7,24934.4,109.62,9.659
96729.7,87033,72837.6,51807.2,46267,73383.5,17738.3,194.01,9.662
106598,89305,78226.1,48911.5,40299,79542,24347.4,399.33,9.664
77537.1,69287,73339.5,37668.6,34189,72206,12678.7,52.2,9.666
133921,116613,75262.9,61552.6,53715,75098.4,15397.2,321.9,9.668
147574,129595,74628.2,56091.7,48610,75622.8,48705.6,53.94,9.669
103674,91027,74641.6,39821.2,33645,77566.5,31076.4,575.07,9.671
72109.6,58600,80644.6,45246.9,37034,80069.7,18236.5,205.32,9.672
117823,102959,74997,52696.9,44672,77308.9,23339.3,160.08,9.676
106421,96351,72385.1,46813.4,42784,71708.2,19852.8,213.15,9.678
142264,130585,71397.4,57046.7,49787,75092.2,32008.9,448.05,9.678
85485.9,76217,73506,27548.1,25039,72103.2,10022.8,388.89,9.683
108500,93000,76458.5,36113.4,31114,76066.3,18707.9,164.43,9.684
131789,114605,75362.3,58302.6,53199,71823.1,8930,190.53,9.685
136129,114765,77735.6,81617.4,70203,76191.6,5201.49,72.21,9.685
81607.2,75568,70773.5,39680.2,36914,70447.1,14999.6,479.37,9.686
125488,109124,75363.6,63643.2,54610,76376.5,28421.4,210.54,9.687
105322,94741,72855.3,50334.6,44676,73836.8,15731.4,235.77,9.687
104998,93242,73798.6,42130.8,38085,72497.9,16702.9,165.3,9.691
133193,119146,73262.3,58628.7,49761,77214.9,52488.7,215.76,9.692
