"FSC-A","FSC-H","FSC-W","SSC-A","SSC-H","SSC-W","530_30 Blue B-A","Time"
94629.6,67509,91864,70588.4,54201,85350.5,17430.1,2.49
76771.4,49405,101838,93332.9,64592,94696.9,28840.6,2.491
83581.2,53359,102655,82007.9,56786,94644.3,13880.7,2.492
69330.2,42488,106939,87728,55676,103264,25893.6,2.493
114465,72849,102974,70465.6,45137,102311,26498.1,2.494
113712,77894,95671.8,68107.1,49066,90968.7,29870.8,2.494
95022.7,65301,95364.7,96610.4,69045,91700.4,17038.2,2.495
80484.5,50001,105491,61397.6,38937,103340,22074.5,2.496
69786.7,42714,107074,58227,37443,101914,28492.9,2.498
117076,83052,92384.5,53735.8,40904,86095,25754.2,2.5
80136,49541,106009,82824.1,52909,102591,16143.9,2.501
79349.8,51173,101621,62761,42945,95776.1,25323,2.501
117501,85593,89967.1,88661.5,66845,86925.3,27477.2,2.504
88881.8,61685,94430.8,78562.7,60149,85598.9,16451,2.505
71676.7,51870,90561.1,48639.5,38791,82174.6,21999.3,2.506
123382,89176,90674.3,74413.7,57173,85298.6,18854.2,2.508
67523,37857,116892,60364,39193,100937,20141.1,2.51
105181,76245,90408,62730.7,48973,83946.6,30781.6,2.514
95328.7,68267,91515.1,71545.4,54646,85803.2,21754.3,2.514
113967,79317,94165.4,78110.8,58821,87027.9,27479.2,2.518
123999,85452,95099.1,75534.3,53733,92126.2,27379.2,2.521
76588.6,57551,87215,63428.9,49650,83723.6,24878.6,2.522
104758,60318,113820,79870.3,53223,98348,11501.6,2.522
71885.5,46008,102397,63032.2,43196,95631,22155.9,2.523
110532,76568,94606,73554,54949,87725.6,29127.7,2.526
89522.6,61617,95216.5,70157.1,47714,96362,29834.9,2.529
163138,112825,94760.8,164714,114420,94342.8,23490.4,2.529
65688.5,39713,108402,51692.7,33073,102432,16533.8,2.531
109711,70511,101971,87573.4,56159,102196,13626.8,2.532
96163.2,65536,96163.2,54621.1,39788,89968,17421.1,2.533
69111.4,43176,104903,76702.5,51301,97985.9,23245.4,2.534
103037,64104,105339,98315.3,64940,99217.6,11650.7,2.535
137848,85912,105154,109029,70117,101906,15834.8,2.536
76077.4,50407,98911,64330.8,45019,93648.9,20740.7,2.537
122574,75032,107061,94209.1,68465,90178.8,11311.2,2.537
56346.5,40920,90242.5,83024.2,62876,86536.6,24593,2.538
67999.7,44685,99729.8,63655.9,49248,84709.1,11000,2.539
125626,82169,100197,146361,96937,98949.8,13099,2.539
100593,62985,104667,75301.1,51225,96338.3,26969.3,2.54
81176.4,47970,110902,71550.2,45758,102476,30162.7,2.54
70873.2,43576,106590,61082.9,39345,101744,20030.7,2.541
36257.8,28093,84582.9,98670,81504,79338.9,20950.5,2.541
101010,72849,90869.6,83281.6,63421,86058.9,20648.2,2.541
87919.9,55786,103286,59801.6,39063,100329,20358.4,2.541
58477.7,40181,95378.2,64481.9,46613,90658.9,15483.6,2.542
73728.7,46937,102944,82460.5,54420,99304.2,30168.9,2.545
62851,39987,103008,64739.2,44031,96358.3,24978,2.549
116496,83754,91156,70629.1,53027,87290.4,22104.2,2.551
81609.8,52496,101882,73053.8,52680,90881.8,13429.5,2.553
77106.2,50800,99473.1,69379.5,47856,95011.2,10038.1,2.557
94034.9,66009,93361,85831.9,63593,88454.3,22940.4,2.56
90621.4,67710,87711.7,44482.9,35139,82962.9,22048.9,2.56
74592,52813,92561.7,56671.8,42000,88429.6,23839.5,2.566
86312.9,54480,103829,113907,76616,97433.7,23916.8,2.567
94619.5,68757,90187,56698.7,44345,83793.1,18511.3,2.567
59966.6,43465,90417,77244.8,58340,86772.6,28178.2,2.567
105160,72059,95640.2,65836.4,49286,87543.1,27517.9,2.567
67521.6,45021,98289.6,51007.6,36585,91371.6,27642.8,2.568
65804.4,47317,91141.8,83299.6,56053,97392.1,27675.2,2.57
74471,52469,93017.5,56483.4,40661,91038,21220.3,2.571
110532,78690,92054.8,78003.8,56897,89847.6,30001.9,2.572
100531,77455,85061.4,72070.5,57666,81906.4,29161.5,2.574
85051.4,59613,93502,112222,76893,95647.2,28879.3,2.576
62822.2,41541,99109.6,58552.7,42357,90594.5,20491.6,2.577
89519.8,62830,93375.3,67586.2,50055,88489.2,28170.6,2.577
96588.7,73938,85612.8,62747.9,51438,79945.7,26764.4,2.578
84108.2,55041,100146,80485,54053,97583.3,26898.3,2.578
85538.2,53461,104858,69297.4,44777,101424,19793.3,2.578
87423.1,56592,101240,57022.3,41556,89927.1,19893.4,2.578
107261,71805,97896.7,96178.4,68992,91360.6,20063.1,2.58
123149,83477,96681.5,88615.3,62957,92245.4,16998.8,2.58
84296.9,57780,95612.3,71511.6,49348,94970.1,14634.9,2.58
67966.6,47641,93496.3,62273.9,46596,87586.5,27591.7,2.581
62432.6,37748,108392,66139.3,42320,102422,12738.8,2.583
129932,88864,95823,101569,73980,89975.7,25556.2,2.585
77140.1,53946,93713.2,70283.4,52611,87550,23620.1,2.585
84186.7,61628,89525.2,70179.9,53800,85489,23905.7,2.585
89263.4,63581,92008.1,70670.5,52361,88452.5,30390.4,2.585
91700.6,60384,99524.6,94285.7,64612,95634.1,10690.2,2.585
100135,61087,107428,77541.5,50882,99873.4,15309,2.586
137616,98512,91550.6,61584.6,45320,89055.8,22273.9,2.588
94377.6,65276,94753.5,68690.2,48405,93000.3,16345.4,2.59
123968,91141,89140.8,68553.6,49317,91099,30716,2.591
133608,90967,96256.3,85261.2,55719,100283,10149.9,2.593
78313.7,51020,100595,67913.9,48924,90973.9,21839.9,2.595
119576,88789,88260.3,67985.7,53833,82765.4,27181.2,2.595
77397.8,45445,111615,65906,44121,97894.8,28675.7,2.595
69243.8,47852,94833.3,75769.6,54437,91218,22425,2.596
92437.9,72409,83663.8,57986.9,46900,81028.4,23768.4,2.596
60105.6,41781,94279.2,60073.5,42537,92554.1,11559.6,2.596
148912,102556,95158.6,71889,49916,94385,12341.3,2.597
105659,72552,95441.7,60232.2,42504,92870.7,26487.7,2.598
59655.6,42427,92148.6,58919.8,45366,85115.9,24264.5,2.599
83315.5,51089,106876,69801.1,45189,101230,29147,2.6
89565.8,56640,103633,68373.5,45144,99258.5,24044.4,2.602
87732.7,59148,97207.9,99150.9,71537,90833.5,27382.7,2.604
84283.9,66944,82511.2,152813,123068,81375.7,12457.3,2.604
67981,47093,94604.3,50862,36349,91702.4,17267.2,2.604
75525.8,49884,99223.4,47694.2,31708,98577.2,21604.6,2.606
81315.4,53070,100416,68058.1,46103,96745.5,22114.5,2.607
112780,83251,88781.6,78867.7,61947,83437,19858.9,2.607
83170.8,61732,88295.9,83145.7,60120,90636,14200.9,2.61
104862,77210,89006.7,76578.3,60583,82839,21074.7,2.613
125993,90629,91108.4,116455,84345,90485.8,29358.1,2.614
85099.7,57785,96514.6,65042.9,43492,98009.9,26842.4,2.614
135142,96507,91772.2,83012.5,63590,85552.9,19102.7,2.614
50659.2,30365,109336,87222.2,62320,91723.3,13448.8,2.614
122070,75832,105496,65167.1,43637,97870.8,25099.4,2.616
101961,76313,87561.6,77631.2,57380,88665.7,28067.8,2.624
78801.8,54348,95023.9,64021,44012,95330.3,23376.5,2.63
76876.6,57485,87643.4,61673.6,48969,82538.8,26358.7,2.63
71619.8,47813,98167.4,52494.5,37277,92289.6,19818.9,2.633
93361,68178,89743.1,62366.3,46922,87107.1,28255.5,2.634
95266.8,70455,88615.5,73976.3,58143,83382.5,18895,2.634
65111.8,45219,94366.6,71782.1,54687,86022.5,17497,2.635
69683,47944,95251.7,52574.6,39669,86856.9,30188.2,2.636
77717.5,53102,95915.3,75900.7,54151,91858.5,28083,2.639
96055.9,66940,94041.2,117796,83035,92971.5,16789.1,2.639
86996.9,49476,115236,72712.2,46192,103162,19849.2,2.64
75850.6,51051,97372.1,63891.2,46150,90729.7,23883.7,2.64
70696.8,45925,100886,55085.5,38137,94660.9,10673.6,2.641
68093.3,47058,94831.1,61980.6,43454,93477.3,22410.5,2.642
71429.8,45283,103377,58445.1,39707,96463,25410.6,2.646
139034,91386,99706.1,82849.7,55383,98038,22574,2.647
97225.2,64508,98774.6,63116.4,42476,97381.9,10351.4,2.647
81553.7,51297,104191,91310.5,61965,96572.6,18425.1,2.647
72990.7,48635,98355.5,47614.8,31494,99081.9,19930.7,2.648
75038.4,49007,100347,59896.8,39474,99442.6,16727,2.649
101889,70493,94724.6,146525,96464,99546.6,18517.5,2.65
72661,45288,105147,91464.3,65445,91591.5,18415.4,2.651
86840.6,61521,92508.1,78908.4,55145,93777.1,24690.3,2.651
102334,72021,93119.8,73164.1,54721,87624.2,18438.2,2.652
116209,88579,85978.6,74348.2,58159,83778.7,26109.6,2.655
66760.6,45766,95599.8,105434,77246,89450.9,13337,2.656
72771.8,48477,98380.2,56825.6,40656,91600.9,21163,2.656
83378.9,62653,87215.6,62124.8,48800,83430.6,17768.9,2.658
62891.3,42116,97864.1,156334,109528,93542.3,10589.4,2.659
79374.2,53669,96925.1,72867.5,50609,94359.5,26356.6,2.659
78957.4,55493,93246.9,66166.2,50541,85797,23242,2.661
94525.9,68372,90605.1,51074.5,39240,85301.2,27404.7,2.662
57564.7,39501,95505.5,81708.4,59904,89390.4,18778.3,2.667
69362.6,44145,102973,59716.1,38717,101081,19799.6,2.667
77369.8,50561,100285,48162.7,32197,98033.7,23642.2,2.667
79249.7,49107,105763,55362.8,35663,101737,13749.6,2.669
72556.6,45297,104975,69535.4,47533,95871.8,10583.2,2.67
91456.6,53941,111116,101319,72457,91641.1,29935,2.671
107150,66071,106282,125812,80707,102162,17087.2,2.671
78013.4,52047,98232.2,58862.5,43522,88636,27599.3,2.671
68595.1,47651,94341.1,49459.9,34880,92930.1,23957.5,2.673
69015.6,52925,85460.7,61686.7,49312,81982.1,11073.8,2.675
101417,64723,102691,196838,130875,98567,14436.9,2.675
70080.5,43915,104584,55006.8,37238,96807.7,24121.7,2.676
73094.4,49992,95821.6,46532.9,34849,87508.4,13879.3,2.678
73767.6,46265,104494,61263.7,42260,95006.6,15122,2.686
64152,45016,93394.9,55778.2,40741,89724.9,28836.5,2.687
94034.9,66836,92205.9,64031.3,48140,87169.8,26813.4,2.687
66629.5,43504,100373,63278.5,44756,92658.4,13669.6,2.688
83751.8,56520,97111.8,94319.5,67765,91217.1,25516.9,2.689
60431,42409,93386,60317,43172,91562.5,13559.2,2.689
70475,46372,99600,73416.7,49768,96677.3,20728.3,2.69
72517.7,45696,104003,52453.1,34572,99432.1,28437.7,2.694
79099.9,48642,106572,48956.2,31642,101397,22351.9,2.694
106021,70805,98131.8,67481.3,43309,102114,22089.7,2.694
64969.9,42137,101048,62049.6,41597,97759.1,10981.3,2.694
127993,84028,99825.6,116230,82405,92436.6,25347.2,2.695
77323.7,51264,98850.8,68363.1,48012,93315.1,22206.3,2.695
70523.3,46301,99821,81282,56393,94460.3,11495.4,2.695
130693,82268,104112,200709,132197,99500.6,18285.7,2.696
70225.9,52327,87953.2,52800.9,43331,79858.7,18209.1,2.696
63332.6,44146,94019.1,56277.8,40126,91916,30795.4,2.696
81617.8,59209,90339.3,79637.7,60932,85655.1,27504.1,2.696
65856.2,46336,93144.7,56364.7,43928,84090.3,26144.8,2.696
120542,92334,85557.5,71558.5,53623,87456.1,20303.2,2.698
70542.7,47017,98328,57196.2,40180,93290.4,19707.1,2.698
90579.6,57458,103314,57250,38014,98698.8,19298.6,2.699
61426.8,45331,88806,61801.9,46827,86493.9,18425.1,2.699
92023.2,57501,104882,106061,72848,95414.9,13817.2,2.699
84978.7,60349,92282.7,63852.6,46461,90067.9,25019.4,2.699
94928.4,66302,93831.7,73974.9,52743,91917.8,30805.7,2.7
67952.2,54404,81856.4,70665.7,62144,74522.8,18264.3,2.7
84456.7,54718,101154,65031.1,44483,95809.2,19357.3,2.701
66657.6,47688,91605.3,82835.2,60860,89199.6,12486.9,2.702
101416,71433,93043.4,97223.8,75188,84743,18545.8,2.704
78875.3,54470,94899.4,52830.5,39406,87862.3,13722.7,2.705
94107.6,69984,88126.4,58165.6,44824,85042.4,18624.5,2.707
80020.8,53920,97259.7,97250.7,69088,92250.8,10962.7,2.709
88396.6,63965,90567.6,74157.8,57344,84751.7,13808.3,2.709
103151,70748,95551.7,76102.2,54657,91249.6,14505.2,2.709
63802.8,40020,104482,55899.7,36968,99097.6,24509.5,2.71
83936.9,65284,84260.9,47049,36228,85111.1,21150.6,2.71
84528.7,66234,83637.9,51362.9,43150,78009.7,13279,2.71
79237.4,55855,92971.2,63103.3,48412,85423.8,13117.6,2.71
71071.9,48869,95311.3,62101.4,45513,89422.3,19486.3,2.711
141952,95153,97768.2,144912,102413,92732.2,11220.8,2.712
65948.4,42242,102315,72991,51966,92051.3,27947.1,2.712
67820.4,42551,104455,67009.4,44123,99529.2,24632.3,2.712
73609.2,46387,103996,62600.9,40555,101162,19469,2.713
113388,79741,93189.5,67891.2,48848,91084.9,14842.6,2.716
116075,80485,94515.5,72638.4,51265,92859.2,18383,2.716
58964.4,42980,89909.1,74679.4,59676,82012.7,16854.6,2.717
71511.8,41596,112669,53557.1,34145,102795,29198.7,2.719
100230,74545,88117.3,85898.8,66393,84790,11392.6,2.72
75951.4,50931,97731.2,56181.9,40143,91720.5,27946.4,2.722
84010.3,63510,86690.3,47641.7,37726,82761.2,15698.2,2.723
76075.9,57160,87223.8,63580.1,50401,82672.6,26714,2.723
68434.6,45477,98619.7,72042.9,46061,102503,17575,2.723
70872.5,45966,101046,53870.4,36595,96473.5,28163.7,2.724
101855,64392,103664,69581,47621,95757.3,14136,2.726
64613.5,42913,98676.7,60795.9,41317,96432.9,25276.8,2.726
78878.2,57133,90479.4,69301.5,51104,88872.6,26140,2.73
71092.8,46003,101279,61321,40999,98020.3,26527.1,2.73
104445,78560,87130,49844.9,39188,83358.1,13168,2.732
104592,76081,90095.5,62204.9,47309,86170.9,26921.7,2.732
115523,73592,102877,95560.9,66904,93606.9,24191.4,2.733
80735,55954,94560.8,52767.1,39022,88620.3,14311.3,2.734
85937.8,56625,99461.7,48656.7,31725,100513,19369,2.734
69215.8,47152,96202.2,50014,35708,91792.2,30729.8,2.734
69192,43296,104734,51369.8,33896,99320.6,18068.3,2.738
87301.4,62293,91846.4,55498.1,41377,87902,30714,2.738
65202.5,47580,89809,60257,45381,87018.9,27364,2.741
83638.8,53774,101933,87090.4,55815,102258,25890.9,2.742
84401.3,62405,88635.9,53726.2,40901,86085.9,21065.7,2.743
79138.1,53689,96600.7,69260.8,48116,94336.1,21296.8,2.743
90648.7,59265,100241,146884,98521,97707.3,19604.3,2.745
124377,87961,92668.1,152088,108521,91846.4,17005.7,2.745
70105.7,45722,100487,77954.1,57191,89328.8,19678.8,2.745
106676,56326,124119,59893.4,39518,99326.2,13056.2,2.746
73453,51049,94297.9,53064.4,37069,93815.1,19626.4,2.747
84492,58616,94466.8,60107.3,41253,95488.6,30502.1,2.748
67205.5,47226,93261.8,73396,55011,87438.5,18186.3,2.749
84198.2,44976,122688,100879,66684,99142.7,28034,2.749
97263.4,71938,88607.6,49054.2,37926,84765.4,28612.2,2.749
85734.7,58504,96039.8,105059,70152,98146.5,27949.8,2.75
75633.8,50908,97366.6,69844.6,52245,87612.9,16033.5,2.751
92526.5,68282,88805.5,68925.5,52158,86604.2,11283.6,2.752
70946.6,46826,99294.4,56877.4,39079,95384.1,26202.1,2.753
104530,75177,91124.9,62500.2,46989,87169.6,17414.9,2.754
104425,76742,89176.9,55019.2,40462,89114.2,27752.5,2.755
92139.1,57228,105515,66438.7,42572,102277,15024.1,2.756
129164,90133,93915.9,65947.4,47449,91085.8,18970.9,2.756
85242.2,55125,101341,85989.2,61209,92067.9,24536.4,2.757
89632.8,57874,101499,63622.1,45694,91249.2,25591.4,2.758
73923.8,53733,90162,78293.6,59981,85544.6,14085,2.758
85327.9,62494,89481.4,63682.9,48903,85342.8,27484.1,2.759
177565,107629,108120,158786,102192,101830,12106.7,2.76
70275.6,47025,97939,47202.2,32637,94783.3,24512.2,2.761
74754,51897,94400,67533.1,50356,87891.1,19524.9,2.763
127023,77949,106795,110157,76720,94098.8,27415.1,2.763
95892.5,56782,110676,67010.7,44183,99396,25322.3,2.764
79651.4,55492,94068.3,102806,75676,89030.7,16829.8,2.766
112779,78057,94688.6,89254.3,61252,95496.7,25333.3,2.767
88632.7,64356,90257.9,65070.4,49436,86262.2,12765,2.768
74828.2,48684,100730,53342.5,36792,95016.7,19682.2,2.768
131478,93038,92613,70805.7,52247,88815.1,21085.7,2.768
63950.4,42291,99100.4,53665.4,37867,92878.2,22714.8,2.77
79135.9,50428,102845,112007,77957,94160.8,30000.5,2.77
101932,67444,99048.2,65754.2,44124,97662.7,28726.8,2.771
107426,78417,89780,65238.1,46441,92061.9,12700.1,2.774
68721.1,47361,95093.2,51789.3,37445,90641.4,26903.1,2.774
85865.8,53706,104780,86797.9,56327,100989,28490.8,2.776
83385.4,57137,95642.8,53366.7,38909,89887.6,29433.3,2.777
68228.6,47548,94040.4,56931.9,41937,88968.9,16971.2,2.777
92270.9,66753,90588.7,57378.3,43617,86212.9,15089.6,2.779
70395.1,46929,98306.3,67055.6,45793,95965.6,28725.4,2.779
95620.3,61432,102008,98352.6,67532,95445.7,12085.3,2.779
74604.2,42461,115147,52302.7,34560,99181.4,19179.2,2.78
74472.5,48075,101521,73809.3,49803,97126,29077.3,2.782
95236.6,66089,94439.7,68399.7,51812,86517.5,17742,2.783
138630,87269,104107,85902.2,56585,99490.8,25728,2.784
91087.2,66548,89702,72541.1,53804,88358.7,17315.6,2.784
64118.2,43709,96136.9,54757.7,41872,85704.1,17951,2.784
158792,96592,107737,108653,69544,102391,11551.3,2.785
112985,82426,89833.4,73561.6,54515,88433.1,20830.4,2.785
74705,51944,94252.8,56169.4,40264,91424.6,18633.4,2.785
86783.8,65364,87012.1,74208.1,59164,82200.4,28485.3,2.786
89743.7,64189,91626.9,62074.5,48288,84246.9,15867.2,2.786
73105.2,49764,96274.9,52063.3,37464,91074.6,10871,2.788
105011,75768,90830.2,55204.8,41409,87370,17134.1,2.789
54100.8,46073,76955.1,97676.4,83449,76709.4,10153.3,2.79
74061.4,46769,103780,56769.1,36637,101548,30357.2,2.792
99653.8,70330,92860.9,89533,57011,102921,30139.2,2.792
54972.7,36571,98512.3,75582.6,52399,94532,23991.3,2.793
71894.2,49645,94907,58837,41504,92905.3,21352.1,2.793
108052,72613,97520.9,86564,58609,96794.9,15634.7,2.794
72930.2,55160,86649,54346.5,42529,83746.4,28943.4,2.794
75605.8,50009,99080.2,102406,68441,98059.7,19767.8,2.794
65489,43268,99193.2,77516,54388,93404.6,24276.3,2.794
78507.4,52661,97701.5,67000.4,47241,92947.6,30012.2,2.796
68273.3,48789,91708.3,86992.4,63461,89836.9,10405.2,2.796
86479.9,63204,89670.7,70713.3,54216,85477.8,21942,2.796
85262.4,62653,89185.8,58824.6,46800,82374.5,17675.7,2.796
94055.8,68734,89679.6,45931.9,37111,81113.3,17181.7,2.797
127092,82333,101163,117317,79408,96822.8,25051.1,2.798
92770.6,65092,93403.4,63353,44972,92322,21169.2,2.798
122502,73190,109691,165666,106490,101954,19232.4,2.798
69179,45940,98687.8,57684,41036,92123.5,20310.8,2.799
83984.4,51545,106781,70429,45613,101191,21612.2,2.8
67405,46303,95403.1,58085.6,41714,91257,15052.3,2.801
64619.3,46189,91686.1,69899.8,55632,82343.8,24700.6,2.802
67291.9,46185,95486.5,64547.4,47405,89234.9,26627.1,2.803
78355.4,50603,101478,58932.9,41334,93439.5,23587.7,2.805
88622.6,64016,90726.9,50764.7,40636,81871.1,17193.4,2.807
70340.4,48085,95868.3,54921.2,40017,89944.7,20306.7,2.808
70658.6,44949,103021,101077,71841,92206.5,25103.6,2.808
98976.2,78468,82664.4,190970,145596,85959.8,15380.1,2.81
64186.6,49088,85693.7,67097,52952,83042.5,22995.6,2.81
104378,64425,106178,82293.5,53689,100452,17709.5,2.81
81091.4,54798,96981.8,75945.5,54771,90872.3,19044,2.81
85507.9,52280,107189,74298.5,49624,98122.4,15869.3,2.81
76710.2,50862,98841.6,62343.6,44010,92836.8,23741.5,2.811
101524,72893,91277,61178.9,45437,88241.2,25113.2,2.812
78099.8,58667,87244.1,85000.4,70726,78762.9,16956.1,2.812
92419.2,69120,87627.1,67923.6,54040,82373.1,21716.4,2.813
77994,58065,88029.2,64150,54673,76896,16522.7,2.813
67352.4,40136,109976,64673.7,42424,99907,29539.6,2.815
88894.1,63665,91506.5,93662,71901,85370.6,18839.8,2.817
64900.8,44348,95908.2,58211.2,42209,90381.8,16700.1,2.818
105311,72456,95253,76838.4,53989,93272.4,11360.2,2.818
81372.2,57712,92403.9,78978.8,61484,84183.7,17837.2,2.819
63743,41668,100256,57290,40068,93704.7,23215.1,2.821
65953.4,46317,93320.5,80440.2,57936,90992.3,29441.6,2.823
130891,94360,90907.9,115163,87505,86250.2,13059.6,2.823
64849.7,42253,100584,52932,36336,95468.7,19144.7,2.824
77490.7,57753,87933.7,50190.6,40724,80770.3,18137.3,2.824
70866,50485,91993.1,56448.9,40869,90519.3,24037.5,2.825
77282.6,56317,89933.7,85309.5,62477,89486.5,16188.8,2.827
52888.3,44602,77711.5,71630.3,64403,72890.4,21968.2,2.827
84237.1,57373,96222.3,88439.4,66192,87562.9,22766.6,2.831
82697.8,53730,100869,73508.5,49490,97341.9,20700,2.832
90923,58561,101753,70199.2,46397,99156.8,29979.8,2.833
75479.8,49780,99370.1,65080.1,45556,93623,28797.8,2.834
66677.8,46902,93168.6,98352.6,71534,90105.9,20856.6,2.835
148756,96584,100936,95375.9,63301,98743.4,23469.7,2.835
87823.4,58757,97955.9,139564,88473,103382,30829.9,2.835
63481,41905,99279,60235.6,42733,92378.3,12337.9,2.835
76477.7,51444,97427.1,58651.4,42588,90254.9,16255,2.836
87564.2,64114,89506.4,72476.2,52446,90565.6,30480.8,2.837
77446.8,52919,95911.8,66999,47311,92808.1,27996.1,2.837
95334.5,62044,100700,87928.1,58348,98760.1,17874.4,2.837
111192,75452,96579.4,88107.5,60289,95775.5,28464.6,2.838
115395,85467,88484.9,64920.7,48294,88098.8,27108,2.838
75733.9,55300,89752.2,45763.6,34428,87114,26453.9,2.839
78116.4,57520,89002.7,49864.9,39084,83613.4,21010.5,2.839
81230.4,58137,91568.5,60786.2,44148,90234.8,27753.2,2.84
110468,75685,95654.9,80369.1,53337,98750.8,23733.9,2.842
69300,47424,95766.8,54449.3,39660,89974.5,15044.1,2.843
83654.6,62532,87673.4,69153.2,52168,86873.6,17844.1,2.843
95865.1,65881,95363.1,49531.6,35796,90683.5,30569.1,2.843
84042,60132,91594.8,50399,37200,88788.9,19945.8,2.843
107214,75701,92817.3,147532,98181,98477.6,29463,2.843
77719.7,51323,99242.8,74805.7,53510,91617.7,13676.5,2.848
71110.8,44088,105705,58449.2,38593,99254.5,25392,2.848
78450.5,51873,99113.8,62540.2,46081,88944.2,11222.8,2.849
151703,96093,103463,96279.8,63049,100078,30798.2,2.849
52954.6,34103,101763,71757.9,51163,91916.6,21425.2,2.85
106329,72232,96472,81854,58501,91697.3,23043.9,2.85
95248.8,65384,95470.2,54216.1,38808,91556,24806.2,2.851
117857,80775,95622,75936.6,51003,97574.2,23635.3,2.854
73639.4,47556,101481,101617,72056,92422.2,29008.3,2.855
113200,82969,89414.9,70709.8,54772,84606,24968.3,2.858
104632,72404,94706.8,113289,78540,94531.6,13977.3,2.858
86315,58204,97188.2,60330.1,41048,96321.3,30805.7,2.859
69565,47977,95024.9,49228.7,36820,87622.3,19421.4,2.86
94882.3,70396,88331.8,42902.1,34337,81883.5,13544.7,2.861
69456.2,48529,93797.2,48580.8,36681,86796.8,18674.8,2.861
101141,66444,99758.4,89276.3,63029,92827.3,15870.7,2.862
121085,79571,99727.3,68482.5,48559,92425.1,27305.4,2.862
86771.5,53357,106578,79048.5,53632,96593.8,14913,2.864
127241,96088,86783.3,107603,82213,85776,30807.8,2.865
75734.6,50032,99203.4,59562.9,40316,96822.9,17039.6,2.866
79768.8,51632,101250,55393.9,38844,93458.3,27122.5,2.867
97499.5,65473,97593.3,97904.8,67357,95257.9,28352.8,2.87
73562.4,49968,96481.5,55675.4,38952,93672.8,22149.7,2.87
72198.7,47060,100544,70573.9,51648,89551,11810,2.873
117369,85170,90312.5,78598.6,57118,90182.4,18660.4,2.874
53939.5,44377,79657.9,77746.4,62260,81837.3,12002.5,2.874
122185,79506,100716,83234.7,57710,94522.1,13564.7,2.875
72540,50160,94776.4,57697.1,41808,90442.9,26318.7,2.875
78554.9,51340,100276,66326.9,43425,100099,12147.5,2.875
101743,69288,96233.7,84066.8,60449,91141.4,26963.1,2.876
91647.4,62744,95725.5,92471.7,68811,88070.6,30425.6,2.877
76512.2,54149,92602,61169.2,44349,90391.8,14803.3,2.877
96327.4,69131,91318.1,61403.1,47094,85448.5,21911.6,2.879
66631.7,45240,96524.6,59024,41281,93704,14148.5,2.879
64547.3,44184,95739.9,68817.1,44677,100947,10579.1,2.879
74608.6,49407,98964.7,63974,42930,97661.4,28448.7,2.88
76026.2,47761,104321,53417,35821,97728.7,24054.1,2.881
128575,97208,86682.9,140686,110012,83809.1,23081.9,2.881
53803.4,35280,99945.1,72530.7,49212,96589.7,16850.5,2.881
80828.6,60891,86994.6,49771.1,40166,81207.9,11920.4,2.881
75744,45560,108954,69086.2,46097,98219.8,19598.1,2.882
92516.4,63165,95989.2,48392.5,33744,93985.5,14733.6,2.883
115687,83954,90307.1,69769.4,54026,84633.4,27846.3,2.883
141571,106416,87186.4,69609.3,50808,89787.3,16673.8,2.885
93441.6,69778,87761,99291.7,76522,85036.7,23124.7,2.886
83177.3,51904,105023,53688.9,36748,95748.2,20191.5,2.888
57934.8,38576,98424.3,80249.1,58284,90234.1,26841,2.889
105728,69784,99292.3,89777.3,60037,98000.3,11073.8,2.891
54293.8,37557,94741.2,69910.1,48773,93937.8,10383.8,2.891
98125.9,74921,85834.1,66963.8,53844,81504.7,23146.1,2.892
88040.9,52197,110540,69722.4,45869,99616.9,26053.7,2.893
69256.8,45429,99910.1,48945.1,32057,100061,14827.4,2.893
82073.5,56067,95934.7,45357.8,31727,93692.2,19627.7,2.893
148744,101901,95662.4,72065.7,50144,94186.7,15919.7,2.896
114183,76466,97862.1,101133,71746,92379,15961.1,2.897
59340.2,40064,97067.8,63811.9,42184,99136.5,22781.7,2.898
73541.5,54424,88556.8,47209.8,36501,84763.2,18508.6,2.9
72141.1,47948,98603.5,58866.7,38261,100831,29897,2.9
72286.6,47315,100124,70068.8,48667,94356.1,10027.1,2.901
90312.5,64369,91949.8,103319,79465,85208.9,16422.7,2.903
73324.1,52582,91388.1,53247.3,39294,88807.8,16564.1,2.904
77574.2,51081,99526.4,67556.5,49300,89805,25036.7,2.906
92785,56161,108274,75926.9,50401,98727.1,21182.3,2.908
74918.9,52417,93669.7,60567.5,46685,85024.2,10385.9,2.908
99846,70689,92567.6,65690.1,50241,85688.3,22681.7,2.908
114836,85147,88387.4,72138.8,52230,90516.7,27675.2,2.909
76149.4,53074,94029.5,61481.1,46478,86691,16602.8,2.91
96962.4,70750,89816.7,71940.8,52323,90107.8,12579.4,2.91
133260,98664,88515.7,73492.6,52232,92211.9,28722.6,2.911
71487.4,46182,101446,49833.2,32606,100162,27491,2.911
62362.1,52088,78462.6,97439.7,83169,76781.1,16006.6,2.911
84835.4,57149,97285.6,51171.8,34576,96992,24511.6,2.914
59459.8,39624,98343.3,78722.8,56984,90537.3,11271.2,2.915
65674.1,44920,95815.2,100470,73717,89320.2,23501.4,2.915
110764,67296,107867,88961,64004,91090.4,27633.8,2.915
73229,51028,94049.1,53795.9,40480,87094,29547.2,2.915
59531.8,42393,92031.1,63795.3,46980,88993,16832.6,2.918
46643,25975,117682,87837,55983,102826,13957.3,2.919
