"FSC-A","FSC-H","FSC-W","SSC-A","SSC-H","SSC-W","530_30 Blue B-A","Time"
118041,74004,104534,99367.6,67416,96596.6,16368.9,9.084
77134.3,59192,85401.3,42134.9,33784,81735.4,13988.4,9.084
72589,46288,102774,61863.3,41248,98290.2,22401.5,9.085
112723,81564,90572.2,63204,47589,87039.8,18650,9.086
63296.6,43075,96302,58060.7,40735,93410.3,17147.2,9.087
105945,76254,91053.8,65830.8,51399,83937.2,19125.4,9.087
70910.6,44213,105109,62934.9,40889,100871,18579.6,9.09
82900.1,50451,107687,81597.3,57467,93054.5,11429.2,9.091
62676.7,40709,100901,59751.2,40469,96761.9,28699.2,9.092
69930.7,46122,99366.5,62884.5,43219,95356.2,20488.2,9.092
78138.7,46545,110020,55547.1,38077,95604.5,22922.5,9.092
66595,43350,100677,83306.5,59422,91878,24595.1,9.093
78894,60249,85817.1,63829.1,50873,82226.5,28364.5,9.093
88436.9,64128,90378.6,55425.6,43292,83904,29002.8,9.094
108846,70089,101775,98596.9,64020,100932,13736.5,9.094
105438,76690,90103,72695,57242,83228,10295.5,9.095
61939.4,36157,112268,66220.7,42992,100945,15498.8,9.096
132025,90992,95089.6,102535,73512,91410.4,19600.8,9.096
80197.2,51162,102729,59718.8,38979,100406,17784.1,9.097
65656.8,41864,102782,56677.3,39077,95053.4,28075.4,9.098
69156,46269,97953.4,78674.5,54432,94723.9,23481.4,9.099
77173.9,53108,95233.7,85608.3,66120,84852.2,15948.7,9.101
84669.8,51425,107903,89765.5,57005,103199,23565.6,9.102
72452.9,48955,96992.6,105731,78038,88792.9,29465.1,9.104
97874.6,65789,97498.2,55420.1,40752,89124.8,16346.8,9.105
61369.9,39538,101723,57541.2,40266,93652.7,15556.7,9.106
78619,50828,101369,88367.6,58728,98611.6,24668.9,9.107
81486.7,59173,90249.2,57398.3,44297,84919,17626.1,9.108
80966.2,54604,97176,96576.5,70264,90078,27546.2,9.11
71256.2,47880,97532.3,57005,40956,91217,13644.8,9.111
77189,58084,87092.2,39923.4,32000,81763.1,23296.5,9.112
69914.9,41725,109813,57535.6,37325,101022,20409.5,9.114
83987.3,52933,103984,70432.4,45041,102481,16355.1,9.114
105767,73380,94461.2,63560.7,43864,94964.4,18896.3,9.115
108417,77118,92134.2,91787.2,61991,97036.2,12125.4,9.118
74091.6,52676,92179.9,62767.2,47980,85733.9,22094.5,9.119
73579,53628,89917,70566.3,52929,87374.3,27221.2,9.123
70570.1,46686,99063.6,61405.2,42131,95517.5,26499.4,9.123
64995.1,41767,101983,57877.9,38955,97370.9,18777.7,9.123
70846.6,47605,97531.8,52816.7,36697,94323.7,22358.1,9.124
115236,88496,85338.4,149371,107912,90714.2,10717.1,9.125
66354.5,45680,95197.2,54716.3,41636,86124.7,17764.1,9.125
74107.4,59328,81861.9,42217.6,37364,74049.2,11538.2,9.125
62720.6,41641,98711.8,58164.9,42260,90201.1,29725.2,9.125
84950.6,60020,92757.8,85284.7,63804,87599.8,27301.2,9.126
95636.2,68845,91039.5,67671.1,51488,86134.5,27638.6,9.126
64509.1,41851,101017,68887.5,48726,92653.1,16221.2,9.13
71447,46559,100568,62750.7,43778,93938.2,14253.3,9.13
63393.1,44276,93832.6,75966.2,56052,88819.7,21855.8,9.132
80684.6,63008,83921.9,56762.9,44764,83102.7,23569.7,9.133
91543,68586,87472.1,68083.7,54787,81441.4,25334.7,9.134
59612.4,44148,88492.3,58674.1,42696,90061.6,13842.1,9.134
105167,79570,86618.2,51320.8,37966,88588.8,22546.4,9.134
87046.6,61957,92074.9,77119.9,58009,87126.7,29466.4,9.135
105313,76580,90125.2,105188,82664,83392.8,13788.3,9.135
87716.2,61245,93861.8,55662.3,39277,92875.8,22079.3,9.136
108481,78625,90421.7,101507,78473,84772.9,28363.8,9.137
93688.6,61981,99062.2,71759.3,48592,96781.7,14211.2,9.138
66954.2,47944,91521.6,69754.9,51201,89284.5,16514.5,9.138
83843.3,55152,99629.3,57713.7,38704,97724.4,17616.4,9.139
71547.8,48021,97643.9,87276,65333,87547.2,17075.4,9.14
102667,74960,89759.6,52569,41644,82728.9,25270.6,9.141
105144,77535,88872.8,56264,44578,82716.1,18912.9,9.141
72562.3,52544,90504,78147.3,62108,82460.6,26486.3,9.142
83433.6,51616,105934,68521.1,46140,97325.6,23814.7,9.142
80808.5,50808,104233,65278.8,43761,97760.9,25261.6,9.144
66365.3,47077,92387.3,65345.1,48653,88020.4,17683.3,9.145
81313.2,46772,113934,132401,86776,99993.2,28053.3,9.146
94554.7,66458,93242.9,72906.1,53315,89617.8,25113.9,9.149
125757,81068,101663,87812.2,59192,97223.6,26754.1,9.15
58948.6,40432,95549.4,59994.8,44136,89084.2,19074.4,9.15
72269.3,47630,99438.2,53861.4,37159,94993.4,20259.1,9.152
103397,63529,106664,98647.9,62788,102965,17139.6,9.156
115388,83644,90407.7,74387.5,57857,84260.5,16853.2,9.157
96349,69289,91130.3,69259.4,52425,86580.6,23295.1,9.158
110588,68546,105732,46660.6,32417,94331.6,11710.7,9.158
98509,73196,88200,58387.1,47192,81082.8,16355.8,9.16
56332.8,38069,96977.2,68591.5,48825,92067.9,10650.8,9.16
71556.5,44132,106261,75007.8,50152,98016.3,16540.7,9.16
126297,86590,95588.7,101429,71319,93204.1,29577.5,9.166
84466.8,49225,112455,71379.1,45449,102926,16177.7,9.166
118483,79518,97649.8,70026,50391,91072.3,25216.1,9.166
86129.3,56017,100765,44535.4,28717,101636,23393.1,9.167
72398.9,51049,92944.7,84709.2,63604,87282.3,22925.9,9.168
69017,49025,92261.1,59993.4,44849,87665.9,11186.3,9.17
58945,39076,98859.1,66956.2,47580,92224.5,20617.2,9.171
60498.7,40557,97759.8,58475.4,42592,89975.7,15174.5,9.173
107412,77925,90335.4,61678.4,48173,83909.2,30099.9,9.174
71424,44102,106137,68964.1,45470,99398.1,24555,9.175
87561.4,58597,97930.3,64132.1,43389,96866.9,26601.6,9.177
103591,68973,98428.7,81344.1,56141,94956.8,29759,9.18
100832,75225,87844.5,51260.1,40212,83541.8,19883.7,9.183
78417.4,57902,88756.2,60901.5,50106,79655.9,28252.1,9.184
75832.6,53964,92094,59297.9,44961,86433.8,11345,9.185
65943.4,42136,102565,55776.1,39148,93372.5,26551.2,9.187
111372,79092,92283.2,63453.1,46060,90283.6,21973.7,9.187
73404,57718,83346.7,45731.1,37898,79081.6,27201.2,9.187
63625.7,41841,99657.6,54411.3,37597,94845.4,16345.4,9.188
78331,50081,102504,73526.4,51881,92878.4,27743.5,9.188
75694.3,50837,97580.6,61626.7,42589,94831.2,25003.5,9.19
116474,84613,90213.3,72708.1,56889,83759.5,24987.7,9.191
110967,81544,89183,90957.2,67973,87696.1,29463,9.191
93882.2,67456,91210.1,62472.6,49700,82378.4,17017.5,9.192
128026,85176,98505.6,64448.8,44917,94033.8,26431.1,9.194
78372.7,54464,94305.1,54670.1,40200,89125.8,26061.3,9.194
99807.1,65025,100591,133421,84861,103038,26948.6,9.195
87961.7,64178,89822.9,59988.6,48782,80591.5,27155.6,9.198
70702.6,46076,100563,48088.9,33457,94197.1,23193.7,9.198
68304.2,44936,99616.9,73781,47089,102685,12096.4,9.198
108785,73449,97064.9,63090.1,44329,93272.5,27530.3,9.2
75430.1,51547,95900.6,81191.6,58134,91529.5,21315.5,9.2
99723.6,65813,99303.9,85046,56089,99370.1,30743.6,9.2
77724,57304,88889.4,84140,64193,85900.3,15707.8,9.201
84199.7,58371,94535.1,66997.6,50903,86257.3,24889.7,9.202
79838.6,53577,97659.5,61729.5,41684,97051.7,18831.5,9.202
76057.2,48440,102900,68503.9,45781,98064.1,28015.4,9.203
100017,74204,88333.4,70247.5,57889,79527.1,23436.5,9.204
54481,39640,90072.3,70351,51153,90132,12247.5,9.206
108672,75913,93816.8,82712.4,61629,87956,23758.8,9.207
132173,91612,94551.6,78079.7,54373,94109.8,14530.7,9.209
84624.5,60926,91027.6,69259.4,49891,90978.1,23323.4,9.21
82414.8,60888,88706.1,49980.1,39041,83899,22477.4,9.211
155023,111504,91114.2,92753.9,67124,90559.6,24958,9.211
75729.6,44157,112395,49976.7,32928,99467.7,29972.9,9.215
85184.6,53612,104131,62758.9,40133,102484,11901.8,9.216
84412.8,48764,113446,73205.5,47397,101222,21352.7,9.217
69225.1,46821,96895.4,62068.3,43801,92867.9,16453.1,9.218
68356.1,46160,97049.1,124345,100588,81014.3,23949.2,9.22
69721.9,47718,95756.2,58279.5,42494,89881,19743.7,9.22
102356,69481,96544.3,81853.3,58020,92456.7,24913.8,9.221
89170.6,54363,107497,84648.5,54006,102721,23186.8,9.221
69980.4,47899,95748.1,61603.9,42534,94918.7,17367.3,9.222
66319.2,43412,100117,64490.9,42288,99945,12051.5,9.222
98866.8,71777,90270.4,88157.9,69437,83205.1,30368.3,9.223
123387,88508,91362.3,91872.8,63144,95353.1,16415.8,9.223
90456.5,70076,84596.1,47937.1,38172,82301.2,16805.6,9.224
89502.5,67021,87519.4,50727.4,39837,83451.9,28848.2,9.225
67423,49152,89897.3,51328.4,40728,82593.3,16453.7,9.226
69456.2,44472,102354,48522.9,31509,100923,28463.2,9.227
87148.8,57497,99333.6,104873,67956,101138,14863.3,9.229
51513.1,32484,103927,78546.1,54944,93688.1,19118.5,9.23
64986.5,42073,101228,66538.8,43821,99511.3,24697.9,9.23
63194.4,44492,93084.3,89552.3,64225,91380.3,15554,9.231
122433,84088,95421.2,109918,71877,100221,12978.2,9.231
80029.4,46187,113556,77676.1,51990,97914.6,24472.9,9.231
77544.7,53992,94124.5,46968.3,35601,86461.5,16628.3,9.231
63792,45774,91332.9,94214,67655,91263.1,24931.8,9.231
67333,44617,98902.5,63182.6,47693,86820.6,21177.5,9.232
110499,80420,90048.1,73600.2,55376,87103.9,20298.4,9.233
62009.3,40421,100538,71316.3,49585,94258.1,16904.3,9.233
94769.3,67157,92481.8,57530.1,43133,87410.9,16498.6,9.233
68180.4,51001,87611.4,61894.4,47252,85844.2,27513.8,9.234
48291.8,32981,95959.9,84478.1,64237,86186.4,25322.3,9.235
71529.1,44864,104488,61590.1,41644,96925.6,19971.4,9.236
83811.6,64680,84920.8,60597.2,49713,79884.5,29456.1,9.236
81380.2,50996,104583,75486.7,51944,95239,27090.8,9.236
60716.2,39448,100869,69062.8,48341,93628.6,18209.8,9.237
70285,49560,92941.8,50521.1,34997,94606.7,28609.5,9.239
110020,69508,103733,55814.1,37912,96482.2,16186.7,9.239
71228.2,53509,87237.8,50830.9,41505,80261.5,12807.8,9.241
79766.6,48268,108303,106333,74273,93824.8,13110.7,9.242
106381,75861,91901.9,42938,33925,82947.3,28665.4,9.242
96006.2,69285,90811.4,74197.8,57205,85003.5,11544.4,9.243
66256.6,43308,100263,65944,46693,92555.8,21692.2,9.243
93788.6,67253,91394.2,67423.4,51549,85717.6,21372.1,9.244
132094,93709,92380.9,125569,90761,90669.9,16171.5,9.245
81985.7,49548,108441,87610,55637,103198,20756.6,9.245
106559,73933,94456.7,56026.6,40944,89677.6,15968.7,9.246
67096.8,44780,98196.9,60386.7,40341,98101.3,30247.5,9.247
69230.2,47640,95236.5,54941.2,39121,92038.3,18883.2,9.249
93065,69282,88033.1,56074.9,43118,85229.5,11727.9,9.249
78402.2,44176,116311,128039,85148,98548.1,29549.9,9.251
106459,76324,91411.8,83470.7,66564,82181.6,19574.6,9.251
85540.3,60528,92617.8,51032.4,38776,86250.8,14829.5,9.252
81154.8,53907,98661.8,90648.1,66815,88912.8,23702.9,9.253
79102.8,53961,96070.9,121836,80573,99098.3,19892,9.253
85213.4,54729,102040,69992.2,47876,95810.2,10123.7,9.257
119647,80144,97838.5,70461.4,49444,93393.7,13014.8,9.257
60826.3,40461,98522.4,57715.1,39181,96536.9,16086.7,9.258
75488.4,45025,109877,97790.2,63985,100161,20534.4,9.258
92831,69196,87920.9,98661,71400,90558.1,10076.1,9.263
70758.7,48861,94906.9,57584.6,42656,88472.1,20840.8,9.265
101521,68541,97069.8,90977.9,63785,93475.4,29672.8,9.266
77729,55807,91279.8,84084.8,65554,84061.7,28842,9.267
132103,94756,91366.6,82980.8,64664,84099.8,23264,9.27
85833.4,63134,89099,53910.4,42366,83394,26079.2,9.272
80960.4,54209,97877.1,57514.3,39697,94950.6,12387.6,9.276
123288,87681,92150.3,78113.5,57749,88646.5,29100.1,9.277
99367.9,75611,86127.4,60075.5,47222,83374.5,20455.7,9.277
163913,101113,106240,151879,107773,92356.4,13980.1,9.278
102812,70072,96156.3,70728.5,52849,87707.6,24462.6,9.28
90459.4,65477,90540.9,63552.4,49701,83800.6,18821.1,9.282
83691.4,63228,86746.3,44431.2,35192,82741.6,21921.3,9.283
92214,67820,89108.5,57049.2,45809,81616.6,23331.7,9.284
114180,79640,93958.9,74386.1,54593,89296.6,27253.6,9.285
79992,50777,103243,69433.3,46084,98741,20610.3,9.286
83378.2,57353,95274.4,59187.5,43689,88784.7,23824.3,9.287
70863.1,46003,100952,66968,48431,90619.9,24951.1,9.289
66916.1,45628,96112.3,51716.2,40321,84057.2,15857.6,9.291
114000,85273,87613.8,77433.9,58868,86204.8,15131,9.291
79687.4,61140,85417,61677,52248,77363.1,24829,9.291
179144,103685,113231,90132.6,64169,92052.7,27455.1,9.292
82571,52753,102579,79808.9,51961,100659,12896.1,9.292
119727,70802,110822,72660.5,48629,97922.5,19856.1,9.292
79112.2,57073,90843.2,44807.9,33421,87864.9,19531.8,9.293
78997.7,57318,90324,46084.4,36382,83013.2,12658,9.293
86871.6,63532,89611.8,40529.2,31957,83115.5,19970.7,9.295
98304.5,64920,99237.2,85809.1,64593,87061.8,29458.9,9.296
74376.7,47089,103514,61167.1,39953,100334,20680.7,9.296
85144.3,58304,95705.6,75969,56568,88012.7,27345.4,9.296
76859.3,51687,97452.9,77332.4,49547,102288,27154.9,9.298
80979.1,57761,91879.4,70413.1,53901,85612.4,12441.4,9.298
130468,90392,94591.6,97221,70053,90952.2,20773.1,9.299
70284.2,48333,95300.3,64064.4,47088,89163.4,28582.6,9.3
108473,78336,90748.7,77308.3,61108,82910.2,24001.7,9.301
64512,42132,100348,54590,39704,90107.1,27909.8,9.303
101542,66836,99566.6,80091.8,53520,98073.5,22593.4,9.305
71768.2,47418,99190.1,53161.7,38279,91016.2,13962.8,9.305
70322.4,44724,103046,77382.1,53012,95663.5,12264.1,9.305
62284.3,41352,98710.2,69262.2,49473,91750.4,26421.5,9.307
117701,83333,92564.4,82676.5,59437,91160.2,16003.2,9.309
77668.6,53691,94803.4,53597.8,36998,94939.9,24056.2,9.309
95490,72096,86801.4,57224.5,45872,81754.9,23827.8,9.312
89235.4,66338,88156.5,76997.1,63246,79785,25183.6,9.313
112378,83284,88430.3,73014.4,58024,82467.1,30805.7,9.314
78000.5,57068,89574.5,64430.8,47477,88938.6,29078,9.316
71930.9,46793,100743,69046.9,47140,95991.9,23971.3,9.316
57069.4,40180,93083.6,65648,49860,86287.7,10666.7,9.317
91741.7,55817,107716,84458.8,55881,99051.4,20265.3,9.318
76695.8,46981,106987,69983.9,46157,99366.7,14098.8,9.32
65936.2,44252,97649.7,64411.5,48481,87070.6,26861,9.321
90378.7,68530,86430.2,52360,42618,80516.7,27983.6,9.326
122473,89781,89399.4,71989.8,53133,88794.6,24347.3,9.328
113565,85269,87283.6,72647.3,55289,86111.4,25911.6,9.328
63556.6,42081,98981.6,79096.8,59497,87125.2,10586.7,9.329
87437.5,54787,104592,84659.5,55147,100608,30712.6,9.329
74260.8,46753,104095,55559.5,36777,99006.1,23745,9.329
85670.6,53641,104668,73301.5,47716,100677,26719.6,9.331
70938.7,47741,97380.5,69089,50496,89666.8,27283.3,9.331
57591.4,39542,95450.6,72107.1,52762,89564.6,22105.5,9.332
69701.8,50065,91240.9,50099.5,37573,87385.1,27329.5,9.332
84973,59874,93008.5,68072,50446,88434.4,25835.7,9.332
65996.6,41700,103721,64048.6,45920,91408.7,20622.7,9.335
85285.4,55473,100757,91498.1,62057,96627.6,30779.5,9.335
92402.6,58409,103678,66793.4,46244,94658.1,27970.5,9.335
53398.1,38063,91939.6,93199.7,71362,85590.9,30163.3,9.337
84184.6,64896,85014.8,42031.4,34304,80298.7,13534.3,9.337
111610,79305,92232.2,74809.1,57465,85316.1,17109.9,9.338
95162.4,69914,89203.4,55231.7,43107,83969.4,24181.7,9.338
79378.6,56583,91938.5,77320.7,60367,83941.4,16285.4,9.34
68663.5,46705,96348,83167.8,58945,92467.3,12969.2,9.34
78536.2,51508,99925.2,72120.9,48000,98469,19551.2,9.34
129076,85831,98555.5,93154.1,62995,96911.7,29984.6,9.341
75721.7,50387,98487.6,62238,44127,92433.9,27746.3,9.342
68218.6,42197,105950,57851,40833,92849.5,20012.8,9.343
86797.4,50688,112223,48394.5,31480,100749,17142.4,9.345
97538.4,70527,90635.9,54571.4,42475,84199.9,9964.98,9.345
112094,81876,89723.3,64904.2,50740,83830.5,25173.3,9.345
134319,95023,92637.8,139645,107170,85394.9,13541.2,9.345
101905,75401,88572.6,65029.1,50084,85091.9,26257.3,9.346
50994,36541,91457.4,70460.7,50384,91650.4,14448.6,9.346
76378.3,51117,97923,59157.8,40528,95661.5,29005.5,9.347
73224.7,47476,101080,83854.3,55304,99368.5,29877,9.349
94043.5,64749,95186.6,74865,55312,88703.2,18091.8,9.349
64814.4,41424,102541,70132.3,50464,91078.6,28266.5,9.349
85933.4,62709,89807.4,119831,87001,90266.1,27862.9,9.351
74098.8,48345,100448,51487.8,33929,99451.9,18347.8,9.352
65663.3,44241,97269.7,60727.6,44265,89909.5,16722.8,9.352
69596.6,49918,91371.6,48223.4,34419,91820.5,17039.6,9.353
100992,72969,90704.6,64672.3,50612,83742.3,28988.3,9.353
111057,83437,87230.4,92769.8,72624,83715.6,28083,9.355
61653.6,44836,90118,64282.5,50792,82942.5,10724.7,9.355
69660,48840,93473.3,67432.3,47912,92236.7,10964.8,9.356
68348.2,50662,88414.7,49697.2,37642,86524.6,21906.8,9.356
78667.9,51028,101034,72737.7,51288,92944.5,26213.1,9.356
67725.4,53974,82233.1,170521,135770,82310.3,12284.8,9.356
78582.2,48633,105894,49900.8,34340,95232.9,14101.5,9.358
114857,84722,88846.3,123842,91294,88900.7,30178.5,9.359
70809.8,50149,92536.1,46218.3,35157,86155.3,17071.3,9.36
58118.4,40125,94924.5,72596.3,51657,92101.2,19148.2,9.361
71216.6,51221,91119.9,53878,40437,87319.7,17214.8,9.363
83823.1,53692,102314,71914.6,46524,101302,28302.4,9.364
108832,75760,94145.1,78987.1,60860,85055.8,30430.4,9.365
40150.8,28848,91213.4,89528.9,67848,86478.1,24690.3,9.367
78845,58243,88717.8,69144.9,53579,84575.7,26748.5,9.369
68166,58203,76754.2,78951.9,70406,73490.8,16635.2,9.371
67118.4,46373,94854.2,74822.2,50777,96570.3,17065.1,9.372
66962.9,45304,96867.4,70720.2,45672,101478,16883.6,9.372
56365.2,47815,77255,63190.2,55567,74526.8,12145.4,9.373
122342,87420,91715.7,74786.3,58113,84339.1,18967.4,9.373
74415.6,41633,117140,72470,46653,101803,17387.3,9.374
121599,87652,90917.9,68614.3,53864,83482.6,27371.6,9.38
99490.3,67112,97154,74456.5,57020,85576.7,25453.4,9.381
72266.4,58152,81442.6,45587.6,40652,73492.8,15829.3,9.381
87165.4,62604,91247.7,58823.9,44753,86141.3,17027.1,9.383
115955,78028,97391.3,97925.5,74972,85600.6,26952.8,9.383
91496.2,64512,92948.5,54916.4,41468,86789.9,26812.7,9.384
138386,91554,99059.3,102473,68890,97483.6,28936.5,9.386
90426.2,68597,86391.2,51146.9,41881,80035.5,26647.1,9.391
100942,69476,95217.4,88126.8,66588,86734.5,30188.9,9.394
82494.7,53577,100908,82232.1,60228,89479.4,30135.1,9.398
78701,45355,113720,82527.5,54902,98512.2,27072.2,9.399
77395.7,49985,101475,66055.1,42537,101770,14206.4,9.399
69893.3,45496,100680,55236.6,36005,100541,14786.7,9.401
71884.1,44941,104826,80654.1,53225,99309.5,29703.1,9.403
66347.3,42996,101129,72173.3,51224,92338.6,13255.6,9.404
63146.9,43671,94763,69923.9,49883,91865.6,14824,9.405
74591.3,50349,97090.6,79686,53920,96852.8,15207.6,9.405
64193.8,43582,96530.7,63619.4,45795,91044,18961.2,9.406
133127,99253,87902.5,108401,87549,81145.1,12573.2,9.406
77718.2,47414,107423,67054.9,43850,100217,27658.7,9.407
75456.7,55988,88324.9,66230.3,50476,85990.8,27003.2,9.408
65940.5,46078,93786.1,96179.1,63139,99830.4,21414.8,9.408
173298,112395,101048,109976,74310,96991.1,29085.6,9.408
76471.2,48899,102489,93435.7,64256,95296.9,25582.4,9.41
74622.2,42472,115145,84823.1,53877,103179,20408.1,9.41
112347,73091,100734,90138.1,63339,93264.7,13740,9.412
57312,44237,84906.3,158666,119248,87199.3,21668.1,9.412
88546.3,57629,100695,63038.4,43152,95738,16468.2,9.412
82224,51008,105643,70745.7,46072,100634,20070,9.413
67065.8,39264,111940,62938.4,41904,98432.8,21859.9,9.414
105785,71805,96549.6,92768.4,66029,92075.8,24592.3,9.415
111854,80844,90674.3,89106.6,69057,84563.3,15155.8,9.415
71735.8,47290,99413.7,114346,73747,101615,18296,9.419
121085,73761,107583,95055.8,65681,94845.9,21376.2,9.421
76790.9,48305,104183,78650.3,52113,98908.7,17523.9,9.422
56167.2,36815,99985.7,72494.2,50114,94803.4,24615.1,9.423
97816.3,68349,93790.5,102139,73680,90849.7,13212.1,9.423
75052.1,52918,92947.8,58021.4,44234,85963.1,23185.4,9.423
69421,41429,109816,62862.4,41505,99259.2,24999.4,9.423
60684.5,40539,98103.5,70334.5,46982,98110.8,23096.4,9.424
116750,80264,95327.2,111067,88764,82002.4,24958,9.424
109663,74232,96816.6,74341.3,54657,89138.3,29878.4,9.425
85753.4,58660,95805.3,79775,55368,94425.2,28913.1,9.425
101958,69394,96290,65685.9,49466,87025.3,28664,9.426
74011,52023,93235.3,65365.8,41995,102008,29825.9,9.429
93831.1,67252,91436.9,52962.3,40140,86470.8,13449.5,9.43
100570,62984,104645,75354.9,50213,98350.2,24223.8,9.431
138612,81404,111592,125299,80540,101957,16465.5,9.431
85363.2,52150,107274,60952.5,40346,99008.2,27290.2,9.432
86741.3,59488,95560.1,64361.1,45464,92776.1,24446,9.432
140530,99275,92770.5,81336.5,61023,87351.8,15340.8,9.433
80308.1,49554,106209,63324.8,43166,96141.7,18846.7,9.434
74942.6,55585,88359.1,46157.6,35625,84911.8,26404.2,9.436
68564.9,45329,99130.1,65188.4,43305,98653.5,25359.6,9.438
71384.4,45899,101925,57072.7,39135,95574.6,18594.8,9.439
62722.1,41983,97910,59928.6,43778,89713.5,10065,9.442
72130.3,50224,94121,66845.8,48984,89433.4,30649.1,9.443
96809,62724,101149,66202.7,44540,97410.5,30631.9,9.444
67574.9,47011,94203.2,53230.7,38351,90963.2,17539.8,9.444
90936,69735,85460.4,58679,44643,86140.8,26047.5,9.446
83490.5,61433,89066.7,39753.7,30324,85915.3,11346.4,9.447
70895.5,48376,96043.7,54458.9,37793,94436,19778.8,9.447
98391.6,64411,100110,68215.5,49462,90383.9,11592,9.448
82401.1,51237,105397,68697.8,46957,95878.7,17541.9,9.449
84528.7,55055,100621,82540.6,58143,93035.8,21988.2,9.45
64961.3,50205,84798.4,55854.1,45136,81098.4,16413.7,9.45
54767.5,34464,104145,69810.8,50536,90531.8,18364.3,9.451
66458.9,41401,105202,66875.5,44356,98808.6,18836.3,9.452
124597,84597,96523.7,104787,67925,101101,19994.1,9.452
84397.7,54612,101280,63805.7,41792,100057,10812.3,9.457
62897,44790,92029.9,57867.5,44474,85272.5,18220.1,9.457
85417.9,56751,98640.5,78445.4,53039,96928.6,25356.8,9.457
75377.5,49057,100698,51629.2,36889,91723.1,18456.8,9.458
69647.8,47489,96115.6,46774.4,32557,94155.1,25649.4,9.458
95456.9,58824,106349,72123.6,47301,99928,21619.1,9.461
86595.8,63304,89649.1,47020.1,34501,89316.4,23771.9,9.461
91545.1,61249,97952.6,62473.3,44733,91526.4,28533.6,9.462
133474,94888,92185.8,71072.1,54092,86108.5,25073.9,9.462
115455,78992,95787.6,86575,65036,87240.6,16509.6,9.462
63804.2,45000,92921.7,89159.7,66133,88354.9,25576.2,9.466
92028.2,56048,107607,96877.4,61544,103161,22954.2,9.467
90411.8,70740,83760.7,65060.8,53668,79448.2,20531.6,9.468
124476,73961,110297,99379.3,64164,101504,29843.2,9.468
64273.7,42615,98844.1,78335,56671,90588.9,17670.2,9.47
110382,77871,92897,70664.3,51570,89801.3,20118.3,9.47
101473,73244,90794.4,79474.2,56625,91981,28563.9,9.471
62074.1,44464,91491.7,59892,45804,85693,13842.8,9.472
72154.8,44383,106544,64644.7,41794,101368,27204.6,9.472
87483.6,53515,107135,64332.8,43752,96364,28459.1,9.473
78067.4,50236,101844,68872.4,45244,99761.7,29990.8,9.473
133471,84957,102960,116775,78704,97237.2,20470.9,9.474
86739.1,55666,102119,63215,42346,97833.6,25968.2,9.475
87428.9,61328,93427.8,76430.6,55692,89940.3,29923.2,9.476
120686,89790,88086.7,81827.1,62707,85518.7,20694.5,9.476
85478.4,57120,98072.7,88729.2,57940,100362,13798.6,9.477
70726.3,47100,98410.2,58883.2,41656,92639,23954.7,9.478
97451.3,66348,96258.6,65178.8,43829,97459.6,23578,9.478
64369.4,38251,110285,178294,128134,91191,12515.2,9.479
98578.8,66906,96560.3,75488.1,57351,86261.5,28461.8,9.479
78292.1,50960,100686,62152.4,40780,99882.9,27321.9,9.479
73267.9,47577,100925,69222.2,48397,93736.1,28291.4,9.48
68607.4,43517,103322,61052.6,39408,101531,10321,9.482
63822.2,45415,92098.5,58995,42547,90871.2,25375.4,9.482
77271.8,47616,106353,58157.3,39356,96844.2,20802.8,9.483
147099,102709,93860.1,96997.4,67881,93646.6,23920.2,9.484
61909.2,39616,102415,66730.6,46312,94430.3,17861.3,9.485
99080.6,63352,102496,103628,74977,90579.6,27493.1,9.486
69554.9,43613,104518,52135.7,33289,102639,25871.6,9.487
66794.4,42088,104007,62924.6,42892,96144.4,21256.8,9.488
97280.6,49242,129470,102404,70627,95022,17770.3,9.488
63642.2,39443,105744,87565.1,60671,94586.7,10185.1,9.49
98943.8,67884,95521.5,87198.8,61628,92728.3,15462.2,9.492
72913,52032,91836.2,59245.5,42348,91685.8,21220.3,9.492
130334,95550,89393.5,62567.1,47411,86486.2,10381.7,9.493
97663.7,65691,97433.3,96248.1,68854,91610,11753.5,9.493
66042.7,42046,102939,81414.5,56695,94110.2,23747,9.495
71917.9,45469,103658,58861.1,39360,98006.2,24729.6,9.495
56273,40119,91924.3,67031.4,46291,94899.1,14669.4,9.497
83144.2,57789,94290.2,63825,42601,98186.3,18465.8,9.498
81279.4,53772,99061.3,93713.7,63989,95979.4,27958.8,9.5
86302.8,50685,111590,85980.2,56304,100078,30531.1,9.5
75409.9,47697,103614,79253.4,52461,99005.9,18506.5,9.501
75894.5,52913,94000,67574.5,50125,88350.3,12242.7,9.502
108658,76840,92673.3,64027.9,48325,86831.5,21748.8,9.503
101907,60379,110611,78727.6,51910,99393.1,30081.9,9.503
82496.9,62265,86830.7,53368.7,43732,79977.5,13499.2,9.503
105199,71840,95967.9,75788.9,53592,92679.9,26194.5,9.504
107258,80008,87856.7,73539.5,58437,82473.2,27967.8,9.504
73666.1,50003,96549.8,89206.6,62047,94222.9,16771.8,9.505
57542.4,44764,84244,66363.5,52472,82886.1,10142.3,9.505
60858.7,45319,88008.1,63564.9,54495,76443.5,26385.6,9.506
133956,92791,94609.8,112383,76559,96202.1,27542.7,9.507
71616.2,51053,91932.7,73926.6,53488,90578.3,24880.7,9.507
86342.4,54525,103779,82007.9,54752,98160.2,14197.4,9.507
111218,79103,92143.3,123293,89483,90298.2,29044.9,9.508
