step_1,step_2,step_3,step_4,step_5,step_6,step_7,step_8,step_9,step_10,step_11,step_12,step_13,bootstrap_0,bootstrap_1,bootstrap_2,bootstrap_3,bootstrap_4,bootstrap_5,bootstrap_6,bootstrap_7,bootstrap_8,bootstrap_9
ba4,ba1,wuhan,wuhan,ba1,ba1,wuhan,ba1,ba1,wuhan,ba4,ba4,ba1,2389019.0,2997061.0,1737135.0,725434.0,5962907.0,1226657.0,739566.0,1932150.0,3682120.0,605881.0
wuhan,ba1,ba1,ba4,ba4,ba1,wuhan,ba4,ba4,ba1,wuhan,ba4,ba1,5607495.0,8363455.0,1721006.0,2601224.0,10396470.0,3595864.0,3814457.0,8798554.0,3761140.0,2147440.0
ba1,ba1,ba4,wuhan,ba1,ba4,ba4,wuhan,ba4,wuhan,wuhan,ba1,ba4,4411768.0,3740774.0,3493790.0,7570006.0,742266.0,479794.0,4565026.0,2997110.0,2788645.0,7150417.0
wuhan,ba1,wuhan,ba1,ba4,wuhan,ba1,ba1,ba1,ba4,wuhan,ba4,ba1,3875718.0,6494172.0,1544980.0,1766519.0,7189718.0,2666788.0,2603812.0,5233572.0,3070672.0,1382019.0
wuhan,ba4,wuhan,wuhan,ba4,ba4,ba4,ba4,ba4,ba1,ba4,wuhan,wuhan,629856.0,1621954.0,1789971.0,695538.0,599398.0,181423.0,1143856.0,1027581.0,1199965.0,465335.0
ba4,ba4,ba1,wuhan,ba4,ba4,ba1,ba4,ba4,ba4,ba1,ba1,ba1,3890877.0,3802708.0,761906.0,974122.0,3671255.0,2089452.0,1353545.0,1349169.0,2698921.0,2211182.0
ba1,ba1,wuhan,ba1,wuhan,ba1,ba1,ba1,ba4,ba4,wuhan,wuhan,wuhan,1504668.0,2050136.0,2847194.0,2021643.0,2317196.0,741432.0,4028692.0,655527.0,2373936.0,1099000.0
ba4,wuhan,wuhan,ba1,ba4,ba1,wuhan,wuhan,ba4,ba1,ba1,ba4,ba1,6701730.0,4509672.0,1298602.0,1274816.0,9470877.0,2639696.0,1480561.0,2546178.0,4379811.0,1691272.0
ba4,ba4,wuhan,ba1,ba1,wuhan,ba1,wuhan,wuhan,wuhan,ba1,ba4,ba1,4905352.0,3364639.0,1288094.0,979268.0,4559449.0,1447915.0,1213424.0,1898927.0,4330665.0,1440422.0
ba1,ba4,ba1,wuhan,wuhan,wuhan,ba1,ba4,wuhan,ba4,ba4,wuhan,wuhan,1318625.0,2611143.0,3403222.0,2751157.0,917729.0,796047.0,2658330.0,321338.0,1759342.0,1357479.0
ba1,ba1,ba4,ba4,wuhan,ba1,ba4,ba1,ba4,ba4,ba4,wuhan,ba4,5487352.0,2994262.0,2254195.0,4696295.0,235392.0,402587.0,2657204.0,2102464.0,2564689.0,3651214.0
ba1,wuhan,ba4,ba4,ba1,wuhan,ba4,wuhan,ba4,ba1,wuhan,ba1,wuhan,5646734.0,2542812.0,4171109.0,3498241.0,3623362.0,1906919.0,6593651.0,536981.0,3262327.0,2562015.0
ba1,ba4,wuhan,wuhan,ba4,wuhan,ba4,wuhan,ba1,ba1,wuhan,ba1,ba4,3677073.0,2539250.0,2720641.0,6834226.0,114597.0,448811.0,3911400.0,1688313.0,2661565.0,5574126.0
ba4,ba1,ba1,wuhan,ba4,ba1,ba4,wuhan,wuhan,ba4,ba4,ba4,ba1,2045645.0,2949259.0,1806181.0,779140.0,6503781.0,1327967.0,1185117.0,1688897.0,3803124.0,647614.0
ba4,ba1,wuhan,ba4,ba1,ba4,ba1,ba4,ba1,ba4,ba4,ba4,ba1,2282196.0,3088745.0,2299897.0,839369.0,6140652.0,1635318.0,1106348.0,2171652.0,4547802.0,859748.0
