step_1,step_2,step_3,step_4,step_5,step_6,step_7,step_8,step_9,step_10,step_11,step_12,step_13,bootstrap_0,bootstrap_1,bootstrap_2,bootstrap_3,bootstrap_4,bootstrap_5,bootstrap_6,bootstrap_7,bootstrap_8,bootstrap_9
ba4,ba4,ba4,ba4,ba4,ba4,ba4,wuhan,wuhan,wuhan,wuhan,wuhan,ba1,850345.0,207183.0,177470.0,10151.0,447670.0,409570.0,557726.0,237455.0,1243181.0,257821.0
ba4,ba4,ba4,ba4,wuhan,wuhan,wuhan,wuhan,wuhan,wuhan,wuhan,wuhan,ba1,621537.0,79912.0,219229.0,313.0,216489.0,271646.0,270214.0,67373.0,1420497.0,113148.0
ba4,ba4,ba4,ba4,ba4,ba4,ba4,ba4,ba4,ba4,ba1,wuhan,wuhan,963883.0,268650.0,1464292.0,245138.0,722452.0,199900.0,650977.0,296295.0,2112449.0,351731.0
ba1,ba1,wuhan,wuhan,wuhan,wuhan,wuhan,wuhan,wuhan,wuhan,ba4,ba4,ba4,1107177.0,825744.0,547060.0,1347565.0,142.0,162.0,1340801.0,474659.0,270935.0,1211095.0
ba4,ba4,ba4,ba4,ba4,ba4,ba4,ba1,ba1,ba1,wuhan,wuhan,wuhan,999164.0,653031.0,1789379.0,513720.0,1164459.0,306019.0,1298494.0,314903.0,2554494.0,485846.0
ba1,ba1,ba1,ba1,ba1,ba4,ba4,ba4,ba4,ba4,ba4,ba4,ba4,684018.0,975905.0,323584.0,1654767.0,213943.0,117742.0,810365.0,640593.0,731131.0,1341595.0
ba4,ba4,ba4,ba4,ba4,ba4,wuhan,wuhan,wuhan,wuhan,wuhan,ba1,ba1,1020221.0,653815.0,237340.0,52547.0,560873.0,394523.0,369618.0,330255.0,838953.0,315839.0
ba4,ba4,ba4,ba4,ba4,ba4,ba4,ba4,ba4,wuhan,wuhan,ba1,ba1,1768847.0,1105763.0,310085.0,130026.0,1151085.0,672516.0,647825.0,553775.0,1291304.0,534751.0
ba4,ba4,ba4,ba4,ba4,ba4,ba4,wuhan,wuhan,ba1,ba1,ba1,ba1,1985440.0,2150689.0,215826.0,273870.0,1702634.0,918083.0,466258.0,644831.0,911819.0,1054276.0
wuhan,wuhan,ba4,ba4,ba4,ba4,ba4,ba4,ba4,ba1,ba1,ba1,ba1,1612502.0,2892384.0,124832.0,589921.0,2233722.0,1207079.0,640713.0,1237188.0,266538.0,927068.0
wuhan,wuhan,wuhan,wuhan,ba4,ba4,ba4,ba4,ba4,ba4,ba4,ba4,ba1,83395.0,273529.0,48985.0,39514.0,472309.0,126720.0,103593.0,399095.0,118366.0,43497.0
ba4,ba4,ba4,ba4,ba1,ba1,ba1,ba1,ba1,wuhan,wuhan,wuhan,wuhan,1076479.0,688149.0,1766346.0,381537.0,762695.0,315526.0,795647.0,277141.0,2552736.0,444464.0
wuhan,wuhan,wuhan,wuhan,ba4,ba4,ba4,ba4,ba4,ba1,ba1,ba1,ba1,1414835.0,3254441.0,79623.0,355892.0,2208452.0,952130.0,425198.0,1244839.0,287566.0,751485.0
ba4,ba4,ba4,ba1,ba1,ba1,ba1,ba1,ba1,ba1,ba1,ba1,wuhan,1854945.0,504625.0,2586469.0,505802.0,1192556.0,542305.0,1464151.0,292400.0,2052783.0,899512.0
wuhan,ba4,ba4,ba4,ba4,ba4,ba4,ba4,ba4,ba4,ba4,ba1,ba1,513706.0,1012974.0,304511.0,485566.0,694408.0,436075.0,799109.0,1144252.0,511767.0,376300.0
