step_1,step_2,step_3,step_4,step_5,step_6,step_7,step_8,step_9,step_10,step_11,step_12,step_13,bootstrap_0,bootstrap_1,bootstrap_2,bootstrap_3,bootstrap_4,bootstrap_5,bootstrap_6,bootstrap_7,bootstrap_8,bootstrap_9
ba4,ba1,ba1,ba4,ba1,wuhan,ba4,wuhan,wuhan,wuhan,ba4,wuhan,ba4,0.0015619751898355678,0.00035544378305787965,0.0002510604893708164,0.0005578900140861395,0.00010744635487706667,0.0001441145073545724,0.0012793798331213477,0.00044563993722380974,0.0004808959590352123,0.0012109062498954846
ba4,ba1,ba4,ba4,ba4,ba4,ba4,wuhan,ba1,ba4,ba1,ba4,wuhan,0.0010627903035434361,0.0003618451184064285,0.00038866078708302775,0.0011162412043120677,0.0007545806521432997,0.0007491892909449553,0.0017528030590396473,0.00028017586963379403,0.0017488720588211392,0.000500399614765601
ba1,ba4,ba1,ba1,ba1,ba1,wuhan,ba4,ba1,ba1,wuhan,ba1,ba4,0.0006820040535784073,0.0007753247922561873,0.0016166494585959968,0.001047964185026263,0.00019127499437380084,0.0004485107632599102,0.0019572177969297065,0.0009712006605871509,0.0001888024915309184,0.0018957353963210042
ba1,wuhan,ba1,ba1,wuhan,ba1,ba4,wuhan,ba1,wuhan,wuhan,wuhan,wuhan,0.00020644882420979977,0.00034231000601578023,0.0003914401627744644,0.0011709097240532682,0.0005948234102865729,0.0009572858488646966,0.0036451877173761596,0.0003851464693362863,0.0007664545940970302,0.0008585127993956207
ba4,wuhan,ba4,ba1,wuhan,ba4,ba1,ba4,wuhan,ba4,ba1,wuhan,ba4,0.0028122417858190184,0.00042509034462464955,0.0004476799885272737,0.001143185009022712,9.51645429541105e-05,0.00019479901085543545,0.002290049089043705,0.0007851208659814844,0.001016944982324611,0.0021286767184549938
ba1,ba1,ba4,wuhan,wuhan,ba1,ba4,wuhan,ba1,wuhan,wuhan,ba4,ba1,0.000591784733739794,0.0011249549017888763,0.0007883198292309763,0.0018900588144403583,0.0014372929192063323,0.0017169273537829164,0.0005829612709303141,0.0016708692077370497,0.000736092741783008,0.0003252456098784522
ba4,ba4,ba4,ba1,ba1,ba4,ba1,ba4,ba4,ba4,ba4,ba1,ba4,0.0011490727239428197,0.0003451778279928311,0.00027696146139852105,0.0003741867209508757,4.6833655624114376e-05,9.239395731163167e-05,0.0007496644405097287,0.00030508684738415236,0.0002338618458206739,0.0009091833470837449
ba1,wuhan,ba4,ba4,ba1,ba4,ba1,ba4,ba1,ba1,ba1,ba4,wuhan,0.0004683892494487296,0.0007704518614292227,0.0011507492776817029,0.002276655879909647,0.001535006104964186,0.0015196568423257119,0.0048319246462429095,0.0006176850507881427,0.0011804460469335516,0.0006117685514173709
ba4,ba4,ba1,ba1,ba1,wuhan,wuhan,ba1,wuhan,ba1,wuhan,wuhan,wuhan,0.0005499931417824047,0.00017016247608033037,0.00017025391353774584,0.0006968028020184438,0.0002502822634745062,0.0005214417410474682,0.0013146044633725144,0.00019158387389912968,0.0008965435838156793,0.0006648669647845439
ba1,wuhan,wuhan,ba1,ba4,ba4,ba1,ba1,ba4,ba1,ba1,wuhan,ba4,0.0007114877293786754,0.00047027523862699884,0.0005479766133853676,0.0013744443568755157,0.00017093141310259064,0.0003922233696130547,0.0032064402041794404,0.0008348907133769274,0.0004960054096555152,0.0013527327067264312
wuhan,ba1,ba1,ba4,ba4,ba1,ba1,wuhan,ba1,ba4,wuhan,ba1,ba4,0.002518488325289803,0.0010533355088251618,0.0006528342960912643,0.0009583069586629191,0.00032225543229251697,0.00041615775959520857,0.0013259918060704993,0.0021027024495371732,0.0002649097355993952,0.0018758411744470259
