path_rank,path,step_0,step_1,step_2,step_3,step_4,step_5,step_6,step_7,step_8,step_9,step_10,step_11,step_12,step_13
110,0000000000000->0100000000000->0100000000001->0100010000001->0100010000011->0101010000011->0111010000011->0111110000011->0111110001011->1111110001011->1111110101011->1111111101011->1111111111011->1111111111111,0,2048,2049,2177,2179,2691,3715,3971,3979,8075,8107,8171,8187,8191
111,0000000000000->0000000000010->0000000000110->0000000010110->0100000010110->0100100010110->0110100010110->0111100010110->0111100011110->0111110011110->0111111011110->1111111011110->1111111111110->1111111111111,0,2,6,22,2070,2326,3350,3862,3870,3998,4062,8158,8190,8191
112,0000000000000->0000100000000->0000110000000->0001110000000->1001110000000->1001110100000->1011110100000->1111110100000->1111110101000->1111111101000->1111111101001->1111111101011->1111111111011->1111111111111,0,256,384,896,4992,5024,6048,8096,8104,8168,8169,8171,8187,8191
113,0000000000000->0100000000000->0110000000000->0110000000100->0110010000100->0110010000101->0111010000101->1111010000101->1111010100101->1111010101101->1111011101101->1111111101101->1111111101111->1111111111111,0,2048,3072,3076,3204,3205,3717,7813,7845,7853,7917,8173,8175,8191
114,0000000000000->0001000000000->0001100000000->1001100000000->1001110000000->1001110100000->1011110100000->1111110100000->1111110101000->1111111101000->1111111101001->1111111111001->1111111111011->1111111111111,0,512,768,4864,4992,5024,6048,8096,8104,8168,8169,8185,8187,8191
115,0000000000000->0000000000100->0000000000110->0000000000111->0100000000111->0101000000111->1101000000111->1101010000111->1101010001111->1101010101111->1111010101111->1111011101111->1111011111111->1111111111111,0,4,6,7,2055,2567,6663,6791,6799,6831,7855,7919,7935,8191
116,0000000000000->0000010000000->0000010000100->0000010000110->0100010000110->0101010000110->0101010001110->1101010001110->1101010101110->1111010101110->1111010101111->1111011101111->1111111101111->1111111111111,0,128,132,134,2182,2694,2702,6798,6830,7854,7855,7919,8175,8191
117,0000000000000->0000100000000->1000100000000->1000100000010->1000100000011->1000110000011->1000110010011->1100110010011->1101110010011->1101110011011->1101110111011->1101111111011->1111111111011->1111111111111,0,256,4352,4354,4355,4483,4499,6547,7059,7067,7099,7163,8187,8191
118,0000000000000->0000000000010->0000000000011->0000000010011->0000100010011->1000100010011->1000110010011->1100110010011->1101110010011->1101110011011->1101110111011->1101111111011->1111111111011->1111111111111,0,2,3,19,275,4371,4499,6547,7059,7067,7099,7163,8187,8191
119,0000000000000->0000000000001->0000010000001->0000010010001->1000010010001->1000110010001->1000110010011->1100110010011->1101110010011->1101110110011->1101110111011->1101111111011->1111111111011->1111111111111,0,1,129,145,4241,4497,4499,6547,7059,7091,7099,7163,8187,8191
120,0000000000000->0000001000000->1000001000000->1000011000000->1000011000100->1000011100100->1000011100101->1000011101101->1000011101111->1000011111111->1100011111111->1100111111111->1101111111111->1111111111111,0,64,4160,4288,4292,4324,4325,4333,4335,4351,6399,6655,7167,8191
121,0000000000000->0001000000000->1001000000000->1001010000000->1001010000001->1001110000001->1011110000001->1011110000011->1111110000011->1111110001011->1111110101011->1111111101011->1111111111011->1111111111111,0,512,4608,4736,4737,4993,6017,6019,8067,8075,8107,8171,8187,8191
122,0000000000000->0000000000010->0000000000011->1000000000011->1000010000011->1000010010011->1100010010011->1100110010011->1101110010011->1101111010011->1101111110011->1101111111011->1111111111011->1111111111111,0,2,3,4099,4227,4243,6291,6547,7059,7123,7155,7163,8187,8191
123,0000000000000->0000000000001->0000001000001->1000001000001->1000001000101->1000001001101->1000101001101->1001101001101->1011101001101->1011101101101->1011111101101->1011111101111->1111111101111->1111111111111,0,1,65,4161,4165,4173,4429,4941,5965,5997,6125,6127,8175,8191
124,0000000000000->0000000000010->0000001000010->1000001000010->1000001010010->1100001010010->1100101010010->1101101010010->1101101010011->1101101110011->1101101111011->1111101111011->1111111111011->1111111111111,0,2,66,4162,4178,6226,6482,6994,6995,7027,7035,8059,8187,8191
125,0000000000000->0000010000000->0000010000100->0000010010100->1000010010100->1001010010100->1001110010100->1011110010100->1011110010101->1011110011101->1111110011101->1111111011101->1111111111101->1111111111111,0,128,132,148,4244,4756,5012,6036,6037,6045,8093,8157,8189,8191
126,0000000000000->0001000000000->0001100000000->0011100000000->0111100000000->0111100100000->0111110100000->1111110100000->1111110101000->1111111101000->1111111101001->1111111101011->1111111111011->1111111111111,0,512,768,1792,3840,3872,4000,8096,8104,8168,8169,8171,8187,8191
127,0000000000000->0000000000010->0000010000010->0100010000010->0100010000011->0101010000011->0111010000011->1111010000011->1111110000011->1111110001011->1111110101011->1111111101011->1111111111011->1111111111111,0,2,130,2178,2179,2691,3715,7811,8067,8075,8107,8171,8187,8191
128,0000000000000->0100000000000->0100100000000->0100100010000->0100110010000->0101110010000->0101111010000->0101111010001->0101111011001->0101111111001->0101111111011->0111111111011->1111111111011->1111111111111,0,2048,2304,2320,2448,2960,3024,3025,3033,3065,3067,4091,8187,8191
129,0000000000000->0000000000001->0000000000011->0000100000011->0000100010011->1000100010011->1000110010011->1100110010011->1101110010011->1101110110011->1101110111011->1101111111011->1111111111011->1111111111111,0,1,3,259,275,4371,4499,6547,7059,7091,7099,7163,8187,8191
130,0000000000000->0000100000000->0000100000100->0000100000101->0000110000101->0000110010101->0001110010101->1001110010101->1011110010101->1011110011101->1111110011101->1111111011101->1111111111101->1111111111111,0,256,260,261,389,405,917,5013,6037,6045,8093,8157,8189,8191
131,0000000000000->0000010000000->1000010000000->1000011000000->1000011000100->1000011100100->1000011100101->1000011101101->1000011101111->1000011111111->1100011111111->1100111111111->1101111111111->1111111111111,0,128,4224,4288,4292,4324,4325,4333,4335,4351,6399,6655,7167,8191
132,0000000000000->0100000000000->1100000000000->1110000000000->1111000000000->1111000100000->1111100100000->1111110100000->1111110101000->1111111101000->1111111101001->1111111101011->1111111111011->1111111111111,0,2048,6144,7168,7680,7712,7968,8096,8104,8168,8169,8171,8187,8191
133,0000000000000->0100000000000->0100100000000->0100100010000->0100100010001->0101100010001->0101101010001->0101101110001->0101101110011->0101101111011->0111101111011->1111101111011->1111111111011->1111111111111,0,2048,2304,2320,2321,2833,2897,2929,2931,2939,3963,8059,8187,8191
134,0000000000000->1000000000000->1000001000000->1000001000100->1000001000101->1001001000101->1001101000101->1001101001101->1011101001101->1011101101101->1011111101101->1011111101111->1111111101111->1111111111111,0,4096,4160,4164,4165,4677,4933,4941,5965,5997,6125,6127,8175,8191
135,0000000000000->0000010000000->0000010010000->0000010010001->0000110010001->0100110010001->0100110011001->0110110011001->0110110011101->0111110011101->1111110011101->1111111011101->1111111111101->1111111111111,0,128,144,145,401,2449,2457,3481,3485,3997,8093,8157,8189,8191
136,0000000000000->0000000010000->0000000010010->0100000010010->0101000010010->0101000010011->0101000110011->0101000111011->0101100111011->0101110111011->0101111111011->1101111111011->1111111111011->1111111111111,0,16,18,2066,2578,2579,2611,2619,2875,3003,3067,7163,8187,8191
137,0000000000000->0001000000000->0001000100000->1001000100000->1001000110000->1001000111000->1101000111000->1101010111000->1101010111001->1101011111001->1101111111001->1101111111011->1111111111011->1111111111111,0,512,544,4640,4656,4664,6712,6840,6841,6905,7161,7163,8187,8191
138,0000000000000->0000000000001->0000000000101->1000000000101->1010000000101->1110000000101->1111000000101->1111010000101->1111110000101->1111110010101->1111110011101->1111111011101->1111111111101->1111111111111,0,1,5,4101,5125,7173,7685,7813,8069,8085,8093,8157,8189,8191
139,0000000000000->0000000000010->0000000010010->0100000010010->0100100010010->0101100010010->1101100010010->1101110010010->1101110010011->1101111010011->1101111110011->1101111111011->1111111111011->1111111111111,0,2,18,2066,2322,2834,6930,7058,7059,7123,7155,7163,8187,8191
140,0000000000000->0000010000000->0000011000000->0000011000100->1000011000100->1000011100100->1000011100101->1000011101101->1000011101111->1000011111111->1100011111111->1100111111111->1101111111111->1111111111111,0,128,192,196,4292,4324,4325,4333,4335,4351,6399,6655,7167,8191
141,0000000000000->0000010000000->0001010000000->1001010000000->1001010001000->1001010011000->1001010111000->1101010111000->1101011111000->1101111111000->1101111111001->1111111111001->1111111111011->1111111111111,0,128,640,4736,4744,4760,4792,6840,6904,7160,7161,8185,8187,8191
142,0000000000000->0000010000000->0000010000010->0000110000010->0100110000010->0110110000010->0110110000011->0111110000011->0111110001011->0111110101011->0111111101011->0111111111011->1111111111011->1111111111111,0,128,130,386,2434,3458,3459,3971,3979,4011,4075,4091,8187,8191
143,0000000000000->1000000000000->1000100000000->1000100000010->1000100010010->1000110010010->1000110010011->1100110010011->1101110010011->1101110110011->1101111110011->1101111111011->1111111111011->1111111111111,0,4096,4352,4354,4370,4498,4499,6547,7059,7091,7155,7163,8187,8191
144,0000000000000->0000000000001->1000000000001->1000010000001->1000010000101->1000010010101->1000110010101->1001110010101->1011110010101->1011110011101->1111110011101->1111111011101->1111111111101->1111111111111,0,1,4097,4225,4229,4245,4501,5013,6037,6045,8093,8157,8189,8191
145,0000000000000->0001000000000->1001000000000->1001100000000->1011100000000->1111100000000->1111100001000->1111100101000->1111110101000->1111111101000->1111111101001->1111111101011->1111111111011->1111111111111,0,512,4608,4864,5888,7936,7944,7976,8104,8168,8169,8171,8187,8191
146,0000000000000->0000010000000->0000011000000->0000011000100->0001011000100->0001011001100->0001111001100->0011111001100->1011111001100->1011111101100->1011111101101->1011111101111->1111111101111->1111111111111,0,128,192,196,708,716,972,1996,6092,6124,6125,6127,8175,8191
147,0000000000000->0000001000000->0000001000100->1000001000100->1000001000101->1000001001101->1001001001101->1001101001101->1011101001101->1011101101101->1011111101101->1011111101111->1111111101111->1111111111111,0,64,68,4164,4165,4173,4685,4941,5965,5997,6125,6127,8175,8191
148,0000000000000->0000001000000->0000001000100->0000101000100->0001101000100->1001101000100->1001101001100->1011101001100->1011101101100->1111101101100->1111101101101->1111111101101->1111111101111->1111111111111,0,64,68,324,836,4932,4940,5964,5996,8044,8045,8173,8175,8191
149,0000000000000->0000000010000->1000000010000->1000000010100->1001000010100->1001100010100->1001100011100->1011100011100->1111100011100->1111100011101->1111101011101->1111111011101->1111111111101->1111111111111,0,16,4112,4116,4628,4884,4892,5916,7964,7965,8029,8157,8189,8191
150,0000000000000->1000000000000->1001000000000->1001010000000->1001110000000->1011110000000->1011110100000->1111110100000->1111110101000->1111111101000->1111111101001->1111111111001->1111111111011->1111111111111,0,4096,4608,4736,4992,6016,6048,8096,8104,8168,8169,8185,8187,8191
151,0000000000000->0000010000000->0000010000100->0000010000110->0100010000110->0100010000111->0101010000111->0101010001111->1101010001111->1101010101111->1111010101111->1111011101111->1111011111111->1111111111111,0,128,132,134,2182,2183,2695,2703,6799,6831,7855,7919,7935,8191
152,0000000000000->0000000010000->0000000010001->0000010010001->0000010010101->0000110010101->0000110011101->0100110011101->0101110011101->0111110011101->0111111011101->0111111111101->0111111111111->1111111111111,0,16,17,145,149,405,413,2461,2973,3997,4061,4093,4095,8191
153,0000000000000->0100000000000->0100000010000->0100001010000->0101001010000->0101101010000->0101101010001->0101101011001->0111101011001->0111101111001->0111101111011->1111101111011->1111111111011->1111111111111,0,2048,2064,2128,2640,2896,2897,2905,3929,3961,3963,8059,8187,8191
154,0000000000000->0000010000000->0001010000000->1001010000000->1001110000000->1001110100000->1011110100000->1111110100000->1111110101000->1111111101000->1111111101001->1111111111001->1111111111011->1111111111111,0,128,640,4736,4992,5024,6048,8096,8104,8168,8169,8185,8187,8191
155,0000000000000->0000000010000->0001000010000->0001010010000->1001010010000->1001010011000->1001010111000->1101010111000->1101010111001->1101110111001->1101110111011->1101111111011->1111111111011->1111111111111,0,16,528,656,4752,4760,4792,6840,6841,7097,7099,7163,8187,8191
156,0000000000000->0001000000000->0001000010000->1001000010000->1001000110000->1001010110000->1001010111000->1101010111000->1101110111000->1101111111000->1101111111001->1111111111001->1111111111011->1111111111111,0,512,528,4624,4656,4784,4792,6840,7096,7160,7161,8185,8187,8191
157,0000000000000->1000000000000->1000100000000->1000100000010->1000100010010->1000110010010->1000110010011->1100110010011->1101110010011->1101110110011->1101111110011->1101111111011->1111111111011->1111111111111,0,4096,4352,4354,4370,4498,4499,6547,7059,7091,7155,7163,8187,8191
158,0000000000000->0000100000000->0000100000100->0000110000100->0000110000101->0001110000101->0001110001101->0011110001101->0111110001101->0111111001101->0111111101101->1111111101101->1111111101111->1111111111111,0,256,260,388,389,901,909,1933,3981,4045,4077,8173,8175,8191
159,0000000000000->0000000000001->0100000000001->0100000000101->0100000000111->0100010000111->0101010000111->0101010001111->1101010001111->1101010101111->1111010101111->1111011101111->1111111101111->1111111111111,0,1,2049,2053,2055,2183,2695,2703,6799,6831,7855,7919,8175,8191
160,0000000000000->0000010000000->0000010000100->0000110000100->0001110000100->1001110000100->1001110001100->1011110001100->1111110001100->1111111001100->1111111001101->1111111101101->1111111111101->1111111111111,0,128,132,388,900,4996,5004,6028,8076,8140,8141,8173,8189,8191
161,0000000000000->0001000000000->0001000100000->0001010100000->1001010100000->1001110100000->1011110100000->1111110100000->1111110101000->1111111101000->1111111101001->1111111101011->1111111111011->1111111111111,0,512,544,672,4768,5024,6048,8096,8104,8168,8169,8171,8187,8191
162,0000000000000->0000000000100->0000100000100->0000100000101->0001100000101->0001110000101->0001110001101->0011110001101->0111110001101->0111111001101->1111111001101->1111111011101->1111111111101->1111111111111,0,4,260,261,773,901,909,1933,3981,4045,8141,8157,8189,8191
163,0000000000000->0000000000010->0100000000010->0101000000010->0101000010010->0101000010011->0101000110011->0101000111011->0101100111011->0111100111011->1111100111011->1111101111011->1111111111011->1111111111111,0,2,2050,2562,2578,2579,2611,2619,2875,3899,7995,8059,8187,8191
