FSC-A,FSC-H,FSC-W,SSC-A,SSC-H,SSC-W,530_30 Blue B-A,582_15 YG D-A,Time
110112,76516,94310.9,45320.5,37632,78925.5,23651.5,50.4,0.427
214975,119335,118059.0,98922.0,65567,98875.2,20738.5,65.7,0.427
132354,81173,106858.0,46744.0,33573,91246.4,11478.0,19.8,0.428
132251,77289,112140.0,95561.5,69001,90762.7,11352.0,59.4,0.428
161902,100813,105249.0,68714.5,52841,85223.1,13808.0,38.7,0.428
172536,110816,102037.0,86188.0,67304,83923.9,29820.0,52.2,0.43
186886,119130,102810.0,95548.0,62567,100082.0,12242.0,45.9,0.433
173996,113722,100271.0,63085.5,48903,84542.3,12618.5,35.1,0.434
144210,93529,101048.0,64438.5,53124,79494.0,28009.0,58.05,0.434
216006,121960,116072.0,111383.0,79905,91353.4,30918.0,61.2,0.435
181773,120501,98859.7,64557.0,45093,93824.0,16747.5,33.75,0.44
150483,96519,102178.0,65194.0,51083,83639.5,24013.5,44.1,0.443
126567,83442,99407.0,47156.0,37742,81882.7,23226.0,25.65,0.447
210968,136337,101410.0,78001.0,57621,88715.5,32188.5,67.05,0.448
125744,87057,94659.7,62565.5,55137,74365.5,19549.0,27.9,0.453
185607,111714,108884.0,61046.5,43194,92622.7,32697.0,62.1,0.458
127151,93913,88730.4,36216.5,31113,76285.9,20493.5,8.1,0.458
151954,103189,96507.2,78228.5,59065,86799.0,32279.5,42.3,0.464
144033,98308,96018.2,63248.5,46704,88751.6,22094.5,31.95,0.466
175703,111909,102895.0,76580.0,56313,89122.4,11633.5,32.85,0.467
142578,97041,96289.4,63304.0,48601,85362.2,15244.5,63.45,0.472
169562,113811,97639.0,50956.0,40431,82596.3,24363.5,21.6,0.472
207058,120168,112923.0,90542.0,66897,88700.0,30941.5,33.3,0.474
157131,109124,94367.5,56254.0,45396,81211.2,26452.5,33.75,0.474
192835,126259,100093.0,70971.0,51760,89860.0,28182.5,29.25,0.48
165091,109355,98938.3,53669.0,40630,86567.8,11570.5,20.7,0.483
223291,149385,97958.8,105272.0,76324,90392.4,22878.5,79.2,0.486
178163,111620,104606.0,70197.0,47208,97450.2,27929.0,21.15,0.486
193945,101779,124882.0,176376.0,113215,102098.0,11563.5,67.05,0.486
166019,107992,100750.0,51124.5,36005,93056.4,19890.0,42.3,0.491
172335,104207,108382.0,81786.5,57602,93051.6,15164.0,70.2,0.491
211100,118996,116261.0,86829.0,60204,94519.1,21203.5,47.25,0.495
133858,93424,93900.4,66871.0,55536,78912.0,29624.5,11.7,0.496
204542,109820,122062.0,114757.0,78081,96319.4,19574.0,101.25,0.501
158528,101221,102640.0,96187.0,66797,94371.2,15920.5,54.45,0.502
191399,109076,114998.0,113836.0,79400,93959.1,17225.5,67.95,0.502
194333,113201,112506.0,79483.0,51161,101816.0,18865.5,47.25,0.505
144266,89905,105162.0,66700.0,53677,81436.2,22972.0,14.85,0.505
189497,112700,110194.0,87540.5,65473,87624.7,18825.0,36.45,0.505
194351,127804,99660.3,65564.0,50369,85306.5,10695.0,42.3,0.509
188414,109372,112898.0,90211.5,62565,94495.3,19467.0,55.35,0.515
180847,109579,108159.0,93247.5,68150,89670.8,20993.5,39.6,0.522
198075,115191,112691.0,170262.0,124667,89505.0,20801.0,103.5,0.524
169661,107390,103538.0,58439.0,43150,88756.9,28659.5,25.65,0.525
172132,99810,113023.0,78549.5,53006,97117.7,22872.5,76.5,0.528
139578,98794,92590.2,41563.0,34029,80045.6,26731.0,20.7,0.531
211995,121211,114621.0,178558.0,115599,101229.0,22599.5,91.35,0.531
141286,96497,95954.6,69124.0,52445,86378.3,28154.5,52.2,0.532
141942,90386,102917.0,88945.5,68206,85463.6,32040.0,65.7,0.534
185437,114604,106042.0,74881.0,54993,89236.8,16657.0,57.6,0.537
240531,139618,112904.0,93741.0,62218,98740.1,24741.0,68.85,0.54
130267,79959,106769.0,59671.5,45771,85439.1,28076.0,67.5,0.541
163605,112720,95121.1,57894.5,45852,82748.3,28914.0,20.25,0.542
142157,90872,102522.0,77858.5,59969,85086.2,28397.5,55.8,0.544
137501,100104,90019.2,48037.5,42209,74585.6,11182.0,44.1,0.545
159392,104742,99730.2,87457.0,69306,82699.6,29093.5,47.25,0.553
145549,88225,108118.0,82506.0,65649,82364.0,32507.0,54.9,0.554
209942,139709,98481.7,79825.5,59136,88464.6,31797.5,55.35,0.559
174310,111408,102538.0,66107.5,48780,88815.5,17032.5,47.7,0.563
139517,83307,109755.0,72495.0,53782,88338.7,12246.5,26.55,0.564
128435,89300,94256.4,54544.5,45544,78487.4,12401.0,45.9,0.567
160924,106864,98689.3,61918.5,47320,85754.2,27529.5,31.5,0.568
194694,122434,104215.0,74895.0,53166,92320.6,25761.0,43.65,0.57
177696,105397,110491.0,160081.0,101141,103727.0,28836.5,44.1,0.578
119637,76445,102564.0,49761.0,39449,82667.2,32879.0,37.8,0.58
168250,106680,103360.0,85172.0,62465,89359.4,32226.5,36.0,0.582
190957,125212,99946.9,61969.5,42193,96253.7,19928.0,65.25,0.584
150363,96069,102574.0,54781.0,43829,81912.2,30197.0,35.1,0.585
190900,105400,118699.0,92613.5,63688,95300.8,28433.0,38.25,0.59
190223,113294,110036.0,67151.5,43095,102120.0,11727.0,18.0,0.598
244453,134151,119421.0,99658.5,67023,97447.4,32825.5,43.65,0.599
147172,101595,94936.2,52991.0,42022,82642.9,29447.0,54.45,0.602
152405,102089,97836.2,59346.5,47652,81619.5,31309.0,28.8,0.603
178271,117216,99672.3,63536.5,48300,86209.7,11875.5,15.75,0.603
157151,90469,113840.0,79000.0,57149,90593.8,17761.0,38.7,0.603
175545,112636,102139.0,85122.5,59084,94417.9,10430.0,43.2,0.604
162103,98116,108275.0,50089.5,38088,86186.3,27593.5,44.55,0.607
159425,94602,110442.0,111270.0,71982,101305.0,12567.5,40.05,0.608
152782,90273,110916.0,66297.5,47349,91762.7,19718.0,27.9,0.613
152170,92573,107727.0,96246.5,71792,87859.5,24698.0,74.7,0.622
133298,93162,93770.5,51662.5,42109,80404.5,30983.5,18.0,0.626
205124,112858,119115.0,81325.5,59843,89062.2,32334.0,41.85,0.627
176015,116337,99154.1,72147.0,55197,85660.9,21551.5,53.1,0.627
197414,104290,124055.0,179012.0,114654,102323.0,20545.5,93.6,0.628
188039,100073,123144.0,91412.0,61657,97163.0,11288.0,73.35,0.631
167568,111821,98208.1,50109.5,37968,86493.3,15964.5,47.7,0.631
176611,112698,102703.0,85504.5,60537,92565.3,16418.5,31.05,0.632
157989,104621,98966.4,44914.5,35328,83319.6,21957.5,26.55,0.642
165576,107296,101133.0,65705.5,52088,82669.2,23422.0,58.05,0.646
161532,100369,105473.0,67436.0,51293,86161.6,24848.0,63.45,0.647
149849,95221,103134.0,74197.5,58125,83657.8,12296.5,23.4,0.651
202123,117740,112505.0,90322.5,63804,92774.4,11995.0,67.95,0.653
173236,118471,95831.2,68096.0,51951,85902.9,32641.5,35.1,0.656
142023,83644,111277.0,83318.0,62165,87836.1,23682.5,54.9,0.657
127049,82765,100602.0,79851.0,56448,92706.8,14548.0,44.55,0.66
222803,117042,124755.0,113836.0,71458,104402.0,29039.5,74.7,0.664
127334,83044,100489.0,74877.5,57232,85741.8,11477.5,44.55,0.666
158462,104349,99521.8,51539.0,43021,78511.9,32186.0,62.55,0.67
193214,123682,102379.0,80649.5,54698,96629.6,23578.0,64.8,0.673
188611,107389,115103.0,74185.0,51776,93900.4,14717.0,46.35,0.679
163333,101513,105447.0,75620.0,57037,86888.0,30376.0,40.95,0.687
169320,98818,112293.0,87669.0,61550,93346.5,13808.5,52.65,0.697
201770,126524,104511.0,66417.5,49205,88461.3,21801.5,54.0,0.697
176116,118791,97161.5,58374.5,41427,92346.3,16288.5,46.35,0.704
189821,121797,102138.0,92577.5,60269,100668.0,17381.0,55.35,0.704
211235,116832,118490.0,78870.5,56280,91841.8,29851.0,61.2,0.705
157273,98369,104779.0,91437.0,66481,90137.3,31413.0,56.25,0.709
135764,85700,103820.0,59268.5,41272,94112.7,17789.0,29.7,0.71
219186,134887,106493.0,83628.0,57179,95850.7,19653.5,31.05,0.715
137278,94717,94984.4,51435.0,37833,89098.0,21287.0,47.25,0.716
120370,80104,98479.4,60606.5,44988,88288.2,29572.0,63.45,0.716
147602,101617,95193.2,110952.0,84653,85896.3,28184.0,57.6,0.718
192106,116109,108431.0,97958.0,66592,96404.6,23776.5,67.05,0.72
155799,109489,93255.5,44078.0,38141,75737.3,27438.5,16.65,0.721
147513,94522,102277.0,50141.0,40083,81980.9,11408.5,20.25,0.727
164141,111950,96088.9,68132.0,55342,80681.9,28367.5,24.75,0.734
127570,89532,93379.3,45014.5,32936,89569.8,18682.0,37.35,0.735
233768,161488,94868.9,141280.0,113420,81634.0,19797.0,68.4,0.736
224020,124540,117885.0,126478.0,88840,93301.4,19689.0,86.4,0.736
207663,138316,98393.5,89978.0,66213,89058.0,32423.5,68.85,0.736
175201,105296,109045.0,68273.0,43960,101782.0,16083.5,25.65,0.738
169129,107908,102717.0,69738.5,53232,85857.8,27593.0,22.05,0.74
214266,135820,103388.0,66831.0,47717,91787.8,17373.0,19.8,0.741
163367,109841,97471.8,76839.5,58461,86138.7,15137.5,12.6,0.742
143548,90211,104284.0,120812.0,85071,93069.4,25163.0,50.85,0.744
191688,122376,102654.0,72635.0,55777,85343.6,23248.0,42.75,0.746
149665,88925,110300.0,80576.0,62717,84197.7,30022.5,70.65,0.751
156737,110784,92720.3,43284.0,35000,81047.4,10293.5,33.75,0.752
190890,128270,97530.0,66285.0,50615,85825.4,24032.5,20.7,0.753
137775,95346,94699.2,66287.0,48961,88727.5,31446.5,15.3,0.759
217833,125857,113430.0,137722.0,93605,96424.1,22246.5,72.9,0.759
119632,77681,100928.0,56839.0,45577,81729.8,23118.5,4.95,0.761
204773,118295,113445.0,96036.5,60395,104211.0,32816.0,52.2,0.763
190542,119641,104373.0,68056.0,50612,88123.7,25398.5,0.45,0.771
195498,121205,105707.0,105442.0,74617,92609.6,13552.5,52.65,0.773
147377,94040,102706.0,59522.0,44140,88374.1,14958.0,44.55,0.773
187871,116480,105703.0,86715.5,62464,90980.2,32474.5,40.05,0.775
173460,115164,98710.6,86575.5,67217,84410.4,26273.0,64.8,0.776
156241,99872,102525.0,52015.0,38796,87866.1,11917.0,55.8,0.776
207182,125509,108182.0,80753.5,56173,94213.6,12070.5,58.95,0.781
162342,95662,111217.0,98844.0,69646,93010.9,28610.0,76.5,0.781
196851,108642,118746.0,86722.0,60990,93186.0,23833.5,77.85,0.781
203007,134204,99134.7,65237.0,46321,92298.8,31176.5,55.8,0.782
134803,88427,99907.0,66918.5,51286,85512.0,30553.0,27.45,0.783
162468,109357,97364.4,66190.0,49741,87208.3,28041.0,32.4,0.783
169332,114332,97062.5,84188.0,53045,104013.0,20982.5,42.3,0.783
167128,110085,99494.9,72835.5,55973,85279.5,28559.0,25.2,0.787
