"FSC-A","FSC-H","FSC-W","SSC-A","SSC-H","SSC-W","530_30 Blue B-A","586_15 YG D-A","Time"
140224,95390,96338.5,42872.8,33799,83130.1,21719.4,24.32,0.488
112494,87156,84588.5,45764.9,33272,90143.4,36472.6,54.72,0.49
137399,101354,88842.7,40843.1,31955,83764.5,31928,22.8,0.492
126127,91796,90046,35444.6,30176,76978.4,6588.89,-54.72,0.492
115746,88138,86064.4,32423.2,27383,77598.7,24519.1,38.76,0.497
109560,82224,87324.1,20809.2,17252,79049.1,16005.2,25.08,0.498
114395,88503,84708.9,40823.1,32819,81519.3,24804.8,38.76,0.499
120365,85542,92214.6,74832.4,55354,88597.4,26381,34.2,0.499
129731,92372,92041.5,34623.1,29280,77495.1,7301.14,56.24,0.5
117013,79186,96842.4,43933.9,35502,81101.1,36282.4,70.68,0.5
141845,97029,95806.1,42095.1,33009,83575.6,28992,-35.72,0.501
147707,102874,94096.8,42825.9,33543,83672.8,29536.4,7.6,0.502
129894,95514,89125.7,46258.5,36218,83704.2,14077.1,6.84,0.503
115663,87110,87017.6,37462.8,29630,82860.7,21718.6,25.08,0.503
109326,81483,87929.6,32113.6,26630,79031.1,4744.74,41.04,0.504
119465,89818,87168.1,33673.6,27603,79949.1,13803,57,0.504
133116,86719,100600,51623.1,42418,79757.9,18839.6,80.56,0.504
123929,81923,99139.8,55312.2,46127,78586.1,10093.9,9.12,0.506
113301,85197,87154.4,34693.1,29152,77992.9,20325.7,40.28,0.508
131881,89352,96728.9,65611.7,51852,82927,14648.5,20.52,0.509
112343,85604,86006.5,40814.6,32092,83348.7,27842.4,18.24,0.51
124161,92050,88397.4,38560.1,31486,80260.2,26310.1,85.12,0.511
129422,98111,86451.3,62843.5,44466,92621.7,42546.3,30.4,0.511
129163,90220,93824,40666,33937,78530.4,21087.2,25.84,0.513
148041,103476,93761.3,56907.6,44500,83808.9,19630.4,38.76,0.513
122708,83636,96152.3,49711.2,41132,79205.3,22802,43.32,0.514
92208,71217,84852.5,35269.1,29309,78863,18212.8,-15.2,0.514
132025,90785,95306.2,50763.8,40297,82558.4,23168.5,0.76,0.516
105492,79313,87168,30933.2,25949,78124,24751.6,33.44,0.517
124634,89017,91758.3,40659.1,33300,80019,15549.4,-30.4,0.517
159729,108512,96468.4,57660.7,44100,85688.2,35036.5,-15.96,0.517
102585,79087,85007.6,29755.9,25362,76889.9,17007.8,47.12,0.518
101942,82303,81174.2,42599.5,38242,73003.5,3210.9,22.04,0.518
114966,83007,90768,32967.6,26946,80181.2,21911.9,38.76,0.518
138064,96643,93624.5,49527.9,39935,81278.7,20712.2,42.56,0.519
136588,98260,91099.6,42092.8,33836,81528.4,33009.9,6.08,0.521
104026,77348,88139.7,32192.2,26892,78452.5,12286.1,-19,0.522
157415,112787,91467.7,44653.1,34608,84558,18741.8,55.48,0.522
130708,87345,98071.5,50011.5,41933,78161.7,29547.2,21.28,0.524
126333,90117,91873.5,42763.5,34681,80809.3,34797.1,60.04,0.524
107307,76501,91926.9,31202.7,26453,77303.2,12248.4,-14.44,0.524
113633,81574,91292.3,32670.3,26334,81304.9,18145,-7.6,0.526
120164,86182,91377.3,47040.8,39594,77862,20327.2,17.48,0.529
102936,79220,85155.7,32433.9,26500,80211,29296.2,0,0.53
124096,82326,98787.1,52073.6,41470,82293,23367.2,-2.28,0.531
120363,90637,87029.5,38953.5,29664,86059.1,26065.3,38,0.533
156516,104133,98503,68483,52249,85898.4,27661.5,75.24,0.534
113940,88113,84745.5,26973.9,22457,78717.5,16879.9,76.76,0.534
154270,104365,96873.6,41593.1,31232,87277.3,17707.7,66.12,0.535
126344,91924,90075.3,33753.7,26752,82688.5,19692.8,36.48,0.535
124465,88577,92088.8,39465.6,33257,77770.6,15784.2,4.56,0.537
136018,91899,96998.4,48425.3,36454,87057.7,29363.2,-17.48,0.538
130085,98152,86857.4,43244.7,34677,81728.1,29152.2,9.12,0.54
111296,85001,85809.7,59584.1,49652,78645.5,50944,6.08,0.54
138882,100535,90533.3,44499.1,34803,83794.2,18215.1,82.84,0.541
110998,75088,96877.7,46931.5,38564,79755.8,16802.2,34.96,0.542
118545,91741,84683.7,43071.5,31533,89516.8,21289.7,68.4,0.544
119061,89340,87338.2,36486.4,29201,81886.8,35545.5,87.4,0.55
102155,82031,81613.4,31429.1,25522,80704.4,56930.7,72.2,0.551
139573,100272,91222.2,48790.3,39088,81803.1,20790.8,63.84,0.551
