"FSC-A","FSC-H","FSC-W","SSC-A","SSC-H","SSC-W","530_30 Blue B-A","Time"
67836.2,46456,95697.3,33624.4,24264,90818,6492.9,58.867
85655.1,55485,101171,45259.2,28381,104510,2900.76,58.874
134566,92442,95399.2,56237.8,37047,99484.4,7500.3,58.875
105489,73298,94318,24350.1,18310,87155,2939.4,58.883
121525,87094,91444.5,70607,50302,91990.4,2998.74,58.9
73595,52807,91335,28221.7,18407,100480,2974.59,58.923
60866.2,40582,98293,51577.5,35750,94550.6,4591.26,58.931
92195.6,58942,102510,33485,22718,96596.2,6563.28,58.932
122701,75366,106697,51259.4,37526,89520.2,2478.48,58.932
85618.2,58467,95969.9,50480.4,30887,107109,3324.42,58.939
112785,87806,84179.6,55713.4,43667,83615.3,5792.55,58.984
93508.4,61479,99679,24770.3,16703,97189,2403.96,58.987
74237.6,49229,98828.6,23391.7,16880,90817.4,2376.36,59.003
72292.9,47827,99061,36659.7,26395,91022.2,2460.54,59.005
115903,79285,95804.2,54236.8,38641,91986.8,8080.59,59.006
77542.6,59614,85245.7,20293.6,15943,83419.7,3231.27,59.013
65817.7,42396,101741,35203.8,21608,106771,6424.59,59.019
87007.7,66432,85834.1,26516,21272,81692,2925.6,59.037
120655,87351,90522.3,41531.1,30067,90523.9,5225.37,59.046
70864.4,55023,84404.1,28659.2,23346,80450.9,2394.3,59.067
83230.5,55962,97469.6,29314.7,20350,94406.1,2466.06,59.091
81211.9,63802,83419.1,15248.3,12983,76970.9,2397.75,59.095
82915.9,55929,97158.5,28975.9,19257,98611.5,3713.58,59.131
72143.1,49117,96259.3,23305.4,17040,89632.9,9614.46,59.134
102687,76306,88193.2,27943.6,21882,83690.4,2358.42,59.138
100439,75583,87087.7,35964.9,27954,84316.9,2343.93,59.147
74729.6,46393,105565,36826,25081,96225.4,2330.82,59.155
83576.9,57859,94666.3,36934.3,28431,85136.9,6860.67,59.161
99879.2,63253,103484,37619.5,25285,97505.7,3264.39,59.215
66654.1,47446,92067.7,54861.9,35402,101560,9675.87,59.215
68761.4,44174,102014,47210.5,29527,104785,3542.46,59.217
119972,79274,99180.8,46547.4,33582,90838.3,5432.37,59.228
109757,62558,114982,98023.5,64455,99667.5,2642.7,59.23
99370.2,75982,85708.8,32748.1,23587,90989.9,8113.02,59.234
101269,73933,89767,26827.9,20861,84281.3,3210.57,59.239
82759.7,62165,87247.5,24984.9,19793,82726.8,3970.95,59.243
92478.2,55767,108678,48498,29227,108748,4541.58,59.249
65124,44211,96536.4,31363.9,22815,90092.8,9655.17,59.269
56254,40018,92125.1,48388.3,36806,86159.2,4442.22,59.279
155839,97987,104229,84983.2,54275,102616,7247.76,59.28
77470.2,57708,87978.9,37473.9,28280,86841.9,3914.37,59.3
110646,79467,91249.5,34177.8,25718,87093.6,6208.62,59.302
115572,70607,107271,36075.3,22242,106296,3516.93,59.309
70796.2,48591,95484.8,43812.9,32866,87364.6,6440.46,59.309
99644.2,70094,93164.7,37734.7,28435,86969.7,6290.73,59.311
87956.9,63995,90074.9,25354.1,18539,89627.4,3080.85,59.339
112067,72705,101017,80342.9,52609,100085,5008.02,59.353
99307.7,65986,98630.5,48262.7,35878,88158.4,7135.98,59.366
70238.2,49886,92273,22642.3,17143,86559.5,3623.88,59.383
78340,47885,107217,91007.5,56089,106336,5943.66,59.402
78829.2,54483,94821.3,32698.4,23115,92707,3123.63,59.406
83428.5,56298,97118.4,41274.4,28506,94890.9,2526.09,59.409
69113.5,43175,104908,18923.2,12979,95550.8,4079.28,59.434
73578,45681,105558,33149,21557,100777,4243.5,59.451
79213.3,46862,110779,30222,21559,91870.2,5690.43,59.463
143826,101608,92766.2,39047.1,27265,93856.3,2742.06,59.469
73000.8,53646,89180.5,33421.5,26986,81164.8,4327.68,59.485
81826.1,66302,80880.7,33485,27678,79285.9,4050.99,59.488
83902.8,48672,112974,31540.6,21060,98150.2,5344.74,59.489
114507,76845,97655.1,53030.6,37725,92125,7180.14,59.494
87228.5,61262,93314,28418.3,20355,91497.1,5945.04,59.507
133318,96204,90818.8,42728.2,31583,88662.8,3211.26,59.52
102315,58526,114570,44380.1,28295,102792,7701.09,59.531
101645,71186,93577.5,40190.4,28774,91538.2,5015.61,59.536
62583.7,44499,92170.2,39772.3,27939,93293.1,9182.52,59.55
75046.3,55735,88243.2,31424,23179,88847.8,2694.45,59.582
137883,97228,92939.1,44842.4,31084,94543.6,2757.24,59.597
117320,80176,95897.9,38199.8,29168,85829,4342.86,59.602
86771.9,60230,94416.2,35652.3,24626,94879.8,6088.56,59.606
109807,76618,93924.7,38535.8,27911,90483.4,2656.5,59.606
123602,79091,102418,38705.6,24983,101533,4044.78,59.613
74500.3,56362,86626.7,28463.9,23175,80492.3,3438.27,59.617
76187.3,49586,100694,33976.3,21406,104021,2410.17,59.643
112830,77370,95572,43440.3,32243,88295.3,2793.12,59.681
152189,107523,92760.4,56159.1,38255,96208.2,3836.4,59.7
94626,61745,100436,39360.4,25253,102147,2317.02,59.702
87724,66875,85967.6,31992.5,25126,83446,5763.57,59.704
118122,85786,90239,27013.5,20602,85931.3,2844.87,59.713
65694.9,45724,94160.2,26055.1,19356,88217.9,2935.95,59.721
79910.5,55966,93574.9,48146.8,32787,96237.8,5054.94,59.73
75198.9,52926,93115.6,42026.5,31975,86137.6,2795.88,59.769
78386.1,51600,99556.5,31172.8,21936,93131.9,3361.68,59.787
164090,112998,95168.2,48206.2,32986,95775.1,5664.21,59.837
126847,90594,91761.7,41221.3,29342,92068.6,2871.78,59.84
62899.6,43506,94749.9,33236.6,23030,94580.7,2757.24,59.841
71181.8,52947,88106.4,40601,32367,82208,4983.18,59.842
95130.8,72654,85810.7,25560.4,20407,82085.7,3058.77,59.844
119561,69819,112227,54165.7,35115,101091,8242.74,59.869
147946,103731,93470.7,52539.4,37331,92234.9,7361.61,59.883
92838.2,51190,118856,61294.8,37450,107263,3309.24,59.905
120950,81508,97249,46188.6,32068,94393.7,6480.48,59.911
90388.7,64623,91665.7,33593.3,24146,91177.5,3541.08,59.952
95879.1,65468,95978.7,34140.5,22684,98634.8,2811.06,59.958
69649.6,44145,103399,28483.9,20161,92590.7,2289.42,59.958
71829.3,48347,97367,29386.4,20891,92186.5,4325.61,59.968
69215.1,46639,97259.3,30608.4,22354,89735.7,7053.87,59.987
83460.5,52266,104651,40458.1,26183,101267,5604.18,60.011
100074,68489,95759.6,51355.3,34772,96791.2,5119.8,60.015
70214,50355,91382.1,37821,27619,89743.8,5704.92,60.017
132790,95515,91111.5,47114.6,35382,87267.6,9662.76,60.019
61655,38794,104156,31492.3,20179,102279,5348.88,60.052
113285,84231,88141.3,43874.3,31079,92517.4,3364.44,60.065
69234.2,49112,92387.5,34408.9,24817,90866.1,2419.83,60.075
146533,104032,92310.2,51325,35444,94899.9,3787.41,60.075
84135.7,57051,96648.9,42255.6,28902,95815.6,7445.79,60.081
65398.8,47339,90538,38059.7,28006,89062.4,2326.68,60.113
93443.1,67337,90943.9,64641.3,48729,86936.5,2427.42,60.127
126039,81098,101853,49461.3,30899,104906,8838.21,60.149
72074.2,45692,103376,45115.6,29180,101326,4177.26,60.16
73956.4,50883,95254,43287.1,30747,92264.8,5513.79,60.174
99385.8,70287,92667.9,29551.3,22290,86885.4,6907.59,60.188
127228,80174,103999,75553.6,48467,102162,2763.45,60.213
77824.5,52823,96554.7,37631.2,24123,102234,6483.93,60.215
94102.7,59514,103625,30880.9,20926,96712.9,5093.58,60.233
64996.9,42767,99601.1,33117.2,21275,102015,3908.85,60.285
113292,83723,88681.7,49793.2,36187,90177.3,7721.79,60.294
106102,75963,91538.3,35898.6,26518,88719.1,2676.51,60.298
81607.4,61133,87485,33543.7,26537,82839.7,2314.95,60.298
47133.3,35693,86541.6,53482.6,39353,89066.5,5540.01,60.3
92989.4,58870,103519,31292.2,19842,103355,2902.14,60.341
99996.4,73293,89413.2,22106.2,17197,84244.5,2806.92,60.355
92255.3,55155,109619,43821.9,27199,105589,7703.16,60.357
75601.5,59010,83962.4,40338.1,33710,78421.7,2556.45,60.357
79123.1,45614,113680,79036,48195,107474,4019.94,60.366
77842.3,62341,81831.7,21116.8,18017,76811.2,6124.44,60.369
125644,84271,97711.4,47334.7,30843,100578,2737.92,60.373
81921.2,56971,94237.2,32954.4,23894,90386.7,2586.12,60.395
75149.2,49871,98754.4,32993,20082,107670,2335.65,60.45
70412.1,54252,85057.3,23050.8,17676,85463.9,4441.53,60.465
82207.3,58911,91452.2,32343.1,24459,86660.7,2801.4,60.483
73551.7,51154,94230.9,37234.5,27386,89103.9,2907.66,60.501
73144.9,55084,87023.9,23181.9,18236,83310.5,4686.48,60.502
78349.2,54739,93803.2,34306.8,24015,93621.9,3294.75,60.534
101947,55495,120393,52573.2,32203,106991,9958.08,60.543
86933.1,61035,93344,19282.7,13899,90921.2,6534.99,60.568
104537,72525,94463,37383.5,26873,91168.3,2333.58,60.575
118748,81986,94922.1,32775.7,22878,93888.8,3017.37,60.593
145020,93995,101112,55185.5,37483,96487.4,9876.66,60.595
135883,97931,90933.5,45077.7,31499,93787.5,5681.46,60.601
114470,82667,90748.3,38247.4,27990,89552.7,2305.98,60.628
83362.5,58107,94020.4,41509,29915,90935.5,3754.98,60.67
98235.6,58829,109435,64964.9,40553,104987,4191.75,60.674
83771.5,44124,124423,40642.4,25672,103753,2290.11,60.692
74562.8,56045,87189.7,31826.2,23888,87314.4,3959.91,60.702
127266,83094,100374,37096.5,25306,96070.3,3707.37,60.723
84218.8,60185,91706.6,46036.8,35113,85924.5,2831.76,60.762
71443,58363,80223.6,25624.5,22166,75761.5,4395.99,60.766
94302.9,62451,98961.3,37760.9,23939,103375,10067.1,60.769
65500.3,47588,90204,31088.6,22520,90471.8,4525.02,60.774
87360.5,55426,103296,40251.1,27198,96988.7,2639.94,60.775
86828,58442,97367.7,34339.2,24067,93507.9,4407.03,60.775
66909,46512,94275.6,23043.9,18312,82470.9,2556.45,60.786
95737.1,74102,84670.2,32203,24350,86671.7,3251.28,60.838
78019.1,51495,99292.3,22945.9,16171,92992.8,2488.14,60.838
105269,65473,105370,40609.9,25169,105742,8617.41,60.849
94235.5,65546,94221.1,39777.8,29571,88156.6,5321.28,60.882
74055.1,54398,89217.9,32653.6,25095,85275.3,5822.22,60.904
139472,85723,106628,79251.3,52998,98000.2,2341.86,60.945
83514.5,52790,103679,53144.5,33126,105140,4567.11,60.961
70796.2,48685,95300.4,32076.7,25017,84030.1,9441.96,60.992
78282.5,50231,102135,55590.5,35951,101337,3151.92,61.013
89460.7,60871,96316.8,47709.4,31455,99401.7,2871.09,61.047
150700,113568,86963.3,70424.2,52480,87944.3,3877.8,61.051
99542.7,75527,86374.8,36698.3,28399,84688.3,7967.43,61.088
105609,75198,92039.5,27137.7,20775,85607.5,2875.23,61.091
74288,50274,96840.1,27900.2,20238,90348.1,2296.32,61.092
72571.2,53475,88939.3,32276.8,25563,82748.3,2597.85,61.112
55020.7,46219,78016.4,62641,55419,74076.4,2293.56,61.127
69438,45337,100375,30160.6,20921,94479.4,4742.37,61.143
77608,53067,95843.3,44023.4,27727,104054,3254.73,61.149
87967.6,62949,91582.8,27773.2,22309,81587.9,7553.43,61.153
109125,79846,89567.5,34071.5,25098,88967.7,9236.34,61.173
81579.7,56756,94199.9,27142.5,18772,94758.8,2346.69,61.194
108935,75103,95058.6,45637.3,33090,90386.4,7356.09,61.206
89677.3,58034,101270,54442.4,36434,97928.7,3145.71,61.224
169045,118306,93642.8,57701.2,41978,90083.1,2359.8,61.233
66563.9,45997,94839.5,41766.4,31965,85631.2,2704.11,61.246
102791,72987,92297.4,24978.7,15766,103831,2775.18,61.247
61234.7,47548,84400.5,36280.2,27740,85712.3,2277.69,61.286
129251,86668,97736.3,36277.4,23864,99626.1,2763.45,61.335
114844,74458,101083,37082,25831,94080.9,2461.23,61.345
105762,76990,90027.2,38054.9,24846,100377,6556.38,61.361
75610,46043,107621,26353.9,16630,103856,4627.14,61.398
164302,104691,102852,49579.3,30587,106229,2301.84,61.426
116403,65742,116038,47318.1,30915,100309,4068.93,61.431
66217.4,46787,92752.8,31034.8,22887,88867,7769.4,61.439
75216.7,56111,87850.9,37104.8,28418,85568.9,2748.96,61.45
64546.1,43494,97256.9,30812.6,22358,90318.3,4727.88,61.461
90794.8,61314,97046.8,30317.2,20822,95421.6,2618.55,61.466
112861,81419,90844.3,42493,30758,90539.7,2791.74,61.475
63050.1,41731,99016.4,27934.7,19227,95216.4,5602.11,61.495
88416.3,57627,100551,35499.8,26934,86378.4,3298.2,61.498
80863.3,60259,87944.7,22821.1,18539,80673.2,2887.65,61.532
84037,51062,107858,40189.7,25666,102621,5945.73,61.546
105234,75336,91544.8,54095.3,38044,93186.6,4309.05,61.555
124939,81448,100531,43131.9,31464,89838.9,2584.05,61.56
85217.8,55792,100101,45904.3,29700,101292,3046.35,61.576
129184,90970,93066.2,57843.4,38718,97908.6,8587.74,61.579
70099,49713,92410.6,21301.7,14673,95142.6,3772.92,61.586
74288.7,51814,93962.8,19549.1,14874,86134.8,5983.68,61.59
68307,43150,103744,35537.1,25934,89803.3,7283.64,61.594
82007.8,59841,89812.4,41032.2,32965,81574,6779.94,61.595
101465,64074,103780,55006.1,36183,99629.1,2909.04,61.618
112060,80992,90675.2,43625.2,30756,92958.3,2879.37,61.618
97163.5,76624,83103.3,29643.1,22256,87288.4,4952.13,61.634
57583.1,38606,97750.8,57550.1,37779,99833.4,4969.38,61.642
60215.1,44667,88348.4,35666.1,26038,89769.3,6145.83,61.652
74058,53902,90042.4,35838.6,27271,86125.1,3713.58,61.657
79437.6,61517,84627.4,24542.6,19977,80513.8,4279.38,61.673
71631.9,52586,89272.2,21146.4,15747,88007.4,2263.89,61.677
94600.4,61207,101291,31902.2,21931,95332.6,8363.49,61.682
84722.9,62739,88499.9,38048,29675,84027.4,3796.38,61.7
74626,50805,96263.9,31618.6,21601,95928.6,2676.51,61.729
108778,82982,85908.4,42860.7,33038,85020.9,2363.25,61.739
133541,80691,108460,64205.9,39359,106908,9733.14,61.749
69969.8,43395,105670,34937.5,22967,99693.5,5166.72,61.749
68834.5,48053,93878.4,26500.8,20145,86212.9,8346.24,61.749
83907.8,57555,95543.1,24398.4,16187,98781.3,9751.77,61.779
70189.2,48933,94004.4,21780.5,16493,86546.4,4224.87,61.784
81140.2,53063,100213,33494,24287,90380.1,2568.18,61.81
68393.6,44553,100605,45718,32605,91893.2,5107.38,61.842
69670.9,44802,101914,34542.1,23750,95315.8,9905.64,61.872
98923.6,76437,84815.7,38022.4,30477,81761.3,3572.13,61.889
69653.1,51646,88386.1,22981.8,18611,80927.3,3673.56,61.927
65409.5,46130,92926,31357.1,22198,92576.6,6795.81,61.957
82524,55948,96666.4,62075.2,40972,99291.2,4327.68,61.962
80877.5,54309,97596.9,41994.8,30661,89761.3,8898.93,61.986
119923,88252,89055.1,30155.8,22533,87706.4,7291.23,62
88606.6,61762,94020.9,29756.9,20826,93640.2,3963.36,62.01
101869,67898,98325.6,33291.8,24014,90855.8,3313.38,62.012
79247.4,54742,94873.3,29957,19310,101671,8641.56,62.025
76104.2,50310,99136.6,23087.4,15250,99216.8,3145.71,62.031
84880.5,54233,102571,36786.7,23604,102137,3939.9,62.069
86130.1,57763,97720.4,42906.3,29519,95257.5,6171.36,62.071
72391.6,50176,94552.3,25375.4,18128,91736.8,2650.29,62.075
110769,82188,88326.4,30926.5,23564,86012.5,5922.96,62.078
71693.7,51226,91721.3,20934.6,15770,86998.7,8626.38,62.088
75812.4,49838,99691.8,27346.8,19399,92386.1,4573.32,62.093
122831,88138,91332.1,35261.1,24554,94113.8,6950.37,62.094
90536.4,66649,89024.5,30631.2,23465,85550.6,3761.88,62.101
112140,71027,103471,32155.4,19499,108074,4847.25,62.128
142125,96998,96025.7,67885,48238,92228.3,2511.6,62.159
84573.1,56367,98330.2,28225.1,18194,101669,4022.7,62.16
94508.1,56840,108967,41984.4,27861,98757.8,6700.59,62.163
74151.7,55798,87092.8,19326.9,13638,92873.4,6111.33,62.17
82608.5,59722,90650.5,49337.1,35386,91373.8,4865.88,62.173
101223,64939,102153,37841,26342,94144.2,5078.4,62.188
120221,83759,94065,43585.9,29723,96102.2,3806.04,62.195
72628,55238,86168,27270.9,21658,82520.2,9435.06,62.198
123541,92687,87352.2,38715.2,31234,81233.3,3096.72,62.207
76834.8,55566,90621,18501.7,13994,86646,6067.17,62.218
114563,70909,105883,44008.2,29293,98457.7,5573.13,62.219
76026.8,50811,98059.3,26575.3,18022,96639.8,2695.83,62.224
119351,79560,98313.1,30242.7,19905,99572.2,5649.03,62.243
143418,91465,102761,54383.7,35069,101631,2459.16,62.263
89143.3,59711,97839.6,31176.3,21986,92930.4,9001.05,62.27
81975.2,57895,92794.3,24620.6,16895,95503.7,5945.73,62.271
72476.8,49579,95803.5,35564,24411,95478.3,4461.54,62.272
68451.1,49339,90922.2,26472.5,19846,87418.3,9154.92,62.295
87115.6,57977,98473.6,48295.9,33929,93286.5,3441.03,62.324
92471.8,59700,101511,41947.2,28384,96852.1,3647.34,62.334
99938.9,68874,95095.3,39786.1,26435,98635.2,4850.01,62.336
76924.9,57850,87145.3,18985.3,14887,83577.9,5739.42,62.345
81243.9,52982,100494,30197.8,19142,103388,2640.63,62.362
108981,78827,90606.1,45217.8,31862,93007.1,7314,62.366
167887,105073,104714,44168.3,29201,99127.2,9060.39,62.367
81794.1,53823,99594.2,29202.2,18879,101372,2837.28,62.368
76457.1,55386,90468.5,19108.9,14199,88197.6,5728.38,62.376
74876.6,49642,98850,30980.3,21939,92544.1,2922.15,62.387
107319,78526,89565.7,33772.7,24682,89673.9,2988.39,62.388
74893.6,49920,98321.9,46045.1,30600,98614.7,3227.13,62.398
84790.3,56515,98324.7,49580.6,34587,93946.2,9239.1,62.402
118348,81867,94740.1,62804.5,43519,94578.4,6537.06,62.408
74341.3,46722,104277,38012.8,25746,96760.9,8753.34,62.408
110152,70294,102696,46361.8,30378,100019,4633.35,62.435
99875,78816,83046.7,37789.2,30292,81756.1,7703.85,62.437
75676.1,51455,96385.3,29557.5,21330,90814.9,3698.4,62.443
113675,74370,100172,32095.3,21074,99810.2,4456.02,62.445
87700.6,57479,99993.9,48430.4,31679,100191,5911.92,62.448
135545,98040,90606.9,35703.4,26149,89481.6,3467.94,62.454
81024.5,62017,85622,27164.6,21489,82845.2,3014.61,62.472
56888,43702,85309.9,41007.4,31430,85506.2,4707.87,62.478
125590,85622,96127.8,45778.1,30378,98759.3,2904.21,62.486
110665,80065,90583.1,30107.5,22325,88381.8,6553.62,62.513
68975.8,46907,96369.4,31644.8,21958,94447.2,2830.38,62.519
71572.3,56754,82647.2,20461.3,17962,74654.8,6961.41,62.524
118064,81919,94452.7,37513.9,27314,90009.2,3218.16,62.551
74484.7,46573,104812,30003.3,19289,101939,3907.47,62.572
124120,78511,103608,41740.9,28130,97246,5402.7,62.586
65680,35533,121138,31708.3,19565,106212,9685.53,62.59
95171.9,72727,85761.7,40421.6,31523,84036.1,8126.13,62.595
66437.5,45190,96349.9,29492,19806,97585.9,3556.26,62.614
91159,68554,87145.9,27577.9,20579,87824.8,4485,62.622
71715,44215,106297,20170.8,13179,100304,2984.25,62.669
80905.2,62171,85284.2,17207.9,13446,83871.6,4974.9,62.676
79731.6,59907,87223.3,36217.4,27783,85431.5,5074.26,62.72
68135.1,50587,88269.8,23300.6,15606,97848.8,4798.26,62.722
63934.1,47387,88420.5,29888,20694,94652.7,4304.91,62.73
79457.5,52230,99699.9,36735.6,25154,95710.6,2711.01,62.742
110842,77051,94277.4,32230.6,21814,96830.7,5315.07,62.765
79144.4,61475,84372.6,22707.2,18623,79908.7,4896.93,62.775
72048,49045,96273.5,21726,15877,89679.2,4667.85,62.776
99062.8,66819,97160.6,33191.1,21827,99656.8,6399.06,62.786
87809.2,61693,93279.1,42028.6,29661,92862.2,3031.17,62.79
93277,50280,121579,59191.6,35596,108978,3855.03,62.81
66613.6,46782,93317.7,22086.2,16206,89315.2,9223.23,62.813
96317.9,67972,92866,31941.5,24660,84887.1,2789.67,62.815
125446,96395,85287.1,33094.5,23670,91629.9,3739.11,62.835
74825.5,51432,95344.6,23822.2,16556,94299,7836.33,62.838
93820.8,57926,106146,32038.1,19462,107884,7464.42,62.85
106577,76601,91182.3,28445.9,20601,90492.4,5243.31,62.855
85870.9,55090,102154,52565.6,36150,95295.6,5344.74,62.87
70670.6,48946,94624,28795.8,20090,93935.3,5468.25,62.908
111684,83701,87446.4,37083.4,27949,86954.6,6764.07,62.946
107559,77804,90599.5,38166.7,28460,87887.9,2489.52,62.952
75442.5,57140,86527.8,37029.5,29232,83017.5,5380.62,62.964
88923.9,65607,88827.7,37500.8,28135,87352.2,5021.13,62.972
118875,84119,92613.6,37313.1,27239,89774,2657.88,62.977
111967,82059,89421.9,36142.2,28415,83357.9,5039.76,62.98
85124.7,52752,105754,28413.5,17264,107861,6884.82,63.014
90951,63444,93950,28735.7,21604,87170.2,9973.26,63.026
72993.7,52991,90274.1,26229,20031,85814.1,4244.88,63.028
104702,65051,105482,66656.8,42774,102128,6843.42,63.049
109755,77866,92375.7,32124.3,22023,95595.5,8062.65,63.057
126139,93771,88158,35854.5,24902,94360.2,2491.59,63.06
73792.4,51951,93088.9,44713.4,35375,82836.4,7393.35,63.062
90061.4,66911,88210.6,38381.2,31410,80081.3,5192.94,63.065
84861.3,64076,86794.9,46417.7,37477,81170.6,8977.59,63.083
108889,79376,89903.2,34533.1,26180,86446.2,3029.1,63.107
74652.2,44598,109700,33610.6,20394,108007,8798.88,63.137
153978,112429,89755.2,63415.1,43725,95048,9304.65,63.138
94276.6,66651,92699.5,28495.6,18806,99302.8,4878.99,63.157
85187.2,62339,89556,34547.6,25067,90322.4,4024.08,63.163
87217.8,58867,97098.7,33479.5,22863,95967.8,4747.2,63.172
116128,88743,85759.3,33154.5,25743,84404.1,2613.03,63.174
80211.5,63837,82346.4,25363.7,20457,81255.1,3515.55,63.175
84367.2,57595,95999.4,24343.2,18879,84504.3,6270.72,63.217
68605.9,46164,97395.3,26925.9,18192,96999.4,4736.16,63.221
110306,85749,84304.6,41496.6,31921,85195.4,5025.27,63.221
75442.5,54382,90916.1,37736.1,28231,87601.3,4408.41,63.222
69684.4,46655,97885.2,35803.4,24802,94605.8,2365.32,63.239
118193,85610,90478.9,24623.3,18106,89126,5693.19,63.244
108372,79374,89478.7,34326.1,24595,91465.6,2612.34,63.244
69761,48867,93557.2,18944.6,12711,97675.7,7736.28,63.245
139391,98850,92413.9,45392.3,32646,91124,7114.59,63.246
103034,73158,92299.1,24410.8,17790,89926.2,3383.76,63.256
67092.2,46790,93972,28027.8,19866,92461,2268.03,63.286
101597,70023,95086.5,36144.3,24059,98455.9,3505.89,63.294
131335,93660,91898.1,57950.3,39612,95875.8,6395.61,63.296
86654.8,67142,84582.1,41016.4,29642,90683.8,3963.36,63.306
74389.5,46189,105549,30529.1,20957,95469.4,3940.59,63.306
96276,66452,94948.9,38713.8,27156,93428.7,3544.53,63.314
104562,63564,107806,45149.5,28748,102926,5479.98,63.317
82999.7,49817,109189,41306.2,28265,95773.6,4138.62,63.342
92584.7,70411,86174.5,33206.9,25574,85096.2,3070.5,63.397
96037.4,70426,89369.1,32256.8,24595,85951.7,6087.87,63.4
116641,79590,96044.5,133000,98782,88237.3,6661.26,63.4
83253.9,54297,100487,31981.5,20217,103672,5219.85,63.404
123402,87787,92123.5,41409.7,32566,83333,2573.01,63.417
91654.6,54993,109226,32119.5,21109,99719.7,7337.46,63.425
104929,75737,90795.9,27057,20020,88571.7,8303.46,63.439
92757.9,72150,84254.8,39238.2,28814,89245.4,4091.7,63.486
125884,91443,90219.2,27526.9,20071,89880.9,2393.61,63.491
85907.9,53718,104808,36991.6,24306,99740,6012.66,63.498
73423.9,51811,92874.3,41747.1,27175,100678,8409.72,63.548
92234.7,68899,87732.7,35187.9,26407,87328.2,4654.74,63.57
112529,85277,86479.6,40060.7,30525,86008.8,5982.99,63.583
113770,80662,92435.8,34986.4,25150,91167.9,3111.21,63.584
114843,84148,89442,35840.7,28464,82520.2,4934.88,63.595
69917.2,45080,101644,39288.6,26540,97016.5,2312.19,63.601
81917,49819,107760,42634.4,28607,97671.5,4516.74,63.614
135877,87783,101441,70660.8,44523,104010,2956.65,63.617
91771.8,63316,94989.5,65467.9,41860,102497,2600.61,63.629
67509.6,44210,100075,60895.3,42202,94565,9889.77,63.637
80624.8,55057,95970.1,19317.9,14177,89301,8231.7,63.653
74824.8,45022,108918,24054.8,16071,98093.1,2292.18,63.678
104533,77901,87940.4,25406.5,20493,81249.2,2395.68,63.681
71240,57225,81586.4,16213.6,13309,79838.9,7753.53,63.721
67920.7,42250,105355,30253.7,19706,100614,9425.4,63.726
118727,86739,89704.6,35794.4,26879,87273.5,2495.04,63.732
67320.8,51522,85632.1,30570.4,25210,79471,4781.01,63.766
104959,77048,89276.4,47030.4,37404,82402.5,3890.22,63.773
113173,87230,85026.7,49356.4,38647,83696.6,2752.41,63.792
137273,91154,98693.5,47937.1,31214,100647,8175.81,63.797
63613.9,46537,89584.6,53546.1,41069,85446.3,2813.13,63.836
97972.9,72315,88788.7,29229.8,21702,88268.5,6356.97,63.843
114145,81124,92211.7,41880.9,30100,91186.3,4511.91,63.844
68838.8,42503,106143,26057.8,17275,98855.4,3343.05,63.846
62622,42268,97094.6,47773.5,36700,85310.3,2285.28,63.87
87057.4,58076,98240.1,48213.1,35521,88952.8,2618.55,63.902
98148.3,72281,88989.4,29680.3,21965,88556,5487.57,63.91
103424,57639,117593,38217.7,23823,105135,3565.23,63.914
77840.1,56666,90024.6,30092.3,22842,86337.8,9630.33,63.918
66969.3,46238,94919.8,59172.3,35923,107951,8407.65,63.939
119697,83103,94394.8,21377.6,15458,90632.8,9041.76,63.944
110813,69479,104524,39644.6,24719,105107,6334.2,63.949
73382.8,49306,97538.1,23656.7,16099,96301.8,6422.52,63.967
81450.5,59959,89026.5,23742.2,19003,81880.2,5085.3,63.977
90514.3,62474,94950.7,39173.4,27386,93743.7,2492.97,64.011
118290,82222,94284.6,49234.3,36067,89461.7,4923.84,64.011
81004.6,56804,93456.8,36221.6,27584,86057.7,8807.85,64.068
86993.5,66419,85836.9,27253.6,22479,79456.1,4992.15,64.09
63023.1,44693,92414.6,28443.9,21233,87792.5,8954.13,64.091
79172.8,52115,99561.9,45809.1,31575,95079.8,9841.47,64.103
82044.8,56516,95139.2,65316.8,44960,95209.1,3895.05,64.127
69790.9,46610,98129.5,40710,28418,93883.1,5426.16,64.134
94810.6,58188,106783,71534.4,48065,97536.2,4943.16,64.164
87876.7,64298,89568.7,16101.8,12238,86227.3,5660.76,64.184
77896.2,52807,96672.9,43274.7,29795,95185.5,3236.79,64.233
87047.4,63078,90439.4,42051.4,31790,86690.1,9743.49,64.253
78237.7,56286,91095.3,35025.1,28435,80724.6,4992.15,64.256
66223.1,44489,97552.2,43170.5,30804,91846,4496.73,64.28
87997.4,57575,100165,43059.4,27847,101337,3896.43,64.288
83926.3,48569,113245,36294.7,21849,108866,3827.43,64.294
66642,44770,97553.1,28652.9,20570,91288.2,3828.81,64.322
69954.9,39142,117126,46501.9,29974,101673,7099.41,64.337
73894,45751,105849,61561.8,45183,89292.8,2802.78,64.337
90636.5,64402,92232.4,24895.2,18414,88602.8,3542.46,64.366
79854.4,54659,95745.2,37516,24795,99159,4243.5,64.386
95300.5,70944,88035.8,51494,37972,88873.7,5673.18,64.388
113758,74054,100673,65025.6,42094,101238,5442.03,64.397
80700,52498,100742,33965.9,23810,93489.8,3935.76,64.407
136363,94490,94578.3,42237.7,29155,94943.8,2526.78,64.416
87445,65035,88118.6,38586.9,30815,82064.9,2366.01,64.429
