"FSC-A","FSC-H","FSC-W","SSC-A","SSC-H","SSC-W","530_30 Blue B-A","Time"
68084.7,40144,111150,26243.5,15732,109324,4115.16,14.667
110879,69311,104840,51397.4,31202,107954,3770.85,14.675
106879,64534,108539,35884.1,22362,105165,8454.57,14.688
89822.1,57588,102219,59311,38212,101722,4626.45,14.726
83722.5,54859,100017,36211.9,25110,94511.4,4533.99,14.732
74944,53931,91070.7,20561.3,15723,85702.9,3556.95,14.773
76028.9,54935,90700.5,26291.8,18971,90825.8,8616.72,14.779
108269,66687,106400,52993.4,36034,96380.5,4832.07,14.783
92955.3,72503,84023,33876.9,26879,82598.3,2452.95,14.823
84137.8,49710,110924,39717.1,24611,105762,4542.27,14.823
62587.2,45742,89670.7,42777.2,32903,85203.5,4958.34,14.838
80109.3,52047,100871,31586.1,21586,95896.8,8230.32,14.843
70596,49816,92873.4,31751.7,22680,91749.6,7105.62,14.846
96292.3,75919,83123,26855.5,21435,82108.8,4928.67,14.873
91207.3,54338,110003,62339.4,38594,105858,3076.71,14.914
69838.4,56264,81347.4,84302.8,68993,80078.7,6391.47,14.924
83491.7,53363,102538,32797.8,22683,94759.7,2420.52,14.946
91625.5,53652,111921,46630.2,30640,99737.5,3235.41,14.947
86642,62406,90987.6,33398.1,24538,89199.5,5459.97,14.951
80146.2,58946,89106.3,37796.8,27890,88815.1,2526.78,14.957
88173.5,61522,93926.4,37804.4,27402,90414.9,4117.23,14.958
81084.1,43710,121572,48478,31306,101484,5496.54,14.975
85949.8,56646,99438.7,20259.1,13430,98860.7,4531.23,14.983
143926,86246,109366,73309.7,45346,105950,7471.32,15.019
86591.6,55222,102765,25906.1,17114,99204.1,4027.53,15.029
66167,47073,92119.1,31519.2,24197,85367.7,9698.64,15.033
88616.5,69831,83166.1,24437,20283,78958,9334.32,15.041
88198.3,53611,107817,29022.1,18678,101831,6334.89,15.058
103972,78023,87331.8,26017.8,20175,84515.7,3255.42,15.15
82389.1,55747,96856.4,28303.1,18643,99494.3,9946.35,15.151
68060.6,45755,97484.9,25575.5,18422,90984.6,9982.23,15.16
129104,87248,96975.6,62281.5,44720,91271.9,4359.42,15.162
83554.2,54755,100006,59860.9,39583,99109.4,3581.1,15.208
100729,70718,93348,43253.3,32631,86869.9,4248.33,15.209
71781,51722,90952.4,34546.2,25274,89579.1,9112.14,15.217
99529.2,63723,102361,36118.1,23654,100069,4077.21,15.219
94055.8,59046,104394,32797.1,22702,94678.4,2629.59,15.262
108219,83475,84962.4,43858.5,35231,81584.6,4276.62,15.278
162520,103915,102497,44639.6,31062,94182.5,2270.1,15.278
77483.7,52779,96212,17947.6,12175,96608.9,8480.1,15.293
71184.6,44135,105702,43166.4,27243,103841,2638.56,15.302
89481.3,52990,110667,47554.8,29943,104083,3320.97,15.307
103119,62952,107352,40888,26712,100316,2936.64,15.312
125993,92308,89451.4,36209.1,26580,89277.7,2544.03,15.322
67513.2,45402,97452.6,35077.5,25358,90655.5,5729.07,15.351
107770,75911,93040.9,33830,25995,85288.9,5466.18,15.364
92515.1,66678,90930.6,24241.8,17098,92917.8,5325.42,15.367
84136.4,49543,111297,37104.8,24051,101106,3167.1,15.369
91690.8,57262,104940,31178.3,19310,105816,4707.18,15.376
96618.9,64874,97604.9,44790,31799,92309.7,4516.74,15.377
65567.8,44026,97602.6,52141.2,34515,99004.1,7957.08,15.404
68099.6,48784,91484.5,26741.6,19920,87978.9,2557.14,15.409
117376,84227,91329.2,27664.2,19731,91885.8,3467.94,15.411
78919.3,55609,93007.6,27741.4,20397,89133.9,2755.86,15.411
99180.6,62779,103536,51645.8,34262,98787.6,2688.93,15.414
73042,55691,85954.2,21199.6,17643,78747.1,3031.86,15.424
69964.8,52026,88133.1,30862.3,23806,84961.5,3393.42,15.463
92101.2,61018,98920.7,36897.8,23943,100995,8186.16,15.472
67663.7,48815,90841.1,24130.7,16658,94935.1,9855.96,15.472
102237,71656,93505.3,24974.6,18332,89282.8,7469.25,15.476
54718.3,36842,97335,41021.9,29783,90266.6,6891.72,15.482
87533.8,59254,96813.9,21315.5,14554,95982.6,4151.73,15.491
64110.9,46394,90562.8,43744.6,31939,89760.1,7913.61,15.497
95523.4,64827,96568.1,33463.6,23478,93409.7,3129.84,15.504
96117.7,68796,91563,32096.7,24072,87383.3,2325.99,15.509
85538,56159,99820.4,35566.1,25023,93148.6,3837.09,15.52
87992.4,63474,90850.9,30599.4,22462,89278.1,2817.27,15.536
87385.4,63551,90114.8,30422.8,22770,87562.1,4126.89,15.566
76404.5,51427,97366.1,47991.6,33479,93944.7,2280.45,15.571
74004,52803,91849.4,16402.7,11847,90737.4,7184.97,15.584
88807.5,57942,100447,37656.1,26534,93006.2,5059.77,15.607
130879,92741,92486.1,35527.4,25009,93099.5,4606.44,15.615
98087.9,67882,94698,40049,28327,92655.4,6318.33,15.618
108281,69970,101420,54981.3,39894,90320.7,2784.84,15.651
94466.9,63410,97634.2,37233.1,25242,96668.6,2928.36,15.656
119391,81877,95562.8,38441.3,23942,105225,4122.06,15.667
98604.8,76781,84163.6,31341.2,23897,85951.2,6189.3,15.678
91785.2,63396,94883.6,16910.5,11476,96570.9,3594.9,15.678
98339.3,59888,107614,39084.4,26116,98079.1,4486.38,15.684
109151,81868,87376.4,42937.3,32008,87913.7,5991.96,15.738
82680.9,54797,98884.5,30420.7,21609,92260.3,2690.31,15.742
70018.8,49182,93301.4,35584.7,25687,90788.2,3338.91,15.755
98315.1,59171,108891,38043.8,23879,104411,2835.21,15.764
81043.7,63361,83825.7,14703.2,12321,78207.1,3572.82,15.773
133604,89251,98103.6,36451.3,23731,100665,2583.36,15.794
88729.4,55123,105491,23568.3,14667,105309,2377.74,15.796
72789.9,55274,86303.9,39741.9,31031,83933.1,2494.35,15.797
97137.9,63335,100514,32498.3,20551,103635,7763.19,15.801
84487.2,56746,97574.3,26950,18819,93851.8,3676.32,15.811
72424.3,48932,96999.8,22936.3,16304,92195.3,6397.68,15.824
99167.8,71896,90395.3,33476.7,24216,90598.4,5543.46,15.833
151106,105666,93718.6,53614.4,36830,95402.4,2700.66,15.835
76568.5,49757,100850,41234.4,26285,102809,6092.7,15.837
108304,80883,87754.1,30352.4,23231,85625.9,4811.37,15.841
79382.3,60603,85843.9,23509,18598,82841.5,7895.67,15.842
120261,73246,107602,60402.6,39150,101112,7649.34,15.847
134556,96694,91197.9,43160.9,30770,91926.9,4786.53,15.86
124215,95647,85110.5,65979.2,49954,86559.9,3133.98,15.906
57309.8,39664,94691.8,54363.7,39984,89105.2,2771.73,15.916
76916.4,58114,86739.8,17535,13142,87442.7,8407.65,15.919
70703.9,51526,89928.4,31610.3,25222,82135.1,7311.93,15.934
90994.3,57499,103713,28465.9,19126,97539.7,2648.91,15.944
103906,70766,96226.4,38936.7,25799,98909.1,2809.68,15.947
85623.9,61773,90839.8,33113.1,24057,90206.6,2283.21,15.947
67206.5,41691,105645,31695.8,20955,99127.6,7616.22,15.952
66253.6,45610,95198.4,26358,18099,95441.6,8276.55,15.964
79682.6,52903,98710.4,35175.5,23839,96701.3,5740.8,15.977
130751,87112,98366.8,37433.2,25308,96934.6,3843.99,15.99
54566.3,44239,80835,49681.4,41250,78931.4,6923.46,15.995
65941.2,46807,92326.5,42615.8,31199,89517.9,3450,16.045
116557,81223,94045.9,45227.4,34199,86669.9,4672.68,16.062
89341.4,55497,105503,47677.6,31289,99862.6,2908.35,16.062
104894,72748,94495.1,35517.1,24524,94913,6951.75,16.069
76523.1,59947,83657.5,20550.3,15638,86122.4,4273.17,16.086
129018,84819,99686.4,37861.7,24715,100397,4131.03,16.086
99897.7,78815,83066.6,39601.9,31922,81302.8,6124.44,16.089
85138.9,49472,112784,54294.7,33460,106344,2953.89,16.101
68038.6,48940,91111.1,29482.3,20920,92359.1,4566.42,16.115
84857.8,53002,104925,36423.7,24899,95869.9,7243.62,16.117
77897.6,58060,87928,42900.1,32748,85852.5,3204.36,16.127
84673.9,63879,86870.3,46379.7,37303,81482.5,2975.28,16.18
86451.7,60863,93089.4,30733.3,23250,86629.5,2330.13,16.214
136720,98565,90905.6,33965.2,24945,89234.2,2358.42,16.235
100968,63338,104472,32788.8,19982,107539,5151.54,16.241
72944,55232,86552.3,40561,32320,82246.4,4635.42,16.252
86416.9,58634,96589.4,44806.5,31738,92521.3,8182.71,16.263
73734.2,50734,95246.7,30769.2,21959,91829.7,3262.32,16.275
84957.2,61550,90459,13113.5,9818,87533.4,3830.88,16.289
88394.3,59857,96780.8,42904.2,30361,92611.2,3356.16,16.315
123455,79567,101685,59780.2,42146,92956.8,3534.87,16.368
63944,46071,90960.4,33147.6,26787,81097.6,5268.15,16.374
75117.3,50459,97562.1,23816,16886,92432.1,3182.28,16.386
106251,82106,84808.1,29073.2,22039,86453,2366.01,16.387
85095.6,59645,93500.3,25335.4,18397,90252.9,9072.81,16.417
91401.1,56847,105372,42079.6,26370,104578,2686.86,16.432
93555.3,62642,97877.4,35658.5,26506,88165.6,7868.07,16.443
103894,73706,92377.4,36671.4,27207,88333.8,4128.27,16.45
80516.1,59140,89224,45702.8,35044,85469.2,2641.32,16.48
142758,96041,97414.7,35351.5,22813,101556,3510.72,16.505
93299.7,67158,91046.3,25201.6,18170,90897.6,3006.33,16.511
88299.1,60870,95067.7,24839.3,17966,90608.3,4002,16.537
67436.5,42454,104101,35077.5,22630,101584,7062.84,16.545
103066,76329,88492.1,43792.9,36729,78140.2,3887.46,16.566
70718.8,43275,107097,27625.5,17051,106180,5782.89,16.572
65820.5,41959,102805,57780.6,42803,88468.3,4626.45,16.577
132791,101432,85797.5,44238.7,33761,85875,2668.23,16.601
121744,87335,91356.2,50247.9,39747,82850.1,3163.65,16.601
62975.6,42822,96379.6,36685.9,26954,89198.2,3248.52,16.609
126498,95391,86907.2,39818.5,28674,91007.4,4373.22,16.622
101321,70816,93766.1,28937.2,20004,94802.5,3316.14,16.668
84443.8,58223,95050.3,28595,19627,95480.8,4196.58,16.695
127049,86391,96378.9,34486.9,25007,90380,2700.66,16.703
98479.1,67138,96129.3,28841.3,19930,94839.1,2604.06,16.714
55030.7,38200,94410.8,45235,30056,98633.3,2977.35,16.723
88513.6,62071,93454.7,51928.7,37591,90532.3,5106.69,16.736
84370,58915,93851.7,25022.2,18763,87398.2,2697.21,16.785
87621.1,53645,107043,102036,63129,105926,4411.17,16.792
108769,81711,87237.9,25323.7,18722,88645.1,3083.61,16.799
88192.6,62991,91755.9,23408.2,16258,94358.7,5543.46,16.818
89975.5,49371,119435,57468,35275,106768,2726.19,16.881
91197.4,63447,94200,48808.5,32759,97643.9,4044.78,16.886
64671.8,44722,94770.6,26341.4,19742,87443.7,5221.92,16.901
86433.3,57858,97903.3,45239.9,31038,95522.9,3244.38,16.917
86583.8,59085,96037.2,33793.4,24921,88868.3,2399.13,16.936
97476.6,66853,95556.3,41829.2,30129,90986,2285.97,16.939
94244,57767,106919,43358.2,28207,100738,2351.52,16.955
90350.3,58929,100480,49938.1,32645,100252,4019.94,16.96
94504.5,69472,89150.3,36812.2,26400,91383.5,4209,16.969
124404,84339,96668.7,54084.3,39099,90653.7,3692.88,16.99
72731,49540,96215.1,22825.2,16080,93026.9,7990.2,17.05
79716,57567,90751,36638.3,25682,93494.6,3278.88,17.05
77334.6,51958,97544.2,35842.1,25146,93412.3,8243.43,17.053
75534.1,51995,95205.3,24637.1,17606,91708.5,4660.26,17.107
95050.5,67504,92279.5,26682.3,19456,89877.2,2514.36,17.139
96225.6,72030,87550.2,24613.7,19219,83931.6,2505.39,17.181
82065.3,54705,98313.4,32841.9,22277,96616.6,3118.8,17.182
79046.4,53058,97636.3,48667.1,35454,89960.1,2264.58,17.19
140302,95278,96505.6,60706.2,39742,100107,3788.1,17.198
70272.2,49823,92434.5,42926.3,32667,86118,3404.46,17.198
90258.8,58799,100600,31176.3,21791,93762,6663.33,17.208
67730.4,46981,94480.4,32195.4,24417,86413.5,3096.72,17.216
111266,77942,93556,34587.6,25454,89052.2,2269.41,17.222
68295.6,52084,85934.7,36914.3,28972,83501.9,9059.01,17.264
68713.8,53159,84712.4,32258.2,27567,76688.5,6272.1,17.269
149278,101062,96802.5,52201.9,39170,87340,7262.25,17.292
95023.6,67537,92208.2,28353.5,21237,87497,2523.33,17.347
100254,62239,105565,30040.5,19922,98822.2,2715.84,17.349
76675.7,47799,105128,30407.6,19579,101782,4824.48,17.36
81405.8,61913,86169.4,25259.5,20221,81865.8,4621.62,17.368
79748.6,61019,85652.1,19590.5,15478,82948.8,9013.47,17.378
84426.1,60171,91953.7,43217.5,30982,91417.6,2908.35,17.38
64138.6,41598,101048,30942.4,20935,96863.5,2731.02,17.383
67595.5,41222,107465,30789.9,21586,93479.3,6774.42,17.404
66180.5,44446,97583.7,29751.4,21107,92376.4,2827.62,17.411
73517.7,36335,132601,50895.1,30482,109424,6359.73,17.419
81010.3,48822,108744,41640.8,26506,102957,5194.32,17.42
71518.3,46203,101444,41521.4,28742,94675,2704.8,17.446
80105,59858,87703.6,24526.1,18566,86574.3,6647.46,17.449
60369.9,39477,100220,34110.8,22773,98164,2275.62,17.495
75154.2,53831,91495.7,26431.8,19695,87953.1,4675.44,17.504
92198.5,49531,121991,76540.3,48267,103925,8583.6,17.51
148421,102731,94683.1,54712.9,35414,101250,6511.53,17.52
93260.6,68390,89368.7,36995.7,27674,87611.2,4050.99,17.535
76665.1,56546,88853.7,32603.2,24794,86177.4,3048.42,17.554
68791.9,45215,99709.1,36863.9,27330,88397.9,3924.72,17.577
74814.8,50294,97488.1,52633.2,39118,88178.6,2988.39,17.589
71779.6,48618,96757.3,20547.5,14851,90674.1,2747.58,17.599
74799.9,48029,102065,42415.7,28365,97999.4,2332.89,17.624
80626.2,60086,87939.2,28631.6,22254,84317.3,3518.31,17.631
78967.6,58997,87720.1,27369.5,20789,86280.7,2820.72,17.634
82320.2,62928,85731.9,42389.5,33760,82287.8,2348.07,17.648
93010,69879,87229.4,42280.4,33099,83715.2,2792.43,17.656
95328.9,70541,88565.1,49664.1,37917,85839.8,5052.87,17.672
90184.9,69875,84584.7,23963.7,18635,84276.1,9362.61,17.702
121893,76710,104137,39074,24322,105286,2323.92,17.707
94848.2,65866,94373,30397.3,21747,91604.1,9915.99,17.711
105687,77243,89669.1,41734.6,30607,89362.6,2428.8,17.744
73462.3,45127,106686,28887.5,18883,100258,8955.51,17.747
116987,88591,86542.5,38093.5,29535,84526.7,2331.51,17.769
85493.9,53466,104794,51009.6,30867,108302,6779.25,17.8
82357.9,56234,95981.2,38606.2,29767,84996.7,5655.24,17.803
92192.1,62897,96060.2,26515.3,19621,88563.7,2621.31,17.804
83701.2,49682,110411,40959.8,25390,105724,7508.58,17.808
93644.7,62430,98303.7,28493.6,20126,92783.1,2653.05,17.826
112311,76879,95740.5,69821.8,47218,96908.8,5723.55,17.834
66816.7,47271,92633.9,51052.4,36715,91128.2,4688.55,17.851
67842.6,50469,88096.3,26510.5,21565,80565.3,3270.6,17.861
102004,78122,85570.7,37171,30051,81063.5,8598.78,17.862
72035.2,49839,94723,42784.8,28242,99282.9,5718.72,17.869
77603.7,49942,101835,27086.6,19030,93281.7,3679.08,17.893
75047.7,55950,87905.8,11862.5,10119,76827.7,9006.57,17.925
88910.5,62234,93627.9,25233.3,17738,93228.6,2443.29,17.932
72543.5,52508,90542.6,63245.4,43800,94631.3,3652.86,17.969
83601.1,60941,89904.7,20806.3,16297,83669.3,4684.41,17.978
88112.4,68146,84737.7,26569.1,21362,81510.9,2642.7,17.988
79178.5,52218,99372.7,26722.3,17011,102950,2491.59,17.997
72510.9,52191,91051.6,21992.4,16130,89354.7,8866.5,18
100701,63786,103464,36138.8,23555,100547,3310.62,18.011
79050,56065,92403.8,40664.5,30001,88829.9,4122.75,18.023
78768.8,55999,92183.7,21862.7,16354,87611,4999.74,18.023
71740.5,47494,98993.3,31962.9,22574,92793.4,8235.15,18.035
90180.6,65923,89651.3,27279.2,20127,88824.3,2857.29,18.035
85190.8,53503,104350,51291.1,33775,99523.8,2335.65,18.035
124352,89350,91208.8,38878.7,26202,97242.8,8758.86,18.036
142337,89529,104192,35615.7,23721,98398.6,5887.08,18.045
98789.4,54163,119533,37399.4,22511,108880,7040.76,18.047
72772.2,45062,105836,26180,17118,100230,3218.85,18.068
65190.1,40124,106477,38781.4,27256,93248.5,2679.96,18.081
78985.4,55115,93919.7,52570.4,42726,80636,2372.22,18.088
143781,102508,91923.1,54622.5,39928,89654.8,6471.51,18.09
110708,69406,104535,36549.3,22247,107668,3071.19,18.103
85817,59133,95109.4,35893.8,25565,92013.9,4888.65,18.135
74210.6,52292,93005.9,35707.5,25508,91740.9,5969.19,18.135
61699,42970,94100.7,30637.4,22586,88898.1,4740.3,18.144
169003,115717,95714.6,47761.8,29969,104445,2731.02,18.157
88695.3,58812,98835.9,43236.8,29084,97427,6438.39,18.165
106141,73599,94513.3,32919.2,20699,104227,8783.7,18.171
112614,74852,98598,80026.9,53888,97324.9,3663.9,18.184
68098.9,49989,89278.3,42767.6,32589,86005,6102.36,18.194
113407,78591,94568.5,49468.9,37954,85419,5111.52,18.267
115288,78247,96560.1,36254,26179,90757.5,4602.3,18.319
78064.5,49255,103868,11460.2,7879,95323.8,2624.76,18.321
85235.5,64695,86343.5,33358.1,25711,85027.9,5569.68,18.336
68951.6,46563,97047.3,38106.6,28163,88675.1,2678.58,18.348
68535.6,51575,87087.7,28693,21907,85836.6,3579.72,18.35
87713.4,60969,94283.8,43844.7,32861,87441.2,6421.14,18.368
102880,65152,103487,56686.3,37392,99352.6,6585.36,18.405
82220.1,58926,91443.1,24613.7,17923,90000.7,3362.37,18.442
142745,93579,99968.2,46961.4,32550,94551.8,6753.03,18.448
92272.3,58391,103563,51158,30859,108645,3782.58,18.479
100447,76451,86105.7,34919.5,27207,84113.9,3730.14,18.493
86691,60782,93471.4,29104.2,19959,95564.5,2438.46,18.502
90960.9,52065,114496,40676.2,26997,98742.6,2857.98,18.504
71504.1,46759,100218,30883.7,19027,106375,2877.3,18.506
92643.6,62692,96846.4,49636.5,37268,87286.1,2350.14,18.511
103803,83903,81079.5,50985.5,41890,79765.7,4782.39,18.545
86081.8,56215,100355,45364.7,29291,101500,2877.3,18.547
115871,77063,98539.4,41547,27099,100477,6922.08,18.55
100258,73355,89571.1,41914.1,30118,91203.9,2305.98,18.557
69904.5,50147,91356.6,57656.4,40959,92252.5,5651.79,18.559
112125,66132,111115,57855.8,36644,103472,8360.73,18.563
87570,56990,100702,26155.1,17070,100416,3868.14,18.584
83542.1,49619,110341,35535,23923,97346.6,7505.82,18.604
77724.4,52604,96831.9,26716.8,19976,87650.8,2449.5,18.625
106746,74692,93660.4,43209.9,31060,91172,2542.65,18.631
103992,68471,99534.7,33048.2,22411,96642.2,3660.45,18.637
82643.3,63286,85581.5,30040.5,20814,94587.1,6339.72,18.645
61178.6,41922,95639.5,32474.2,22790,93384.2,2374.29,18.651
100676,76302,86470.8,21635.6,16291,87036.6,4066.17,18.668
61427.1,42199,95397.6,30969.3,22595,89825.3,2867.64,18.684
84962.9,60235,92440,22811.4,16678,89637.1,8647.08,18.695
142500,90395,103312,66889.3,41343,106031,4685.79,18.701
72702.6,49789,95696.6,19450.4,13853,92016.3,9911.16,18.721
92874.4,58298,104405,39422.5,24103,107190,4485.69,18.74
68972.9,44262,102124,19805.1,13150,98703,7692.81,18.746
131743,94645,91224.4,42344.6,28625,96946.6,4673.37,18.796
111365,74802,97569.7,43187.8,29514,95898.7,3483.81,18.797
151561,100346,98984.4,77466.3,54099,93843.4,4450.5,18.818
107233,73447,95682.6,42822.1,29455,95277.1,5605.56,18.819
102821,80135,84088.9,33307,27275,80029.6,3688.74,18.823
76276.7,59843,83533.1,31955.3,26607,78709.4,7007.64,18.827
78308,52423,97895.9,31388.8,22035,93355.8,4128.96,18.841
84888.3,59990,92736.1,32004.3,22686,92454.9,3790.86,18.864
70755.8,55255,83920.9,15959,12819,81589,3917.82,18.884
102327,76123,88095.9,25633.5,20139,83416.1,4577.46,18.884
80073.8,59103,88789.3,37814.1,28155,88019.3,7389.21,18.886
63344.1,36021,115247,35619.2,21493,108609,4291.11,18.913
64879.8,43763,97158.8,27483.4,19703,91415.1,2955.96,18.951
90703.9,68181,87185.2,25829.5,20245,83613.7,6378.36,18.965
103331,69307,97709,40072.4,29222,89870.2,4970.76,18.995
107324,79486,88488,27271.6,21130,84584.4,3915.75,18.996
86164.9,62367,90543.1,42161.1,30379,90953.2,3486.57,19.023
106407,78202,89172.8,31960.1,21799,96084.1,4872.78,19.04
100088,72331,90685.4,44423.6,32342,90017.4,8013.66,19.058
98097.1,73799,87113.6,26728.5,19723,88814.1,2861.43,19.061
96058,66642,94463.8,40841.8,28926,92532.9,4899,19.075
77189.1,54493,92831.4,41153.7,31577,85411.8,8154.42,19.079
92640.8,71631,84758.1,46684.7,35266,86755.8,2564.04,19.095
125273,86922,94451.3,103903,70650,96382,3042.9,19.109
81672.7,58715,91160.8,33086.2,25142,86243.6,2833.83,19.128
120939,81058,97780.3,46970.4,32578,94488.6,2888.34,19.131
111054,85259,85363.8,37471.8,30086,81624.5,2287.35,19.143
84247.9,50489,109356,39964.8,25181,104012,7102.17,19.161
74973.2,51705,95028.3,21959.9,16484,87306.9,8941.02,19.168
105337,77298,89308.5,30883,23470,86235.6,3807.42,19.173
87756.7,57482,100053,61168.5,43022,93178.8,8928.6,19.182
93382,66618,91865.4,41169.5,31262,86305.6,6519.12,19.195
111386,79417,91917.4,37431.8,26425,92833.7,7659.69,19.223
94851.7,74623,83301.4,38003.8,31426,79253.4,6208.62,19.238
81221.2,54154,98292.1,32427.2,22558,94208.3,3899.19,19.245
76856.1,54670,92131.7,18231.2,14035,85129.9,9704.16,19.254
73705.1,57019,84714.5,92395.1,72422,83610.1,2592.33,19.27
126065,87966,93920.7,58288.4,42791,89270.9,3182.97,19.301
119107,88755,87948,39028.5,29651,86262.5,2629.59,19.345
81193.5,63043,84404.2,33143.5,25919,83803,5880.18,19.354
107469,78968,89189.3,35019.6,26316,87210.9,7275.36,19.381
70067.1,50097,91660.5,21803.3,15909,89817.2,4433.94,19.381
60500.5,39379,100687,31496.4,19631,105147,9944.97,19.408
70764.3,48903,94832.8,28430.8,21107,88275.8,5489.64,19.442
93034.1,66423,91791.8,35870.3,25667,91588.4,2598.54,19.462
71223.6,51063,91410.9,41863.7,29607,92666.5,7930.86,19.504
97560.4,74466,85860.9,31984.9,25562,82003.2,5147.4,19.548
91583.6,58096,103312,41486.9,24884,109262,4284.9,19.559
136341,85903,104016,50561.8,32674,101415,7800.45,19.562
68894.9,44434,101613,23609,15002,103136,5636.61,19.564
88390,61082,94835.3,30968.6,22414,90548.6,3874.35,19.565
74126.8,49746,97655.6,27987.1,20858,87935.7,3610.77,19.565
102324,61786,108535,37150.3,23411,103997,4050.3,19.574
98302.3,75308,85546.6,28801.3,22904,82410.1,4347,19.586
89457.9,57693,101619,43723.2,29145,98316.9,4983.18,19.592
80391.9,47080,111907,35196.9,21153,109047,3318.21,19.6
76344.2,55414,90289.3,21744.7,16350,87159.5,5453.76,19.611
83835.4,56626,97026.7,47744.6,32934,95007.8,2589.57,19.614
86070.5,63578,88721.2,26805.1,20615,85214.7,7571.37,19.619
96971.8,68164,93233.1,49741.4,36052,90420.9,5030.1,19.646
72759.4,53573,89006.7,24269.4,18069,88024.6,5738.73,19.679
87224.9,58746,97306.6,48214.4,30826,102504,4848.63,19.69
96649.5,57442,110268,38713.1,25078,101169,7478.91,19.702
155667,94320,108161,65118.8,44792,95276.4,4644.39,19.703
68453.9,48636,92240.3,21841.9,15877,90157.7,2924.91,19.723
88624.3,59278,97980.4,48242.7,36238,87246.4,2340.48,19.732
86213.2,56737,99583.4,45626.2,31753,94169.4,5709.75,19.754
111050,73859,98536.4,48958.9,31839,100775,5420.64,19.759
62193.9,42668,95526.8,46972.4,33016,93239.2,3907.47,19.771
89075.2,54566,106983,22767.2,14370,103833,5632.47,19.776
70983.7,44452,104652,26278.7,16952,101593,9706.23,19.788
77947.3,56158,90964,29075.9,21207,89853.3,2947.68,19.791
103744,64751,105002,47579.6,29403,106050,4178.64,19.86
98056,62298,103153,40204.9,26734,98558.7,4407.72,19.868
82225.8,59301,90871.1,37260.7,30101,81124.1,9835.95,19.876
71455.8,43895,106685,41936.8,28879,95168.5,4333.89,19.894
132126,89059,97227.8,37703,24475,100956,6846.87,19.896
73345.8,51644,93075.5,24682,18165,89048.1,3441.03,19.921
105181,68735,100286,48058.5,30018,104922,9367.44,19.931
100495,66303,99332.3,48967.2,33163,96768,2593.71,19.969
73746.3,52894,91372.1,34641.4,24551,92471.3,3482.43,19.971
73906.7,50966,95035,22647.9,16862,88023.4,4911.42,19.975
115386,80691,93715,36066.3,26139,90425.9,3497.61,19.98
68677.6,48328,93131.4,23626.3,16492,93886.3,3832.95,19.993
115442,80926,93487.8,39261.7,27619,93162.5,2555.07,20.02
107618,81127,86935.6,32247.8,25839,81790.9,3973.02,20.02
59116.7,40719,95146.6,44772,29554,99282,3638.37,20.026
100818,75591,87407.2,28327.3,19919,93200.2,6837.21,20.034
73563.8,51517,93582.3,37962.4,28333,87809.5,2829.69,20.042
95553.9,67751,92430,43865.4,32991,87137.7,7821.15,20.06
133342,89407,97740.9,38629.6,27010,93729.5,3395.49,20.067
123493,83929,96429.7,33229,23065,94415.7,3506.58,20.071
112249,85033,86511.6,38388.8,28457,88408.9,4559.52,20.094
94816.9,64560,96250.4,36634.2,25336,94760.7,3194.01,20.13
69122.8,49426,91652.8,38916,28410,89771.2,6129.96,20.148
71283.3,47738,97859.6,33088.3,24506,88487.4,6427.35,20.158
128117,78522,106929,38239.1,23555,106391,7332.63,20.161
83265.2,55922,97580.1,37166.2,24682,98684.1,3298.89,20.163
77799,46572,109479,27996.1,17329,105877,2442.6,20.169
83863.1,60406,90985.2,24422.6,18902,84676.6,5903.64,20.189
102968,77405,87179.7,59093,43581,88862.5,2883.51,20.19
118366,81026,95737.2,41095.7,28778,93587.1,2283.9,20.215
71493.4,50855,92132.4,29667.2,20031,97063.2,2730.33,20.242
82700.8,48958,110705,24958,15447,105888,8027.46,20.26
80168.9,55805,94148.4,40152.5,28329,92888.3,9385.38,20.265
83875.8,54606,100665,44723,30739,95350.2,4255.92,20.277
72219.1,52723,89770.1,44991.4,34507,85448.2,2622.69,20.279
101663,58445,113997,45640.1,30985,96532.7,2588.19,20.355
116143,69943,108825,57926.9,38699,98098,10051.2,20.437
70781.3,45054,102959,56212.9,35811,102873,5571.75,20.447
77662.6,61500,82759.3,18868.1,15797,78276.7,5842.92,20.464
61383.8,45359,88689,33547.8,25298,86907.6,2309.43,20.466
88774.1,55967,103952,34299.9,21663,103766,5809.8,20.471
73336.6,56601,84913.5,13412.2,10713,82048.3,2466.75,20.477
76657.3,49345,101810,57581.2,38721,97457.2,6647.46,20.477
77508.6,47553,106820,48814.1,31557,101375,2408.1,20.506
78597,52482,98146.7,30350.3,21894,90848.6,8123.37,20.526
83579.8,59083,92708.3,46140.3,34054,88795.8,8304.84,20.528
82819.4,51002,106420,34032.9,21927,101718,3665.97,20.537
88826,70559,82502.6,20766.2,17218,79041.5,5740.8,20.558
86153.5,62722,90018.8,39719.2,28586,91059.8,4358.73,20.567
79630.8,52603,99208.8,44262.1,28319,102432,3234.03,20.584
83032.4,53065,102546,31950.4,20349,102900,5383.38,20.599
60193.8,33441,117965,34549,22273,101657,9291.54,20.605
110343,71671,100898,34096.4,22443,99565.1,6877.23,20.608
89451.5,51940,112867,35263.8,23252,99391.5,2968.38,20.649
86013.7,68203,82650.2,28684.7,24870,75588.2,3011.16,20.664
78604.8,54737,94112.7,28912.4,21929,86406.2,5765.64,20.671
