"FSC-A","FSC-H","FSC-W","SSC-A","SSC-H","SSC-W","530_30 Blue B-A","585_15 YG E-A","Time"
99142.9,74750,86922.1,115547,104387,72542.5,21278.3,39705.9,11.646
131238,101751,84528,78149.2,72685,70462.8,11405.5,22681.8,11.647
127938,102419,81864.8,134130,120127,73175.4,18809.9,31416.6,11.647
125022,107412,76280.5,73146.6,68418,70065.4,12392,22451.2,11.648
119766,103173,76076,137502,125799,71632.9,16306.2,33752.5,11.648
148832,129072,75569.1,217575,188134,75791.6,26762.7,42938.9,11.649
104257,82101,83221.5,78520.1,71683,71786.8,17493.4,27226.7,11.649
102177,84016,79702.4,193398,157270,80591.1,24064.9,38571.4,11.65
133843,106893,82059,125286,114859,71485.4,29825.7,61918.8,11.65
136935,116637,76941.1,178723,159903,73249.2,16016.2,31669.7,11.651
111947,99552,73695.7,186978,168034,72924.4,19232.4,34211,11.652
95564.1,78632,79648.1,119901,107178,73315.6,56004.7,82384.6,11.652
165298,143924,75268.8,208243,185494,73573.3,39002,57287.8,11.652
97422,87348,73094.4,167262,151334,72433.6,27517.1,52264.4,11.653
113767,95892,77752.2,202184,177538,74633.6,43099.5,69206.8,11.654
108618,92457,76991.3,103541,96239,70508.1,21076.7,44308.2,11.654
145494,123252,77362.8,142854,123506,75802.7,10130.4,17352.2,11.654
145497,115883,82283.6,130925,116244,73812.9,12085.1,28116.7,11.655
162052,132718,80021.1,194207,173685,73279.4,16728.2,32841.6,11.657
163523,144838,73990.6,179583,159994,73559.9,24655.7,41857.4,11.658
185240,164921,73610.4,198633,180075,72290.1,13560.4,129216,11.659
162382,141455,75231.4,165584,150016,72337.2,14882.5,27057,11.659
159336,142664,73194.5,157868,132266,78221.4,13806.7,32833.8,11.659
118819,102549,75933.6,131740,118663,72758.3,7580.63,26173.9,11.659
144491,111169,85179.9,216246,188903,75022.1,15308.4,220923,11.662
120531,102395,77143.3,157013,139076,73988.5,74244,135300,11.664
125556,102349,80395.9,113538,103803,71682.1,18043.8,28509,11.664
155834,140033,72931,159144,142983,72943.3,12730.4,19683.8,11.665
113701,91385,81539.7,88316.8,81775,70778.7,16294,30081.1,11.665
166135,135330,80453.6,121407,107788,73816.2,44478,72253.5,11.667
168813,140812,78568.1,130390,117658,72627.9,17433.7,24318.2,11.667
179105,149517,78505,139344,122795,74368.3,39124.7,54803.9,11.668
201512,175201,75378,114584,104003,72203.2,28786.6,42908.4,11.669
123851,104181,77909.8,155661,140099,72815.5,16619.7,30526.6,11.672
179116,144520,81224.5,196850,170538,75647.5,45289.2,68720.4,11.672
158175,135312,76609.1,135634,122466,72582.9,44586.6,171234,11.673
120228,96244,81867.5,75167.1,70246,70127.1,12249.6,22714.8,11.673
142523,127804,73083.8,140119,117674,78036.4,42888,62383.4,11.674
119573,96017,81614.3,71534.9,65703,71353.1,23915,46646.8,11.674
179046,146791,79936.6,134443,118169,74561.2,17561.6,25782.4,11.675
124514,109059,74823.1,110391,99769,72513.5,30309.4,56723.1,11.676
134862,111557,79226.8,86758.7,80563,70576.1,9243.02,19107.8,11.676
137381,122833,73298.1,115926,106979,71016.7,52357.1,85655,11.676
115287,86064,87788.8,153619,133718,75289.6,22253.6,36729.7,11.677
116994,97273,78822.8,118417,109339,70977.5,30101.6,51511,11.677
101007,82348,80385.5,95144.5,81850,76180.7,30779.8,52694.2,11.678
149240,130780,74786.7,211385,187258,73979.8,35156.9,64939.4,11.678
145525,123307,77344.4,170017,150900,73838.5,43220.7,66612.4,11.679
188088,162611,75803.8,159996,144009,72811.2,23688,44814.6,11.679
135118,104704,84572.7,122202,111590,71768.6,31147.8,57726.2,11.68
117604,108934,70751.7,186212,161418,75602.3,21835.7,36129.4,11.68
113345,94777,78375.6,122576,112619,71330.2,22612.6,44383.1,11.681
99824.6,87276,74958.8,117046,104910,73117.2,24395.8,38456.6,11.682
107705,89663,78723.1,91597.8,83712,71709.6,25532.3,41679.1,11.683
97916.5,76697,83667.6,110212,98827,73085.6,15812.7,25848.6,11.683
91792.5,81108,74169.2,182765,157718,75943.8,24207.3,40176.6,11.683
104403,85745,79796.2,77647.8,71043,71628.8,22019.5,35643.9,11.683
161007,128480,82127.6,109057,98566,72511.7,15805.2,25557.1,11.684
151696,127301,78094.6,186249,161027,75801.1,38751,79835.5,11.684
128472,105572,79752,128906,116902,72265.5,32847.8,57842.8,11.684
110141,95920,75252.3,121486,111122,71648.4,21440,37683.2,11.684
158723,134923,77096.6,211573,187732,73858.7,17271.1,50863.7,11.685
129247,108664,77949.8,127581,113070,73946.7,10818,21793.5,11.685
120718,107292,73737,208153,175614,77679,32933.8,262143,11.686
140960,124271,74337,181672,162240,73385.4,16504.1,230589,11.686
127853,105094,79728.6,199417,178748,73114,26518.8,48427.7,11.686
131767,112433,76805.3,135446,121475,73073.4,38700.7,61604.7,11.687
174418,142616,80149.8,142990,127886,73276.4,19258.2,33326.2,11.688
174653,159169,71911.5,165296,147431,73477.2,14003.7,25237,11.688
112804,99868,74025.2,147664,132542,73013,10997.5,19817.7,11.688
100770,80456,82083.2,107384,95994,73311.9,44995.4,62704.4,11.689
113528,91916,80945,82004.7,71918,74727.6,24099.2,37545.7,11.689
160873,135841,77612.4,100507,92823,70961.2,9616.2,17455.7,11.689
194441,169552,75156.2,101237,94626,70114.7,7490.39,12561.1,11.689
99757,73149,89374.8,109541,97515,73617.9,33717.3,52942.1,11.691
117795,90223,85564,115800,100528,75492.4,42165.1,69142.4,11.691
106202,91159,76350.4,94523.6,84937,72932.8,30231.3,40615.1,11.691
122934,99564,80918.9,158577,138682,74937.7,53734.6,88004,11.692
149230,130526,74927.1,92105,83265,72493.7,28304.3,50090.2,11.692
129087,100105,84509.5,100625,91835,71808.9,21566.9,37638.8,11.692
101079,78385,84510.4,189734,170647,72866.2,15283.9,30060.2,11.692
114483,96053,78110.9,64120.2,57539,73031.9,8552.12,12769,11.694
96496,83957,75323.9,122887,112759,71422.5,24358.7,42999.8,11.695
180035,166685,70785,143173,130287,72018,18378.9,33870.8,11.695
120951,99153,79943.3,71539.6,67523,69434.4,21193.7,43055.4,11.697
116707,102429,74671.4,117155,108491,70769.4,39131.3,60844.3,11.697
173158,146137,77653.6,141816,116767,79595.1,60014.8,82817,11.698
127449,109832,76047.9,87201,81290,70301.4,27397.7,48239.8,11.698
163393,150164,71309.7,123085,115298,69962.4,44041.8,189240,11.698
132337,100172,86579.7,201470,166026,79527,14783.8,36480,11.699
182234,162188,73636.1,168175,151658,72673.7,26047.4,47211.4,11.699
190290,170324,73218.2,204741,181398,73969.6,46165.3,78225.2,11.7
130471,108945,78485.1,142817,127859,73203.2,38626.9,61091.4,11.7
152977,127468,78651.2,132478,119582,72603.8,18665.6,35489.9,11.7
121523,92400,86191.8,142676,130034,71907.2,19020,62589.5,11.701
93878.6,81025,75932.5,174001,152291,74878.6,15526,29520,11.701
143682,129643,72633.1,177945,160148,72819,13348,26647.2,11.701
162050,144758,73364.5,165581,147852,73394.5,21151.9,38996.9,11.702
93578.3,79991,76667.9,183528,160941,74733.5,20509.9,37214.2,11.702
133058,117294,74344,105584,94849,72953.1,24989.4,40588.1,11.703
96593.1,81573,77603.2,137233,123523,72810.2,10837.7,17198.2,11.705
142940,128644,72818.9,146107,136578,70108.7,16873.5,169525,11.705
98010.8,90908,70656.5,115759,108286,70058.8,18807.5,35785.7,11.706
151333,131178,75605.4,152367,135201,73857.1,17868,23653.6,11.706
155427,136029,74881.6,109798,97787,73585.7,46935.1,69397.3,11.707
107770,92458,76389.6,106863,96551,72535.5,20869.9,26875.2,11.708
122774,104014,77355.8,92474.4,87377,69359.2,19992.9,40661.2,11.708
148886,115533,84455.7,161070,141199,74759.1,25453.3,61885.7,11.708
93657.8,82876,74062,112382,98138,75047.9,46330.7,79324.9,11.709
108677,94480,75383.9,149048,134822,72451.1,27040.5,262143,11.709
125646,102100,80649.9,113248,104034,71340.3,37709.5,69198.9,11.71
102683,85590,78624.1,153555,137016,73446.8,12062.1,155391,11.711
128313,103016,81629.5,89173.1,82814,70568.4,26498.1,42022.7,11.711
99829.7,86088,75997.1,118338,105518,73498.4,52118.8,75449.9,11.711
139304,111179,82114.5,70951.2,66004,70448.1,14917.8,24019.8,11.711
126428,103865,79772.8,90281.8,84219,70253.9,19491.4,37829.3,11.712
156459,146756,69869,155763,143250,71260.7,23852.5,46016,11.713
156155,139204,73516.3,153958,133442,75612,30434.8,43244.2,11.713
135407,112556,78840.8,194531,173706,73392.9,21743.6,42840.5,11.714
149390,128669,76089.8,163077,149919,71288.1,19340,38340,11.714
91488,77571,77293.8,179341,162217,72454,21024.5,39906,11.715
119263,109351,71476.3,128618,117805,71551.6,18232.7,33575,11.715
134261,126385,69620.1,116619,109159,70014.9,5052.5,12444.5,11.716
129849,104266,81616,144149,126885,74452.8,27243.6,45931.6,11.716
125634,104154,79051.9,90197.7,77009,76759.8,22590.1,43264.2,11.717
98278.5,80448,80061.4,90574.2,84742,70046.4,31164.3,48006.6,11.717
147062,130028,74121.2,97191.3,91070,69941,25107.9,41225.8,11.718
104464,88035,77766,132249,120047,72197.1,38824.4,160971,11.718
140637,120176,76693.9,67811.6,63366,70133.8,19267.2,30550.9,11.719
137356,112188,80238.5,103095,95182,70984.3,17936.1,27954.8,11.72
118799,102736,75782.8,117834,110758,69722.7,28298.2,63411.7,11.72
118684,100683,77252.9,198197,174756,74326.6,18747.8,41699.1,11.72
98257.4,81505,79006.1,63565.6,59619,69874.3,10192.4,15119.7,11.72
111925,93332,78591.6,192634,176738,71430.3,21270.8,163867,11.721
139952,121349,75582.9,155094,142023,71567.7,16065.5,48391.1,11.721
121934,96313,82969.5,117284,106623,72088.7,44760.9,63300.3,11.721
150350,124880,78902.5,98401.1,91490,70486.5,17333.1,26309.7,11.721
119440,110728,70692.3,175686,160030,71947.5,34239,51416.1,11.722
93821.6,84644,72641.8,62966.8,53058,77775.2,9307.88,14321.1,11.723
104870,87380,78653.6,177395,151814,76579.1,10763.5,21107.1,11.723
99761.6,86022,76003.5,187912,167928,73335,11312.9,212048,11.725
106870,101616,68924.5,75673.8,71922,68954.6,5086.34,56714.4,11.726
157764,143980,71810.3,107321,99050,71008.6,14207.2,27561.6,11.726
102558,78924,85160.9,122311,109002,73537.8,24990.8,37738,11.727
128351,109516,76806.9,84424.2,79722,69401.5,15283.5,29466.9,11.729
101359,91661,72469.7,126076,115531,71517.8,6526.42,16073.2,11.729
169271,149573,74166.7,208421,183075,74609,22550.6,45583.6,11.729
196731,177748,72535.2,192911,172486,73296.5,19509.7,43205.1,11.729
161550,124730,84881.9,171724,145893,77139.6,69519.1,93144.8,11.729
124151,98839,82319.2,126359,112201,73805.4,31080.2,51637.1,11.73
130441,103524,82575.7,147447,133506,72379.6,15261.8,31221.7,11.73
101095,88476,74883.2,71351.6,62382,74959.1,28217.4,50896.7,11.73
130002,107797,79035.7,94618,81255,76313.9,25581.6,48623.4,11.73
114799,100037,75206.5,146410,133411,71921.4,11166.3,24229.5,11.732
133946,112928,77733.2,208586,181730,75220.9,29951.2,48517.3,11.733
105871,97889,70880.1,122258,113831,70387.6,26663.6,52334,11.734
153385,130720,76898.9,183994,155186,77701.9,45619.6,67765.2,11.734
109294,90648,79016.3,91744.5,83662,71867.3,21265.2,39842.5,11.734
122745,94640,84997.8,102553,94242,71315.5,37348.6,67003.9,11.734
189061,146002,84863.9,202422,173324,76538.3,23042.2,38208.7,11.734
122052,93696,85369.9,136297,121266,73659.1,17113.2,31854.2,11.735
176470,144597,79982,133972,119907,73223.1,28950.1,46061.3,11.736
110765,100412,72293.3,136243,124266,71852.3,5843.51,150439,11.737
135807,108023,82392.3,110210,101199,71371.4,38642.5,62349.4,11.737
135880,107466,82863.9,174106,153105,74525.3,21551.8,210209,11.737
151995,137100,72656.1,184986,166574,72779.9,13321.2,26896.9,11.74
147228,129981,74231.7,207180,183215,74108.4,3717.7,6315.33,11.741
139176,128185,71155.4,171020,154463,72560.8,34750.4,62041.4,11.741
170328,147259,75802.6,126580,116692,71089.5,8092.93,16758.8,11.741
146380,126563,75797.4,179239,162781,72161.9,14968.1,27640.8,11.742
158111,128677,80527,154173,134355,75202.9,45894.6,68525.5,11.742
185239,165632,73294,189409,168502,73667.3,15828.7,149046,11.742
115581,96883,78184.2,64889.6,60077,70785.9,4926.54,9627.42,11.743
171768,138926,81028.5,133469,122101,71637.7,26775.4,50838.4,11.743
108078,94733,74768.3,172259,156111,72315.1,16211.2,262143,11.744
103772,82317,82617.5,108398,97195,73089.5,33970.7,56893.6,11.745
159880,139355,75188.5,154436,135930,74458.3,41916.5,262143,11.746
158473,144592,71827.4,133568,122150,71661.9,15322,31032.9,11.746
118824,97892,79549.7,190224,169106,73720.2,21962.6,33097.4,11.746
100924,84155,78595.3,107640,95252,74059.5,30677.4,53027.4,11.747
106612,92248,75740.6,175898,161306,71464.7,14403.6,36011.9,11.747
125809,107519,76684.4,174354,158656,72020.6,12029.2,24022.4,11.747
197190,163556,79013.2,182129,160098,74554.5,63675.1,114852,11.748
128858,98063,86116.7,139471,109792,83251.8,6073.34,20381.5,11.748
170665,142919,78258.9,193513,161897,78334,60664.3,101117,11.748
99258.8,89592,72607.2,121884,113658,70279,10099.4,18082.1,11.749
99274,84522,76974.3,163067,147105,72647.3,6731.34,153688,11.75
162761,136108,78369.4,143558,130046,72345.4,28344.3,51992.1,11.75
118767,103856,74945.5,204136,184022,72699.1,23062,250852,11.751
116137,92982,81856,134364,120282,73208.7,25421.8,51527.5,11.752
95942.7,79412,79178.2,99431.8,90386,72094.8,36113.4,48746.1,11.752
157287,127084,81111.6,169774,147358,75505.4,39342.8,64132.9,11.753
126904,107642,77263.6,159196,141691,73632.6,11688.4,19996.1,11.753
159819,140163,74726.6,197019,173165,74563.9,31433.1,46319.7,11.753
181684,170734,69739.1,141404,132232,70081.6,14433.2,32670.2,11.754
142504,119640,78060.5,162886,145390,73422.5,34177.9,58778.9,11.754
148169,127679,76053.1,171691,154960,72612.1,21458.8,39202.2,11.755
173294,153537,73968.9,151869,137011,72642.9,28542.6,52407.9,11.756
172390,153074,73805.8,154026,139516,72351.9,44677.7,64755,11.757
125867,100808,81826.8,149488,130554,75040.4,23685.2,45720.2,11.757
147610,122341,79072.1,112291,102195,72010.7,31845.8,62072.8,11.757
105112,92895,74155.1,84976.9,78896,70587.2,32719.1,55394.6,11.758
110600,99273,73013.7,71773.7,66431,70806.7,24516.6,40345.4,11.758
137970,108381,83427.7,70771.2,65503,70806.8,16630,26143.5,11.758
123335,106369,75988.9,69116.8,64631,70084.6,11870.3,16076.7,11.76
195615,163664,78330.3,111163,103318,70512.2,11783.8,19905.6,11.76
146661,121376,79188.4,72335.8,68642,69062.7,14096.2,27959.2,11.761
116685,100204,76314.7,155170,137230,74103.7,16685.9,32575.4,11.762
138368,114205,79401.8,153887,135851,74237,32095.4,55235.4,11.762
184093,168546,71581.1,170392,149342,74773.4,19313.7,32595.4,11.762
126631,106580,77865.4,164086,146566,73370.1,22835.9,39272.7,11.764
98486.9,86040,75016.7,159236,143226,72861.9,30208.3,239936,11.764
116883,89557,85532.5,128961,114899,73556.6,34490,54060.1,11.765
137548,113553,79384.6,106917,97379,71954.8,17524.4,46162.2,11.765
168264,148548,74234.2,185613,163462,74417,23141.9,45006,11.766
180660,163290,72507.4,137089,122737,73199.1,25692.1,38568,11.767
118292,105579,73427.5,133645,121018,72374.2,13466.9,135741,11.767
137446,121827,73938.2,113871,104025,71739.1,13405.3,27265.8,11.769
147590,129759,74541.5,101168,94112,70449.2,28724.5,143169,11.769
96548.5,77145,82019.6,183572,160827,74804.5,8644.24,262143,11.77
139102,113921,80021.8,104992,95895,71752.9,23214.7,41491.2,11.77
125366,99788,82334.5,108752,99626,71539.5,32979.4,61137.5,11.77
120226,97457,80847,114664,105191,71437.6,32864.8,49652.6,11.771
145537,129748,73511.1,162315,146898,72414,8214.19,11793.7,11.773
188959,174272,71059.1,165499,148546,73015.5,12661.3,23920.7,11.773
152291,130011,76766.8,96190.2,88916,70897.5,6533,13556.3,11.773
153875,130553,77243.2,63568,60239,69157.7,22583,35636.1,11.773
131439,108753,79206.9,154512,139379,72651.6,17876,32310.1,11.774
115052,104213,72352,143290,132535,70854.3,13366.3,209781,11.774
118177,100217,77280.6,113454,101883,72978.9,41509.5,72574.5,11.774
95888.8,74284,84596.6,126076,103054,80176.3,22623.9,37014.1,11.775
163998,145144,74049.2,191710,170206,73816,50501.5,208169,11.775
155845,136501,74823.2,153883,137015,73604.3,44179.5,77323,11.775
94961.5,82693,75259,166937,152243,71861.5,37931.8,124722,11.776
127153,114912,72517.3,160868,140902,74822.5,13523.3,130812,11.777
120748,96244,82221.5,93350.9,85826,71282,9580.01,19006,11.778
135593,114066,77904.4,49356.6,46204,70007.6,9103.9,13681.6,11.779
93430.6,79885,76648.5,181453,165679,71775.7,14032.8,220408,11.781
143974,111884,84332.7,120163,105166,74881.6,44720.5,59707.2,11.782
127677,111727,74891.6,98067.4,90624,70918.8,13399.7,29580.9,11.782
139288,106407,85787.7,200341,168505,77917.8,34427,53397.1,11.785
192885,160384,78816.7,132642,121058,71806.9,11750.5,17528.8,11.786
173673,143473,79330.8,106022,97171,71505.5,22620.2,65302.2,11.786
112397,87336,84341.8,76850.2,71178,70758.6,8542.25,14718.7,11.786
159765,139888,74848.1,109866,97826,73602.1,14735,24551.4,11.786
166652,147389,74101.4,67312.9,62747,70304.9,19552.9,35374.2,11.786
131887,101304,85320.6,94171.5,85466,72211.5,36868.7,59842.1,11.79
123234,97381,82934.4,92117.2,74515,81017.1,17101.9,22263.3,11.791
134186,111300,79011.6,85349.2,76850,72783.9,15165.5,29759.2,11.791
130720,112597,76084.3,113075,103415,71658,25876.3,41316.3,11.793
142296,116212,80245.9,176012,153410,75191.3,18123.2,36493.9,11.793
106762,92540,75608.1,148775,129934,75038.9,57223.4,106307,11.794
150943,121708,81277.9,132582,120314,72218.6,38088.8,64993.4,11.794
105065,84363,81618.3,116992,104740,73202.4,39632.8,61803.1,11.795
169895,140563,79212,134573,119965,73516.1,19607,36306,11.795
157921,149540,69208.9,164117,147938,72703.4,22995.7,41768.7,11.795
110306,91587,78930.7,93274.3,86265,70861,8978.41,17247.8,11.797
107290,98579,71327.4,149032,131417,74320.3,59228.5,89552.6,11.797
140432,123650,74430.9,133793,120348,72857.3,38296.1,142235,11.798
187783,147742,83297.6,196400,161921,79491.2,45658.6,79366.6,11.799
142140,120640,77215.8,67831.8,62578,71038.2,9133.04,15094.5,11.8
150899,128790,76786.3,158438,143516,72350,13486.2,25612.8,11.8
110416,94909,76243.6,143696,132619,71010.1,8232.52,161860,11.8
153644,131307,76684.6,187547,156724,78425.2,39458.9,51895.5,11.801
149657,133838,73282.2,89413.3,81537,71866.6,21323.4,39825.1,11.802
153871,127424,79138,157873,140774,73496.1,48601.3,84784.1,11.802
113051,99000,74837.2,121298,110330,72050.8,14275.3,26198.3,11.802
111498,94487,77335.1,84953.4,77197,72120.8,28930.4,51911.2,11.802
125886,110121,74918.4,57287.8,53503,70172.1,15127.9,26248.8,11.804
159837,137257,76317.3,200392,176767,74294.8,16048.6,231035,11.804
161351,146877,71994,145700,132603,72008.9,18077.6,35349.8,11.804
157744,137243,75325.4,109974,98388,73253.6,22617.3,51664.1,11.805
158260,128191,80908.3,110788,98518,73698.5,17056.3,40617.7,11.806
188264,154284,79969.9,178768,154990,75590.2,46556.8,85720.2,11.806
142194,119799,77787.1,101291,90957,72981.6,57596.6,83164.2,11.807
106252,93740,74283.6,83007.6,75642,71917.6,41856.8,62503.4,11.807
111286,99965,72958.2,146723,132507,72566.9,11645.7,20049.2,11.807
166402,141370,77140.2,148659,128757,75665.7,56677.3,87905.7,11.808
111071,92380,78795.5,177822,154574,75392.5,20173.8,30653.6,11.808
141881,111182,83631.2,86717.8,79543,71447.4,10838.2,20974,11.809
145141,114541,83043.9,108375,97567,72796,18038.6,25399.7,11.809
177433,138116,84191.9,142895,126198,74206.7,67983.1,85293.9,11.81
146910,122476,78610.3,98267.1,91546,70347.5,27206.9,50844.5,11.811
119432,99915,78337.6,142668,122244,76485.7,9581.89,218996,11.812
97817.6,87496,73267.1,52352.8,47578,72113.1,15550.9,138321,11.812
102427,83580,80314.4,140356,125118,73517.6,22702.9,32955.6,11.813
120504,96020,82246.9,154655,136770,74106.1,16002.1,34005.7,11.813
170289,135753,82208.5,83763.9,76559,71703.5,13521.4,19200.9,11.813
109055,87348,81822.4,74688.6,69970,69955.6,10121.5,20081.3,11.813
144139,125088,75517,145458,129250,73754.2,34107.4,65038.6,11.813
92745.7,75679,80315.3,108437,99328,71546.4,48839.1,221214,11.814
134323,113696,77425.6,101015,92246,71765.7,11189.3,16756.2,11.815
127730,115532,72455.6,169002,151070,73315.2,25021.9,39976.5,11.816
172195,152750,73878.9,191793,171057,73480.6,14566.7,131735,11.816
145274,128847,73891.3,161124,145952,72348.6,13745.6,25857.3,11.816
115499,91401,82814.7,99434.1,91311,71366.2,22494.7,37805,11.817
109720,90227,79694.8,82797.1,74825,72518.4,43936.5,77235.1,11.817
125390,100625,81665.5,172233,152663,73937.3,25888.1,47264.5,11.818
123792,97132,83524.1,67767,63530,69906.7,22460.8,47423.7,11.818
178245,141553,82523.6,156949,138903,74050.3,24802.8,38918.6,11.819
124438,104043,78382.9,89455.1,76514,76620.4,19224.9,35784.8,11.82
167757,138609,79317.5,142388,127047,73449.7,31521,55660,11.821
166654,136973,79737.3,135759,121675,73121.9,19676.1,43362.5,11.822
185725,146574,83041.4,128453,112481,74842.1,32136.2,40431.5,11.822
115187,94777,79648.9,109034,98683,72410.4,17826.6,39048.2,11.823
125684,97412,84556.9,128006,112066,74857.6,31329.3,48327.6,11.823
139965,129254,70966.9,148473,134824,72170.6,13883.3,24195.6,11.824
168271,140629,78417.8,132126,117699,73569.1,59341.7,80988.3,11.824
136489,110113,81234.2,152772,137955,72574.7,19289.3,35491.6,11.825
161316,133832,78994.8,108964,95918,74449.9,18763.3,34830.4,11.825
129851,100981,84272.2,96539.9,87607,72218.4,20010.7,37918.1,11.825
123882,103621,78350,73962.5,67607,71696.8,27351.2,41218,11.825
136620,111392,80378.8,81388.5,75702,70458.9,15741.7,29348.6,11.826
142419,116873,79860.9,150509,131995,74728,19028.9,22937.6,11.827
135968,102257,87141.3,188365,167427,73731.7,8959.61,17865.4,11.828
110786,92308,78655.1,102258,92482,72463.9,27183.9,45397.5,11.828
116869,93408,81996.1,75929,69430,71670.5,18245.9,26352.3,11.828
162058,135950,78121.8,175649,157941,72883.9,31981.6,53054.3,11.829
167521,146144,75122.2,85076.1,78978,70596.2,16847.6,29668.7,11.829
182512,163097,73337.3,154766,137279,73884.1,29438.9,38768.9,11.829
102250,82844,80887.4,84326.9,78826,70109.5,15694.2,31005.1,11.83
143207,119358,78630.9,175724,154405,74584.7,27470.6,59594.1,11.83
149963,126193,77880.4,106551,97123,71897.7,23843.6,39244.8,11.831
123330,100593,80348.9,195870,175783,73024.8,10344.2,18695.4,11.833
162256,126268,84214.5,148423,126938,76628.4,43311.9,66463.6,11.834
111517,86105,84877.8,91799.9,81611,73718,16251.7,29453.8,11.834
167411,146293,74996.4,191604,169891,73911.9,21597.4,53038.7,11.835
164791,149300,72336,92911,87250,69788.1,6462.5,50754.9,11.835
94198.8,75677,81575.8,120093,107115,73476.6,43972.7,65866,11.835
136771,113463,78998.6,167970,150793,73001.3,20703,42148.9,11.837
101094,91593,72334.2,130428,120031,71212.6,14232.5,127864,11.838
132895,115195,75606,137213,126628,71014.1,4955.21,140121,11.838
137530,105296,85598.3,100289,90674,72485.4,24857.8,40671.6,11.838
100865,83689,78986.1,89079.6,79595,73345.3,25991.9,42101,11.84
125328,103414,79423.4,188020,165902,74273.1,18296.2,262143,11.841
145483,131708,72390.4,182317,163454,73098.9,26857.7,43974.1,11.841
150567,127944,77123.9,95958.5,87742,71673,18958.4,42202.8,11.843
111777,95256,76902.3,145815,133310,71683.6,11739.2,25548.4,11.844
105177,88510,77877,54592.9,50993,70162.5,26064.3,46876.5,11.844
118422,106394,72945.2,175275,157089,73123.1,19231.9,37861.5,11.845
162202,143574,74038.8,64873.6,59580,71358.8,16203.2,29490.4,11.846
137187,111491,80640.6,187575,165661,74205.1,26377.8,42702.2,11.847
196929,164647,78385.6,189253,163053,76066.8,54306.1,79324,11.848
153102,121464,82606.2,151730,134026,74192.9,23693.2,36564.4,11.85
105083,95025,72472.9,149342,136663,71615.9,8331.69,112279,11.85
117196,104301,73638.4,142938,131967,70984.2,12179.6,151830,11.85
123029,106732,75542.9,180968,163050,72738.1,23080.3,51286.5,11.852
99276.7,83353,78056,150068,133759,73526.8,22834.9,38744.6,11.852
128165,110049,76324.5,74549,68723,71091.9,14070.9,25190.8,11.854
97328.2,81471,78291.7,176013,158320,72860,10244.1,21266.3,11.854
177962,162643,71708.7,105830,97737,70962.6,16781.3,32499.7,11.855
153747,124254,81091.5,84445.8,76389,72448.2,10710.8,19461,11.856
109814,93376,77072.7,147841,132546,73098.4,14921.6,21841.3,11.857
151230,128248,77279.8,90945.5,82762,72016.2,19346.1,33878.7,11.859
112496,91970,80162.6,88077.5,80808,71431.7,18572.5,35579.5,11.859
130663,106176,80650.1,87927.6,77410,74440.3,39550,66995.2,11.86
94398.9,73261,84445,86574,77487,73221.5,29366.1,45337.4,11.861
122170,110645,72362.1,117875,106263,72697.3,11368.4,21178.4,11.863
116163,99625,76415.1,82166.8,74591,72192.1,22726.4,39557.2,11.863
180117,159241,74127.4,169513,152079,73049.1,27039.1,48814,11.864
149055,119247,81917.8,122746,110816,72591.1,29811.6,56322.1,11.864
104234,86928,78583,184546,150562,80328.4,15336.6,35028.8,11.864
169327,153257,72407.8,190940,172847,72396,14750,33503.7,11.864
162438,131540,80930,202396,173778,76328.4,27252.5,47274.1,11.864
129941,105333,80846.8,94221.8,82535,74815.8,8905.09,16411.7,11.865
139071,110757,82289.9,133776,120199,72938.4,36638.4,60511.1,11.866
135436,105484,84144.5,99212.8,89982,72259,35952.6,53605.9,11.866
133405,109316,79977.4,99646.1,88086,74136.7,17545.6,25218.7,11.866
142788,123796,75590,156421,140514,72954.9,21953.7,37443.9,11.867
103292,86477,78278.8,178702,158571,73856,12109.5,262143,11.867
101390,77660,85561.3,76274.4,70814,70589.4,11686.1,25615.4,11.868
123786,99536,81502.6,80913.3,74102,71560,7665.7,15926.2,11.868
133915,107523,81622.2,80977.2,73577,72127.5,21576.8,38789.8,11.869
98991.1,81407,79691.9,165914,147853,73541.7,16613.1,55234.6,11.869
150806,132324,74689.8,182473,157046,76146.7,25379.5,45814.2,11.869
187650,158910,77388.5,174073,153233,74449.2,27350.2,43429.5,11.869
124898,109061,75052.5,160138,144579,72588.7,10339.5,20949.6,11.87
120544,100385,78696.7,96219.3,85187,74023.4,27897.8,44777.2,11.87
154994,119684,84871,168672,146294,75560.9,23077,36809.7,11.87
113111,96324,76957.5,152969,134950,74286.6,15273.6,23850.2,11.872
202030,186711,70913.1,80766.7,73981,71547.1,17310.1,23781.4,11.876
131955,105816,81724.7,115732,104494,72584.4,53265.1,92386.2,11.877
119244,95523,81810.7,81661.6,75325,71049.1,14244.3,26031.3,11.878
132712,112687,77182.2,205599,183648,73369.4,19968.9,118452,11.878
161103,129228,81700.7,174339,155278,73581,28220.7,53596.4,11.878
121554,103381,77056.1,112503,100291,73516,21233.7,34103.1,11.88
127924,101746,82397.7,59604.5,53708,72731,8173.3,13016.9,11.88
127397,110452,75590.5,153416,138918,72375.4,17239.6,35945.8,11.881
147447,114825,84155.2,111828,98559,74359.1,9633.59,14256.7,11.882
182297,148449,80479,183440,153491,78323.1,38829.1,75074.9,11.882
