antigen	phenotype_name	scope	order	fold	r2_train	r2_test	n_samples	n_train_used	n_test_used	n_params	alpha_bonf	num_sig
expression	raw	all	4	6	0.5680180476441234	0.3344027074773339	8150	7132	1018	1093	4.574565416285453e-05	14
expression	raw	all	4	7	0.5553588700077534	0.4454810017793268	8150	7132	1018	1093	4.574565416285453e-05	12
expression	latent_logistic_v1	all	1	0	0.06309766348975865	0.06233085726946885	8150	7131	1019	14	0.0035714285714285718	6
expression	latent_logistic_v1	all	1	1	0.06467168867072237	0.050671365122456846	8150	7131	1019	14	0.0035714285714285718	7
expression	latent_logistic_v1	all	1	2	0.06491481710926406	0.04840594325337366	8150	7131	1019	14	0.0035714285714285718	6
expression	latent_logistic_v1	all	1	3	0.06367438669993042	0.05870444422905885	8150	7131	1019	14	0.0035714285714285718	6
expression	latent_logistic_v1	all	1	4	0.06269366189631542	0.0656706191298081	8150	7131	1019	14	0.0035714285714285718	6
expression	latent_logistic_v1	all	1	5	0.06526095294104639	0.046819087834319206	8150	7131	1019	14	0.0035714285714285718	6
expression	latent_logistic_v1	all	1	6	0.06150404987449354	0.0729446425696394	8150	7132	1018	14	0.0035714285714285718	6
expression	latent_logistic_v1	all	1	7	0.06187858928018375	0.0700683909572607	8150	7132	1018	14	0.0035714285714285718	5
expression	latent_logistic_v1	all	2	0	0.13832136608642775	0.13511936069639763	8150	7131	1019	92	0.0005434782608695652	15
expression	latent_logistic_v1	all	2	1	0.13943818756912385	0.12656630418256154	8150	7131	1019	92	0.0005434782608695652	16
expression	latent_logistic_v1	all	2	2	0.14230603098314176	0.1043823562084476	8150	7131	1019	92	0.0005434782608695652	16
expression	latent_logistic_v1	all	2	3	0.14170505000009848	0.11225554163970719	8150	7131	1019	92	0.0005434782608695652	15
expression	latent_logistic_v1	all	2	4	0.13679024217601132	0.1453433934871151	8150	7131	1019	92	0.0005434782608695652	15
expression	latent_logistic_v1	all	2	5	0.14487121332104747	0.08718830144683798	8150	7131	1019	92	0.0005434782608695652	17
expression	latent_logistic_v1	all	2	6	0.14362949448389306	0.0949831251939437	8150	7132	1018	92	0.0005434782608695652	18
expression	latent_logistic_v1	all	2	7	0.13901219098428552	0.13002912639555564	8150	7132	1018	92	0.0005434782608695652	16
expression	latent_logistic_v1	all	3	0	0.20202856092517119	0.14714762496466294	8150	7131	1019	378	0.00013227513227513228	8
expression	latent_logistic_v1	all	3	1	0.20369805680145414	0.13242758049280345	8150	7131	1019	378	0.00013227513227513228	10
expression	latent_logistic_v1	all	3	2	0.20666450979067863	0.10998918335965913	8150	7131	1019	378	0.00013227513227513228	8
