"FSC-A","FSC-H","FSC-W","SSC-A","SSC-H","SSC-W","530_30 Blue B-A","582_15 YG D-A","Time"
49030.4,30957,103797,60055,46963,83805.7,2007.72,426.3,3.204
131651,67300,128200,95006.5,66275,93947.2,32312.5,220.5,3.214
126768,71956,115458,107652,85337,82673.4,49633.6,265.44,3.224
95456,54148,115532,95109.7,76041,81970.4,21792.2,153.72,3.226
123681,58700,138084,185085,135336,89626.8,63650.9,269.64,3.246
85543,51729,108375,52357.3,43655,78600.1,17175.8,161.7,3.261
71182.1,44586,104629,46985.4,39812,77344.4,21863.5,190.26,3.287
79097.6,48520,106837,51601.9,41886,80737.7,36336.1,203.7,3.299
149061,72604,134550,149848,114568,85717.3,44333.5,262.08,3.318
123255,69080,116932,152276,120958,82504.5,9879.3,144.9,3.334
130945,66361,129317,203787,148452,89964.5,76408.4,557.34,3.376
51427.2,32340,104216,68064.3,56723,78639.4,3868.56,3512.46,3.465
94284.8,52083,118638,103807,78240,86952,32834.2,181.02,3.467
106870,59158,118392,51145,38632,86763.3,45372.4,217.14,3.478
158642,78717,132078,150006,103850,94663.4,46211,1543.08,3.486
176352,83725,138040,100011,73546,89118.4,5557.68,131.46,3.487
89687.7,53112,110667,58129.9,45991,82833.7,19304.5,175.14,3.509
123574,68868,117595,80998.9,60283,88057.1,34469.3,291.48,3.532
147361,82129,117589,98005.7,71000,90463.4,49631.4,290.64,3.536
76771.8,44170,113908,91984.1,72020,83702.8,37587.8,191.1,3.563
49888.6,29969,109096,64831.9,50610,83952.2,12682.4,770.28,3.591
81151.4,47711,111470,71068.9,55425,84033.7,11942.6,144.48,3.625
92432,54377,111400,55914.3,39687,92332.5,19195.4,198.24,3.625
141052,68657,134640,170604,123571,90480.2,17993.3,251.58,3.646
88976,56144,103860,53043.1,44178,78687,25979.9,173.88,3.69
189270,87163,142308,158571,107945,96272.3,51099.1,286.86,3.706
41653.8,25849,105606,55670.2,45133,80836.7,1999.62,1824.48,3.735
73169.3,42909,111753,56663.8,45990,80746.3,2401.38,139.44,3.743
114093,59979,124663,132075,96978,89254.2,1826.28,115.92,3.752
77281.9,50421,100449,52424.3,43967,78142.2,24766,169.26,3.79
128010,70800,118493,112004,89955,81599.7,49501.8,231,3.805
107429,56172,125338,119924,83355,94287.8,33441.1,183.96,3.823
94424.3,55764,110971,73715.4,60103,80378.9,3086.64,115.08,3.824
93815.7,54457,112902,81651.2,63025,84904.3,32145.7,243.18,3.905
132193,68330,126787,86753.7,65186,87219.5,27329.4,167.58,3.934
97603.2,58229,109851,66200.2,49694,87304.2,49591.4,261.66,3.934
112608,59372,124299,104224,76678,89079.1,12324.4,135.66,3.934
64880.6,41908,101461,49808,42099,77536.7,1166.4,107.52,3.957
69991,43257,106039,48964.5,40168,79887.9,8353.26,170.94,3.958
111642,60556,120823,133629,94726,92450.9,20929.9,176.82,3.967
87668.5,47702,120444,139339,92127,99120.9,30120.1,331.38,3.972
75298.6,41492,118933,97243.2,72566,87822.5,19341.2,157.5,3.985
96178.6,56057,112442,71595.4,56299,83342,3857.76,127.68,3.993
180963,89433,132609,148702,109947,88636.6,35300.3,230.16,4.048
78107.5,48188,106227,43806.4,36302,79083.7,17584,196.98,4.053
104684,63867,107419,153517,120505,83489.5,34329.4,1174.32,4.056
87610.2,49631,115686,122805,92482,87023.7,48117.8,335.16,4.077
102283,58512,114561,77974.4,61002,83769.9,1069.74,116.76,4.081
70921,40213,115581,72739.1,52207,91310.1,24883.2,194.04,4.102
115555,62172,121808,63454.9,48197,86282.9,14589.2,154.98,4.105
55354.9,34013,106657,75323.5,61214,80641.7,28674.5,173.88,4.177
103667,50183,135382,81104.2,54948,96732.3,28368.9,204.54,4.198
129564,70890,119779,104671,76163,90066.7,12052.8,162.96,4.224
125233,63473,129304,98854.6,68422,94684.9,41804.6,314.58,4.234
84700.2,51289,108228,66307.7,54300,80028.4,19178.1,155.4,4.258
125463,62528,131499,98193.1,66651,96550.4,15368.4,149.1,4.267
100556,56876,115867,78504.1,61958,83037.7,7959.6,122.22,4.27
61709.4,35753,113115,92221.2,68951,87653.7,46253.2,211.68,4.273
41762.6,25881,105751,49829,41427,78827.7,5460.48,1371.72,4.281
99827.2,57324,114128,114506,92402,81213.2,4933.44,120.54,4.291
62595.8,38858,105571,56961.4,45067,82832.7,18189.9,195.3,4.296
82085.8,47376,113551,107110,82763,84814.9,9574.74,202.44,4.313
76958.7,45314,111303,58401.5,48187,79428.1,16252.9,148.68,4.319
105411,55860,123670,131235,93343,92140,34209,233.52,4.333
90437.1,53104,111609,81166.3,65899,80719.2,51361.6,320.04,4.339
52336.6,29673,115591,86274.7,58829,96110.8,12083.6,1843.38,4.352
123949,62508,129953,82904.6,55598,97723.6,2759.4,453.18,4.354
75093.1,44940,109508,53356.3,40314,86738.1,9617.4,189,4.376
52910.7,35329,98150.4,55449.9,48691,74633.2,11538.7,188.16,4.389
39959,26048,100536,44604,36550,79977.2,3507.84,472.5,4.391
76151,47599,104847,52882.7,41485,83541.6,14955.3,172.62,4.423
80825,45360,116776,93026.3,67004,90988.2,27886.7,170.94,4.437
122803,68016,118326,79427.5,61518,84615.3,31283.3,176.82,4.492
70948.5,44545,104382,61463.9,50729,79404.2,14490.9,158.34,4.516
118799,65686,118528,93191,70647,86449.1,28211.8,219.24,4.547
112272,60123,122380,72869.2,51654,92452.8,26210,188.16,4.558
73066.9,44748,107011,42910.6,33531,83868.3,13127.9,152.46,4.589
106687,54476,128347,109318,80447,89055.8,26024.8,177.24,4.597
70950.4,42577,109209,55947.8,45246,81036.9,13744.1,165.06,4.61
135329,73714,120315,135907,102143,87199.1,48881.9,288.96,4.622
175279,85009,135128,120796,83508,94799.4,7831.08,161.7,4.629
