antigen,phenotype_name,scope,order,fold,r2_train,r2_test,n_samples,n_train_used,n_test_used,n_params,alpha_bonf,num_sig
ba1,raw,pos4_binders,1,0,0.5286687911886558,0.5616047700244509,3693,3231,462,13,0.0038461538461538464,8
ba1,raw,pos4_binders,1,1,0.5302228132158253,0.5507504698703602,3693,3231,462,13,0.0038461538461538464,9
ba1,raw,pos4_binders,1,2,0.529343645584585,0.5590438852421749,3693,3231,462,13,0.0038461538461538464,8
ba1,raw,pos4_binders,1,3,0.5384774161329258,0.48220993414238233,3693,3231,462,13,0.0038461538461538464,9
ba1,raw,pos4_binders,1,4,0.5401336132459911,0.47196378608219425,3693,3231,462,13,0.0038461538461538464,8
ba1,raw,pos4_binders,1,5,0.5392640634261565,0.48979258619772326,3693,3232,461,13,0.0038461538461538464,10
ba1,raw,pos4_binders,1,6,0.5286702325779624,0.5679876344699859,3693,3232,461,13,0.0038461538461538464,9
ba1,raw,pos4_binders,1,7,0.534112985869224,0.5258880958478612,3693,3232,461,13,0.0038461538461538464,8
ba1,raw,pos4_binders,2,0,0.6199956313290184,0.6635374298422473,3693,3231,462,79,0.0006329113924050633,21
ba1,raw,pos4_binders,2,1,0.625053436407056,0.6298447959059499,3693,3231,462,79,0.0006329113924050633,19
ba1,raw,pos4_binders,2,2,0.6273649322842623,0.6143887937229537,3693,3231,462,79,0.0006329113924050633,21
ba1,raw,pos4_binders,2,3,0.6303565451862652,0.5805164046481726,3693,3231,462,79,0.0006329113924050633,21
ba1,raw,pos4_binders,2,4,0.6339097561107914,0.5535154033586602,3693,3231,462,79,0.0006329113924050633,21
ba1,raw,pos4_binders,2,5,0.631925611409571,0.5808086331985849,3693,3232,461,79,0.0006329113924050633,21
ba1,raw,pos4_binders,2,6,0.6269930782794443,0.6173805125049809,3693,3232,461,79,0.0006329113924050633,21
ba1,raw,pos4_binders,2,7,0.6287901321165343,0.6046302205875767,3693,3232,461,79,0.0006329113924050633,19
ba1,raw,pos4_binders,3,0,0.6635517866486602,0.6688552454715566,3693,3231,462,299,0.00016722408026755855,23
ba1,raw,pos4_binders,3,1,0.6671334912165268,0.640741529930104,3693,3231,462,299,0.00016722408026755855,22
ba1,raw,pos4_binders,3,2,0.6734733569917911,0.5968587213443364,3693,3231,462,299,0.00016722408026755855,22
ba1,raw,pos4_binders,3,3,0.6732707197886012,0.5748000669836693,3693,3231,462,299,0.00016722408026755855,23
ba1,raw,pos4_binders,3,4,0.6780570823465668,0.5396369882703993,3693,3231,462,299,0.00016722408026755855,22
ba1,raw,pos4_binders,3,5,0.6741295558190065,0.5907599141005957,3693,3232,461,299,0.00016722408026755855,22
ba1,raw,pos4_binders,3,6,0.6731183022764147,0.5947602312978417,3693,3232,461,299,0.00016722408026755855,25
ba1,raw,pos4_binders,3,7,0.6739979939088703,0.5907815842444735,3693,3232,461,299,0.00016722408026755855,21
