antigen	phenotype_name	scope	order	fold	r2_train	r2_test	n_samples	n_train_used	n_test_used	n_params	alpha_bonf	num_sig
ba4	raw	all	1	0	0.8006875769307552	0.7799596236985292	7416	6489	927	14	0.0035714285714285718	10
ba4	raw	all	1	1	0.7980253583637998	0.7984036195437781	7416	6489	927	14	0.0035714285714285718	10
ba4	raw	all	1	2	0.799883283389602	0.7849478153027147	7416	6489	927	14	0.0035714285714285718	10
ba4	raw	all	1	3	0.8001978961643477	0.7838988063932089	7416	6489	927	14	0.0035714285714285718	10
ba4	raw	all	1	4	0.7956251899510778	0.8146008849858614	7416	6489	927	14	0.0035714285714285718	10
ba4	raw	all	1	5	0.7980839477733083	0.7981735468623714	7416	6489	927	14	0.0035714285714285718	10
ba4	raw	all	1	6	0.7975264945424851	0.8025623187683668	7416	6489	927	14	0.0035714285714285718	10
ba4	raw	all	1	7	0.7961437279154696	0.8118573245711921	7416	6489	927	14	0.0035714285714285718	10
ba4	raw	all	2	0	0.8375858371766358	0.8104796420412652	7416	6489	927	92	0.0005434782608695652	29
ba4	raw	all	2	1	0.8358737927347809	0.8220539480458267	7416	6489	927	92	0.0005434782608695652	28
ba4	raw	all	2	2	0.8357410322398422	0.8230243075318592	7416	6489	927	92	0.0005434782608695652	28
ba4	raw	all	2	3	0.8361871609635744	0.820741841551661	7416	6489	927	92	0.0005434782608695652	28
ba4	raw	all	2	4	0.8319614422201999	0.8493294124314175	7416	6489	927	92	0.0005434782608695652	27
ba4	raw	all	2	5	0.833358645599521	0.8397480844282259	7416	6489	927	92	0.0005434782608695652	28
ba4	raw	all	2	6	0.8356764987835827	0.8236445171030887	7416	6489	927	92	0.0005434782608695652	27
ba4	raw	all	2	7	0.8326792949354096	0.8449922743655784	7416	6489	927	92	0.0005434782608695652	29
ba4	raw	all	3	0	0.8829710038384774	0.847300434837048	7416	6489	927	378	0.00013227513227513228	50
ba4	raw	all	3	1	0.8810784543914991	0.8613827645939076	7416	6489	927	378	0.00013227513227513228	51
ba4	raw	all	3	2	0.8827328692569409	0.8488326575140792	7416	6489	927	378	0.00013227513227513228	52
ba4	raw	all	3	3	0.8814724330357843	0.8601307582201339	7416	6489	927	378	0.00013227513227513228	50
ba4	raw	all	3	4	0.8774741626261469	0.8884785284319788	7416	6489	927	378	0.00013227513227513228	48
ba4	raw	all	3	5	0.8796428300993344	0.8728601229410398	7416	6489	927	378	0.00013227513227513228	52
ba4	raw	all	3	6	0.8815079733982225	0.8589339185198699	7416	6489	927	378	0.00013227513227513228	52
ba4	raw	all	3	7	0.8788950339029996	0.8775137087389488	7416	6489	927	378	0.00013227513227513228	55
ba4	raw	all	4	0	0.9162129709841704	0.8654930418572602	7416	6489	927	1093	4.574565416285453e-05	71
ba4	raw	all	4	1	0.9147110340844986	0.8784395521235144	7416	6489	927	1093	4.574565416285453e-05	68
ba4	raw	all	4	2	0.915892869943246	0.8677847930933045	7416	6489	927	1093	4.574565416285453e-05	68
ba4	raw	all	4	3	0.9161160043121587	0.8677830865884941	7416	6489	927	1093	4.574565416285453e-05	67
ba4	raw	all	4	4	0.9132649655428672	0.8923012584719058	7416	6489	927	1093	4.574565416285453e-05	66
ba4	raw	all	4	5	0.914551873861257	0.8796223737005026	7416	6489	927	1093	4.574565416285453e-05	70
ba4	raw	all	4	6	0.9166967830597657	0.8632604094906839	7416	6489	927	1093	4.574565416285453e-05	71
ba4	raw	all	4	7	0.9142539976802908	0.8823775129908137	7416	6489	927	1093	4.574565416285453e-05	74
ba4	raw	pos4_binders	1	0	0.6905393231296187	0.693760812868103	3657	3199	458	13	0.0038461538461538464	9
ba4	raw	pos4_binders	1	1	0.6883394698819114	0.7041615589119478	3657	3200	457	13	0.0038461538461538464	9
ba4	raw	pos4_binders	1	2	0.695319221102721	0.6593037969543558	3657	3200	457	13	0.0038461538461538464	9
ba4	raw	pos4_binders	1	3	0.694447470367694	0.6670242324413114	3657	3200	457	13	0.0038461538461538464	9
ba4	raw	pos4_binders	1	4	0.6876796964071584	0.7153893934020226	3657	3200	457	13	0.0038461538461538464	9
ba4	raw	pos4_binders	1	5	0.6914683159259309	0.6818034111259134	3657	3200	457	13	0.0038461538461538464	9
ba4	raw	pos4_binders	1	6	0.6942462168168776	0.6675019947257244	3657	3200	457	13	0.0038461538461538464	9
ba4	raw	pos4_binders	1	7	0.6874472448813553	0.7116929350780656	3657	3200	457	13	0.0038461538461538464	9
ba4	raw	pos4_binders	2	0	0.7626859179058589	0.7239180107192498	3657	3199	458	79	0.0006329113924050633	29
ba4	raw	pos4_binders	2	1	0.757414795146807	0.7645887742764576	3657	3200	457	79	0.0006329113924050633	28
ba4	raw	pos4_binders	2	2	0.7619136818444524	0.7345883408644429	3657	3200	457	79	0.0006329113924050633	29
ba4	raw	pos4_binders	2	3	0.7615524796228738	0.7396353102165814	3657	3200	457	79	0.0006329113924050633	29
ba4	raw	pos4_binders	2	4	0.7582830577762484	0.7618538490065572	3657	3200	457	79	0.0006329113924050633	28
ba4	raw	pos4_binders	2	5	0.7613462988751777	0.7360762773017815	3657	3200	457	79	0.0006329113924050633	30
ba4	raw	pos4_binders	2	6	0.7635766371636518	0.724183079627412	3657	3200	457	79	0.0006329113924050633	29
ba4	raw	pos4_binders	2	7	0.7541974026558511	0.7882985186721808	3657	3200	457	79	0.0006329113924050633	28
