step_1,step_2,step_3,step_4,step_5,step_6,step_7,step_8,step_9,step_10,step_11,step_12,step_13,bootstrap_0,bootstrap_1,bootstrap_2,bootstrap_3,bootstrap_4,bootstrap_5,bootstrap_6,bootstrap_7,bootstrap_8,bootstrap_9
ba4,ba1,ba4,ba1,ba4,ba4,ba1,wuhan,ba4,ba4,wuhan,ba4,ba1,7.031965721539119e-05,6.149595050883823e-05,6.768089219797475e-05,4.526416800965098e-05,8.877791756078265e-05,6.790674517418761e-05,4.6431802861470214e-05,6.89854697262839e-05,0.00011343059844711252,4.516830339420347e-05
ba4,ba1,ba1,wuhan,ba4,ba1,ba1,ba1,ba1,ba1,ba1,ba1,ba4,4.544076621955644e-05,3.7959185482293756e-05,4.645891000466599e-05,3.059851400565638e-05,2.349277583048947e-05,2.0755785819232104e-05,3.712277040010003e-05,3.991396999348754e-05,5.819055634821486e-05,4.420393508348583e-05
wuhan,ba4,ba4,wuhan,ba1,ba1,wuhan,ba4,ba4,ba4,ba1,wuhan,wuhan,5.9008998180517776e-05,7.641770308396584e-05,6.96114495919421e-05,5.8869370733940686e-05,5.381048946257972e-05,5.4836201063487496e-05,7.149761987938735e-05,6.207818759420589e-05,6.229427896590583e-05,5.2451787450649306e-05
ba1,ba4,ba1,ba1,ba1,ba1,ba4,ba1,ba1,ba1,wuhan,ba4,ba4,3.124200248559608e-05,2.3259004729239412e-05,2.428176068269184e-05,3.813805146004729e-05,1.4247648032957588e-05,1.38963861773415e-05,3.067000507860537e-05,2.5659600800020058e-05,3.3214024101629584e-05,2.618665713887007e-05
wuhan,ba4,ba4,ba4,wuhan,ba4,wuhan,wuhan,wuhan,wuhan,ba4,wuhan,ba1,3.895499094330412e-05,5.892552794769739e-05,2.5836211152922896e-05,3.672789945743116e-05,4.21134555140614e-05,5.120551143660114e-05,3.3094901040143605e-05,4.938984898652884e-05,4.221960017474626e-05,3.143265110783042e-05
ba4,ba4,ba1,wuhan,ba4,ba4,ba1,ba1,wuhan,ba1,wuhan,ba1,wuhan,6.829376915407782e-05,5.774527336376423e-05,9.368958730270533e-05,3.5433320697209576e-05,4.911888329616696e-05,4.111969453466224e-05,7.220714687456737e-05,4.997140529435412e-05,7.967385508791631e-05,4.9628653771994725e-05
ba4,ba4,wuhan,ba4,ba4,wuhan,ba1,ba4,ba1,ba4,wuhan,wuhan,ba4,4.2227759087681e-05,3.3675126631262475e-05,4.2369722295343166e-05,3.0466988266438915e-05,1.7790913991305357e-05,1.7517083567719464e-05,3.295708805938097e-05,3.559812966395076e-05,5.2026413737320804e-05,3.9478288102261995e-05
ba1,ba1,wuhan,ba4,ba4,wuhan,ba4,ba1,ba1,wuhan,ba4,ba4,ba4,6.900754766183778e-05,5.2282628019325866e-05,4.8231875650097814e-05,6.703048466683225e-05,3.436078331485523e-05,3.112223622828013e-05,5.737405433200799e-05,5.4414247057710144e-05,6.678698966640011e-05,5.370113567005969e-05
ba1,ba4,ba1,ba4,wuhan,ba1,wuhan,ba4,ba4,ba4,ba4,ba1,ba4,8.722553717446685e-05,6.941527852114605e-05,6.128950060323179e-05,9.917450220782561e-05,3.2381439763872873e-05,3.4333328535877686e-05,8.377118346956252e-05,6.606967777278226e-05,7.427810316827695e-05,7.652388133899251e-05
ba1,ba1,wuhan,wuhan,wuhan,ba4,ba4,wuhan,wuhan,wuhan,wuhan,ba1,ba1,0.0001324834338923502,0.00013055164660858378,8.121842123548754e-05,9.020428049176392e-05,0.00011298182369068718,0.00010410196648343354,9.14321921452489e-05,0.00010367635614706699,0.0001136751820156039,7.628077443587686e-05
ba1,ba4,wuhan,ba1,ba1,ba1,wuhan,ba1,ba4,wuhan,ba1,wuhan,ba4,7.539381295218036e-05,6.308635409803553e-05,5.610659711752058e-05,8.488282357718662e-05,2.7643111247606446e-05,3.3372310900679616e-05,6.087587305837951e-05,5.510699588623922e-05,8.587372604073342e-05,6.070013399436526e-05
ba1,ba4,ba4,ba1,ba1,wuhan,wuhan,ba1,ba4,ba4,ba4,wuhan,ba4,7.205470400350286e-05,5.030849863333657e-05,5.009485306618194e-05,7.878851604430227e-05,2.331133900148411e-05,2.792601257699503e-05,5.1674330470383026e-05,4.7904331451469475e-05,7.063331794349797e-05,5.109258003236184e-05
ba1,ba4,ba1,ba4,ba1,ba4,ba1,ba1,ba1,ba4,ba4,ba4,ba4,3.5699913029927764e-05,3.063938579062565e-05,2.477575368406268e-05,4.396515775228539e-05,1.6304574057559777e-05,1.5798062268992754e-05,3.497375041315891e-05,2.8562899024741485e-05,3.517489869287504e-05,3.1303786617727046e-05
wuhan,wuhan,ba4,wuhan,ba1,ba1,wuhan,ba4,ba1,ba4,ba1,ba4,ba4,5.507276342667196e-05,5.9745841862359946e-05,4.190375087571915e-05,6.746662936739726e-05,3.0791218311303175e-05,3.084489852615041e-05,5.196779675587912e-05,5.635405340843493e-05,5.4952339662741725e-05,5.145554266975706e-05
wuhan,ba4,ba4,wuhan,ba4,ba4,wuhan,ba4,ba4,ba1,ba4,wuhan,wuhan,4.535123516935619e-05,5.423716180715374e-05,5.341408688312769e-05,4.399337461097549e-05,4.116074752904019e-05,4.128164177323491e-05,5.5230060910110836e-05,4.903900318395951e-05,4.806704329643343e-05,3.948989958175652e-05
ba4,ba4,ba1,ba4,ba4,ba1,ba4,wuhan,wuhan,ba4,ba1,wuhan,ba1,6.358696130980423e-05,6.632518206165128e-05,4.774105740013364e-05,3.909819472678739e-05,5.79351216702912e-05,6.038844916375014e-05,4.243685442560814e-05,5.508963764743371e-05,8.35523341717286e-05,4.6428264675604306e-05
ba4,ba1,ba1,ba1,ba1,ba1,ba4,wuhan,wuhan,wuhan,ba1,ba4,wuhan,8.073407203273654e-05,5.52615587576516e-05,8.62971134923929e-05,3.9982303219736853e-05,6.63002641948661e-05,4.80928545803963e-05,7.104570831507797e-05,5.610769148139251e-05,0.00010587184784916452,4.747666734045077e-05
ba4,wuhan,ba1,ba1,ba4,ba4,ba4,ba1,ba4,wuhan,ba4,ba4,wuhan,7.700298002856282e-05,4.720709007140615e-05,8.113841178061538e-05,3.694698431255803e-05,6.400836225897026e-05,4.435013366795286e-05,5.8454570290844415e-05,4.6682330871365955e-05,8.33349546173287e-05,4.119245120758738e-05
ba4,wuhan,wuhan,ba1,wuhan,wuhan,ba1,ba4,ba4,ba1,wuhan,ba4,wuhan,8.266442519764594e-05,4.77026640648563e-05,9.290814990498073e-05,3.904941047043156e-05,7.06223964831397e-05,4.736809366527299e-05,6.4076024476633e-05,4.7973438610161276e-05,8.670654779803804e-05,4.340633096733777e-05
ba4,ba4,wuhan,wuhan,ba1,ba1,wuhan,wuhan,ba4,ba1,ba1,wuhan,ba1,6.613523003167303e-05,6.596094984127756e-05,5.029506580189348e-05,4.042946851722962e-05,5.9047133179661065e-05,6.062288544152905e-05,4.177199250371877e-05,5.583765997195509e-05,9.425436829328184e-05,4.698810440119307e-05
ba4,ba1,ba1,ba4,ba1,ba1,wuhan,ba4,ba1,wuhan,ba4,ba1,ba1,0.00011129963739459558,9.968981282653149e-05,7.235231113051557e-05,5.240407132703861e-05,9.85075425825899e-05,7.124752356807274e-05,6.845860639912372e-05,8.222921387847224e-05,0.00011373465280947537,6.662177192262243e-05
ba4,ba1,ba4,ba1,wuhan,ba1,wuhan,wuhan,wuhan,wuhan,ba1,wuhan,ba1,9.877301991504792e-05,8.618098663478501e-05,7.027469603556314e-05,5.13060642449331e-05,9.539888809655278e-05,9.107936161957552e-05,5.603216131854094e-05,7.362043635517477e-05,0.00015339588345170515,6.12864521819507e-05
ba1,wuhan,ba4,wuhan,wuhan,ba4,ba4,ba1,wuhan,ba4,wuhan,ba4,ba4,8.064977390744595e-05,5.36483590844677e-05,5.296107256280118e-05,8.00552335629114e-05,3.145829621283921e-05,3.285349199166204e-05,6.348681719128747e-05,4.509419662860009e-05,6.824059281628851e-05,5.003678690116081e-05
ba1,wuhan,wuhan,wuhan,ba1,ba1,ba1,ba1,ba1,wuhan,ba1,wuhan,ba1,9.922114756751232e-05,8.459922670768048e-05,3.789609972038123e-05,7.07709978165438e-05,6.926198800449504e-05,7.841181189956099e-05,5.2285365512699173e-05,5.1154762704765534e-05,8.025534144148772e-05,4.5668594598252264e-05
ba1,ba4,wuhan,ba4,ba4,ba4,ba4,ba1,ba4,ba1,wuhan,ba1,wuhan,9.68068702435091e-05,8.11330680398829e-05,9.888627324501094e-05,8.213701158080708e-05,6.818799841430646e-05,6.133253008292585e-05,0.0001113262030468422,6.718207017327829e-05,8.540423360437824e-05,6.742199686816187e-05
ba4,ba1,wuhan,wuhan,ba1,wuhan,wuhan,ba4,wuhan,ba1,wuhan,ba4,wuhan,9.472826975962834e-05,5.799085254687572e-05,0.0001194871103801096,4.199854774497669e-05,8.276344786552939e-05,5.2385578332906624e-05,8.173504033688995e-05,6.557710620021022e-05,0.00012419870047450984,5.351804729448328e-05
ba4,ba1,ba1,ba1,ba4,ba4,ba1,ba1,ba4,ba1,ba4,ba1,ba1,8.51818754063803e-05,8.028135386805423e-05,6.359904347537833e-05,4.811917231703848e-05,8.143253669502553e-05,6.504754379779655e-05,6.024688464349739e-05,7.130291144951482e-05,0.00010329355736016485,5.458736891075897e-05
ba4,wuhan,wuhan,ba1,wuhan,ba4,ba4,ba1,wuhan,wuhan,wuhan,ba4,wuhan,7.658193201993534e-05,4.5807808742724364e-05,8.869286780917905e-05,3.6539906249769066e-05,6.149329794845652e-05,4.230225287268728e-05,5.884066054795216e-05,4.2214863636942945e-05,8.182647302938233e-05,3.7942208893113396e-05
wuhan,ba1,ba4,ba1,wuhan,ba4,wuhan,ba1,wuhan,ba1,wuhan,wuhan,ba4,7.616495719887569e-05,8.838160150235787e-05,6.46020116201388e-05,8.239430823652388e-05,4.0369207008642344e-05,4.478336698499549e-05,7.072389107696026e-05,0.00010437659416717483,8.58843090173784e-05,7.555139866362218e-05
ba4,ba1,wuhan,ba1,ba4,wuhan,wuhan,ba1,wuhan,ba1,ba1,ba4,wuhan,8.142097968642702e-05,5.755608519852356e-05,0.00010731699085103601,4.517383743437752e-05,7.900684209042119e-05,5.418923635969738e-05,7.86608791274953e-05,5.6567547292741775e-05,0.00011755509149190862,4.784117640637248e-05
ba1,ba4,wuhan,wuhan,ba1,ba4,ba4,ba4,ba4,ba1,ba4,ba1,ba1,0.00011429631899281071,0.00011838941135072461,6.613820447366305e-05,0.00011418742317692227,9.066137499799613e-05,9.230511691832972e-05,9.359303842413644e-05,9.848011761979154e-05,9.851088325413031e-05,7.758464898425431e-05
ba1,ba4,wuhan,wuhan,wuhan,wuhan,ba1,ba1,ba4,ba4,ba1,ba4,ba4,5.328536125825182e-05,4.704776381764877e-05,3.8542588018295146e-05,7.688780379490832e-05,2.3816765713251564e-05,2.4580386086561703e-05,5.08493073387997e-05,4.4967241091816295e-05,5.90496574549178e-05,4.845969790474409e-05
ba4,ba4,ba4,wuhan,ba1,wuhan,ba4,wuhan,ba4,ba1,ba1,ba1,wuhan,5.782099516791156e-05,4.9714417892894624e-05,8.452118166236595e-05,3.116608556487416e-05,4.3573638085594505e-05,3.8124483766590714e-05,5.5213739472662724e-05,3.725539963115143e-05,6.735961721263178e-05,4.318138571133829e-05
ba1,ba4,ba4,ba1,wuhan,wuhan,wuhan,ba1,ba4,ba4,wuhan,ba1,ba4,7.682414084907318e-05,6.502356144051268e-05,7.165992715938063e-05,9.763281341281397e-05,3.251042414619491e-05,3.5498312577310496e-05,7.697811622681532e-05,6.550753234272963e-05,7.430247683982516e-05,7.079562574137473e-05
ba4,ba4,ba4,ba1,ba4,wuhan,ba4,ba1,ba1,ba4,ba1,wuhan,ba4,4.087801079467092e-05,3.298645257592829e-05,4.30443045234012e-05,3.2402480786882406e-05,1.742774817931577e-05,1.8875010841265743e-05,2.9821369072789797e-05,3.109900669312067e-05,5.7114048311157106e-05,3.79780750052059e-05
ba1,ba1,wuhan,wuhan,ba4,ba1,ba1,wuhan,ba1,wuhan,wuhan,ba4,ba1,0.0001153064454918866,9.665618228351317e-05,6.770764001621898e-05,8.520714753790325e-05,0.00011746130514229828,0.00010021765462905888,7.316373641147697e-05,9.59096757190035e-05,0.00012662110447511283,6.444532033587417e-05
ba4,ba4,ba4,wuhan,ba4,ba4,wuhan,ba1,wuhan,ba1,ba1,ba4,wuhan,3.770976225733016e-05,3.18096682895263e-05,5.328162565382628e-05,2.5160467109208663e-05,3.330014627373794e-05,2.5751414174758164e-05,3.7930485047951e-05,2.720889843250197e-05,4.849786716648078e-05,2.5009841277659102e-05
ba4,wuhan,ba1,ba1,wuhan,ba1,ba4,ba1,wuhan,ba4,ba4,ba4,wuhan,9.301242307700431e-05,5.1709864986394715e-05,9.455552223703947e-05,4.141552328281523e-05,6.703971987680496e-05,5.199518084616977e-05,6.587578584891386e-05,5.357897174908959e-05,9.267074392558608e-05,4.5005402345989676e-05
ba1,ba1,ba4,ba1,ba1,wuhan,ba4,ba1,ba4,ba4,wuhan,ba4,wuhan,0.00011083803779612628,7.24388848976601e-05,0.0001229625721892825,8.057127626524581e-05,7.82557859396228e-05,7.38680473293718e-05,0.00010631198660689677,7.911248033270548e-05,0.00011751354211044323,5.888118910980177e-05
ba4,wuhan,ba4,wuhan,ba4,ba1,ba1,ba4,wuhan,ba1,ba1,ba1,ba1,8.816349194300508e-05,7.447066386175831e-05,5.6720925795228015e-05,4.611679782022488e-05,7.745528354565627e-05,7.080912476278733e-05,5.112395893983234e-05,5.685695553166903e-05,8.776835815183729e-05,5.060505848084838e-05
ba1,wuhan,wuhan,ba4,ba1,ba4,ba1,wuhan,ba1,ba1,ba4,ba1,wuhan,0.00015826001719545347,0.00010273323637984862,0.00011262360544732979,9.007273734608197e-05,8.867942970891833e-05,8.450711036428741e-05,0.00013457646182890711,6.888356642275646e-05,9.795110343931129e-05,7.643176968746719e-05
ba4,ba4,wuhan,ba4,ba4,ba1,wuhan,ba1,ba4,ba4,wuhan,ba4,ba4,3.078167853167648e-05,2.5389772831049817e-05,3.481171496678613e-05,2.6335594636456206e-05,1.6354188589492363e-05,1.3538451296321309e-05,2.7269465958116305e-05,2.8587924761299244e-05,4.270742750458495e-05,2.897176245633637e-05
wuhan,ba4,wuhan,ba4,ba1,ba4,wuhan,ba4,ba4,wuhan,ba1,wuhan,ba1,7.265183169747321e-05,0.00012764184654375386,5.15982839672475e-05,7.365090953738799e-05,8.330804357249736e-05,9.833746361430053e-05,6.738089609327056e-05,9.500874433099915e-05,8.658559390200304e-05,6.460153537354172e-05
ba4,wuhan,ba4,wuhan,wuhan,ba4,ba1,ba4,wuhan,ba4,wuhan,ba1,ba4,7.211892241257131e-05,4.790541652033964e-05,6.858758752443766e-05,4.60847733342498e-05,2.972706433930677e-05,2.8818854976411802e-05,5.142668556339951e-05,4.7152379256414764e-05,7.559912626781594e-05,5.7554267285314404e-05
ba1,ba4,ba4,ba4,ba4,ba4,ba1,wuhan,ba4,ba4,ba4,wuhan,ba1,5.607634296199458e-05,5.593554173063547e-05,3.100031398305054e-05,5.30265244744144e-05,4.6789527788487796e-05,5.59374586342325e-05,4.088007115790287e-05,4.515666710474961e-05,5.5696424126573336e-05,3.5484618153713215e-05
ba1,ba4,ba4,ba4,ba1,ba4,ba1,wuhan,ba1,ba1,ba4,ba4,ba1,5.629845521934707e-05,5.374013888211919e-05,3.455406707702388e-05,5.4255606742504066e-05,6.158498763192288e-05,5.6299819605821584e-05,4.041739537938606e-05,5.140615592202394e-05,5.287536416012583e-05,3.425042478985177e-05
ba1,ba4,ba4,ba1,wuhan,wuhan,ba1,wuhan,ba1,ba4,wuhan,ba1,wuhan,9.657206809031936e-05,7.817018914807052e-05,9.549343286437426e-05,7.999907002938121e-05,6.138371331426176e-05,6.038409913100599e-05,0.00010055738224179939,5.587330258612679e-05,8.006475479137965e-05,6.219222814328663e-05
wuhan,ba4,ba4,ba4,ba4,ba1,ba1,ba1,ba1,ba1,ba1,wuhan,wuhan,3.952008232382115e-05,4.9587431844412895e-05,4.438614750717274e-05,4.0404954518455814e-05,4.3236933753620144e-05,3.992377611783569e-05,4.853486177403805e-05,4.158096718604067e-05,4.070460951325454e-05,3.8314224578301044e-05
wuhan,wuhan,wuhan,ba1,ba1,ba4,ba1,wuhan,wuhan,ba1,ba1,wuhan,ba1,9.043001981334344e-05,0.00013340301415825227,4.9053274970901496e-05,7.26956621451054e-05,0.00010209805369755309,0.0001122836880220348,6.756249966967146e-05,9.999835932198643e-05,8.932447336662918e-05,6.598466474846839e-05
wuhan,wuhan,ba1,ba4,ba4,ba4,wuhan,ba1,ba4,ba1,wuhan,wuhan,ba4,7.138128430016512e-05,7.604410041013761e-05,5.145295807743772e-05,6.820512988087719e-05,3.952865906969544e-05,3.816297293698663e-05,6.638960480753068e-05,8.917425857496995e-05,6.850294992020294e-05,6.850008415513635e-05
wuhan,wuhan,ba1,ba1,ba1,ba4,ba4,ba4,wuhan,wuhan,ba4,wuhan,ba1,0.00010356264656938519,0.00014188750399512435,5.413460689745042e-05,7.36701835661195e-05,0.00011227329043939966,0.00010920522179274172,7.633063201943253e-05,0.00011490419518838756,9.321024036683277e-05,6.92624181578068e-05
wuhan,ba1,ba1,ba4,wuhan,ba4,wuhan,ba1,ba4,ba1,wuhan,ba1,ba1,0.00012249832220071415,0.0002043820680103992,7.76632064922021e-05,0.0001092871477137881,0.00014513350639709833,0.00012527827241022121,0.00011229986097529384,0.00018557374345521134,0.00010925771656558118,0.00010263713206838462
ba4,wuhan,ba4,ba4,ba1,ba4,ba1,ba1,wuhan,ba1,wuhan,ba1,ba4,7.174450974896675e-05,4.733180309906813e-05,6.295987829606766e-05,4.599792569175315e-05,3.190155154887798e-05,2.6794265145128754e-05,5.079152978195962e-05,5.1242225057166894e-05,7.246109449340131e-05,5.4665206698022704e-05
ba1,ba4,ba1,ba4,ba4,ba4,ba4,wuhan,ba1,ba4,ba1,wuhan,ba4,7.2891198037078e-05,6.233217801738372e-05,4.670257143097743e-05,8.233514209672533e-05,2.6999290133036987e-05,3.159949273300739e-05,6.083044548493843e-05,5.620993364841168e-05,7.580295869906563e-05,6.483210774216798e-05
wuhan,wuhan,wuhan,ba4,ba4,ba4,ba1,ba4,ba1,ba4,ba4,ba1,ba4,6.176251788987582e-05,7.495271856334633e-05,5.377441241889798e-05,6.285614979177615e-05,3.271828532056599e-05,3.383303489295214e-05,6.551858555129905e-05,7.306674077105747e-05,5.285896317317244e-05,6.383412647426558e-05
ba4,ba4,ba1,ba1,ba4,ba1,ba1,ba1,ba1,ba4,ba1,ba1,wuhan,4.2895414667205346e-05,3.701981630046641e-05,6.206686178500533e-05,2.3709810938843203e-05,3.2062956841876916e-05,3.0355245826272563e-05,4.459478060118549e-05,2.8158576985864652e-05,4.840565150623387e-05,3.111339992243165e-05
ba4,ba1,wuhan,ba1,ba4,ba4,ba4,wuhan,ba1,ba1,wuhan,ba1,ba1,0.00010613527203178825,9.62121266449599e-05,8.72642259742286e-05,5.717483009300858e-05,0.00011479407918770862,8.466408964712935e-05,7.230976380011151e-05,9.104883360757491e-05,0.000132011329460162,6.873537810362798e-05
ba4,ba4,ba1,ba4,ba1,ba1,ba1,wuhan,wuhan,wuhan,ba1,ba1,ba1,5.7952595503869906e-05,6.670218080793645e-05,4.783052201842585e-05,3.493286460859377e-05,5.109849116662822e-05,5.079091371672433e-05,4.0810245203637455e-05,5.1913397249405784e-05,6.196852989469449e-05,4.208321919117452e-05
ba4,ba4,ba1,wuhan,wuhan,wuhan,ba4,wuhan,wuhan,ba1,wuhan,wuhan,ba4,5.1413052731503324e-05,4.078958665939286e-05,5.007844547148173e-05,3.594467161420015e-05,2.067426879781859e-05,2.1833325524701767e-05,3.930184201327922e-05,4.835198599915636e-05,7.022122762560894e-05,5.126282634541826e-05
wuhan,ba4,wuhan,wuhan,ba1,wuhan,wuhan,ba4,ba4,ba1,ba4,ba1,ba1,6.925295787369754e-05,0.00011121984190874963,5.293868328467193e-05,7.24376523817605e-05,7.713668322937546e-05,7.939066961233452e-05,7.170486855472372e-05,9.407485924300588e-05,6.900623802981691e-05,6.141978872013163e-05
ba4,ba4,ba4,wuhan,wuhan,ba1,ba4,ba1,wuhan,ba1,ba1,ba1,ba1,4.9697606409153024e-05,5.593819371657461e-05,4.600382176667694e-05,3.3145146471692456e-05,4.8656402571396855e-05,4.65039835951376e-05,3.452183286269619e-05,4.329433881866729e-05,5.798540420623378e-05,3.725561692836918e-05
wuhan,ba4,ba1,ba1,ba1,ba4,ba1,wuhan,ba1,wuhan,ba4,wuhan,wuhan,7.615738381496556e-05,9.805250602487459e-05,8.183744868401698e-05,6.347461510328953e-05,6.379365246522782e-05,6.330257320217965e-05,8.360835032800676e-05,7.425818620101405e-05,7.05322323033287e-05,6.393426014515665e-05
ba1,ba1,ba4,ba1,wuhan,ba1,ba4,ba1,ba4,ba4,ba4,wuhan,wuhan,0.00012103162753905113,8.11968033666754e-05,0.00011660039512745684,8.079395475057894e-05,7.320166909700674e-05,7.628387597422912e-05,0.00010312638667203428,7.17088227075979e-05,0.00011164224558650193,6.188428062970794e-05
ba1,ba1,wuhan,ba4,ba4,wuhan,ba4,ba4,ba1,ba1,ba4,ba1,ba1,0.00014351022990197884,0.00012822886538493635,7.744605637239603e-05,0.00010420010743311197,0.00011983994262630399,0.00011760994967543213,0.00010326920936511813,0.00011603131448858288,0.00011895992139333996,8.45954093744109e-05
ba1,ba1,ba4,wuhan,ba1,wuhan,ba4,wuhan,wuhan,ba1,ba1,wuhan,ba1,0.00012521133049675439,0.00012249361268767782,7.425383315918285e-05,9.374473456699983e-05,0.00010248857763016259,0.00012819954590858798,8.475791173614629e-05,9.985438247286436e-05,0.00015882765317597175,7.691233107292756e-05
wuhan,wuhan,ba4,ba4,ba4,ba1,ba1,wuhan,wuhan,ba1,ba1,ba1,wuhan,6.964113936208023e-05,8.262921694511062e-05,7.603000509818625e-05,5.1835453241916276e-05,6.915949141032912e-05,6.234768146459479e-05,8.474427556782132e-05,6.166106995165697e-05,5.5669143971641255e-05,5.35245408139749e-05
ba4,ba1,ba4,wuhan,ba1,ba4,wuhan,ba4,ba4,ba4,ba1,ba4,wuhan,7.981199972771692e-05,5.677250317981546e-05,0.00010560723614380757,4.0930188133954036e-05,6.966900369330384e-05,5.156350590025023e-05,7.150256449059653e-05,5.830827487153861e-05,0.0001159663324708897,4.7280917097758915e-05
ba4,ba4,ba1,wuhan,ba4,wuhan,ba1,ba4,ba4,ba1,wuhan,ba4,ba1,6.366054257834011e-05,6.270711096548113e-05,5.726564692708041e-05,4.330163476476084e-05,7.56050773972211e-05,5.907263797698736e-05,4.493936603644658e-05,6.633574942232904e-05,9.105922844349383e-05,4.613473288772422e-05
ba1,ba4,wuhan,wuhan,ba1,ba1,ba4,ba1,ba1,ba1,ba1,ba4,ba1,7.009655805946451e-05,6.997543489653948e-05,4.295591023581102e-05,7.953050010193667e-05,7.26290142124479e-05,6.657910300842478e-05,5.137541564837201e-05,6.0986216057246355e-05,7.673020281868222e-05,4.307484558941422e-05
wuhan,ba4,wuhan,ba1,ba4,ba4,ba1,ba4,wuhan,wuhan,wuhan,ba1,ba1,7.497699284687112e-05,0.00013253252871957982,6.389271461294577e-05,8.085584531072799e-05,8.892302000559652e-05,8.765925084451224e-05,7.986923766919082e-05,9.824518312651114e-05,7.34610835450435e-05,6.911475946760182e-05
wuhan,ba4,ba4,ba4,ba4,wuhan,wuhan,wuhan,ba4,ba4,ba4,ba1,ba1,3.913470014982099e-05,6.251612150975965e-05,2.8346062431997007e-05,4.3482669222747213e-05,4.353607445297706e-05,4.947843782936232e-05,3.959660906620168e-05,4.79697695037375e-05,3.707065329737618e-05,3.3875610091810754e-05
wuhan,wuhan,ba4,wuhan,ba1,wuhan,ba4,wuhan,wuhan,ba1,wuhan,ba1,ba4,6.511631089745117e-05,7.215342958113489e-05,6.205341583742616e-05,6.993258816585254e-05,3.5926591276651855e-05,3.7624889703524644e-05,6.393404165498906e-05,8.030724686722956e-05,5.786790786475285e-05,6.637477431131816e-05
ba1,wuhan,ba1,ba4,ba4,ba1,ba1,ba4,ba1,wuhan,ba4,ba4,ba1,0.00011408336988036097,9.255543325461652e-05,5.111727638397822e-05,8.605186453458026e-05,0.00011364997005510701,8.962781460709532e-05,6.614370268496053e-05,7.382370247279169e-05,8.605039975689995e-05,5.5493578995561584e-05
ba1,ba1,wuhan,wuhan,ba1,ba1,wuhan,ba4,wuhan,ba4,ba1,ba1,ba4,0.00013160627018464068,0.00010188819257339421,0.00011216740732301508,0.00011260286404342225,5.224933019240831e-05,6.077211359978425e-05,0.0001169410067966335,9.893204062094284e-05,0.00013157562321675933,0.00011355487960289157
ba4,ba4,ba1,ba1,ba1,ba1,ba4,ba1,ba1,wuhan,wuhan,wuhan,ba4,3.611307536459394e-05,2.8611534401548598e-05,3.7915181989129996e-05,2.6034886663820018e-05,1.5665378006600264e-05,1.616316607974807e-05,2.7232513037598633e-05,3.0051601236107525e-05,4.616811022852326e-05,3.312983851951601e-05
ba4,wuhan,wuhan,wuhan,ba4,ba4,wuhan,ba1,ba1,ba4,ba1,wuhan,ba4,7.101911420759678e-05,4.451106916247612e-05,5.28963186029945e-05,4.0441676223734155e-05,2.606794551460726e-05,2.633139668975913e-05,4.2878005529400476e-05,4.1409054045850216e-05,8.435556084215776e-05,5.0070770802797044e-05
ba4,wuhan,ba4,ba1,ba4,ba4,ba4,wuhan,ba1,ba1,ba4,wuhan,ba1,8.7893190746808e-05,5.8490244785903194e-05,5.108356336006008e-05,4.2857580725133644e-05,7.550170278125213e-05,7.082606751370264e-05,4.326521590868353e-05,5.229535287572759e-05,9.805284035042121e-05,4.5133058766561424e-05
ba4,ba1,ba1,wuhan,wuhan,ba4,ba4,ba4,ba1,wuhan,ba1,ba1,wuhan,0.00013166912637532104,0.00010172797283423271,0.00016493203328465272,5.637481869100766e-05,9.727238371968886e-05,7.98951510889398e-05,0.00012592453754502425,7.785666040674172e-05,0.0001519554580000615,8.756933101248275e-05
ba4,wuhan,ba1,ba1,ba1,ba1,ba4,ba1,ba1,ba1,wuhan,wuhan,ba4,5.16708047274286e-05,3.0793169802083345e-05,4.1107634742601075e-05,3.127243094634496e-05,2.211307430483159e-05,1.9723701169569147e-05,3.292635338304748e-05,3.6940440245503066e-05,6.0461310513886335e-05,4.02707870470253e-05
wuhan,ba4,wuhan,ba4,ba1,wuhan,wuhan,wuhan,ba1,ba1,wuhan,ba1,ba1,6.26586740168413e-05,0.00010300490019578997,4.8277307122576366e-05,6.417055458584542e-05,7.635888097578426e-05,7.247248739271399e-05,6.22740590851178e-05,8.807585475885378e-05,5.745454600943777e-05,5.6369222801064404e-05
wuhan,ba4,wuhan,ba4,ba1,ba1,ba4,ba4,ba4,ba1,ba4,wuhan,ba4,5.701776726295775e-05,6.510138932007122e-05,5.122154817777779e-05,6.47576012664663e-05,2.7337103998244545e-05,3.2992676689095246e-05,5.580812740083873e-05,7.115610346459175e-05,6.370998623566304e-05,6.417093065107623e-05
wuhan,ba1,ba4,ba4,ba4,ba4,ba4,ba1,ba1,ba1,ba4,ba1,wuhan,7.384534627341746e-05,8.748039017085386e-05,8.607924220269204e-05,6.13186009000875e-05,6.775736208348008e-05,6.523074108480459e-05,9.045393008187887e-05,7.812138884144425e-05,6.828321712644356e-05,5.8461972797831e-05
ba4,wuhan,ba4,wuhan,ba4,ba4,ba4,wuhan,ba1,ba4,wuhan,wuhan,wuhan,6.146999224636662e-05,3.87998071633358e-05,6.225798196138693e-05,2.9171165617867703e-05,4.291842433107174e-05,3.590614530503019e-05,4.509129501278043e-05,3.2091828059761115e-05,6.257385948450886e-05,3.3170611057420845e-05
